Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_Aris_0_Description,Text,,,,,,
Buff/B_Aris_0_Name,Text,,,Critical Rate Increase,,暴击率增加,
Buff/B_Aris_1_Description,Text,,,,,,
Buff/B_Aris_1_Name,Text,,,This is Enhancement Magic!,,这是强化魔法！,
Buff/B_Aris_Ex_2_0_Name,Text,,,ATK Reduction,,攻击力减少,
Buff/B_Aris_Ex_2_1_Description,Text,,,,,,
Buff/B_Aris_Ex_2_1_Name,Text,,,DEF Reduction,,防御力减少,
Buff/B_Aris_Ex_2_Description,Text,,,"When landing a Critical hit, additionally heals a random ally for 50% of the damage dealt. 
Removed upon using a fixed skill.",,"暴击时额外给予随机友方角色伤害量50%的治疗。
使用固定能力后解除。",
Buff/B_Aris_Ex_2_Name,Text,,,Emotional High,,情绪高涨,
Buff/B_Aris_Hikari_Description,Text,,,Current Sword of Light charges: &a.,,当前光之剑充能：&a。,
Buff/B_Aris_Hikari_Name,Text,,,"Light, heed my call!",,光啊！,
Buff/B_Aris_Job_0_Description,Text,,,"Once per turn, when killing an enemy on the far left/right with a single-target attack skill, cast it again on adjacent enemies. Attacks triggered this way have a Critical rate capped at 54%. 
Removed upon using a fixed skill.",,"每回合一次，使用单体攻击技能击杀最左或最右侧敌人时，对相邻敌人再次释放，以此方法释放的攻击暴击率最高为54%。
使用固定技能后解除。",
Buff/B_Aris_Job_0_Name,Text,,,Class Trait: Brave Alice!,,职业特性：勇者爱丽丝！,
Buff/B_Aris_Job_1_Description,Text,,,"When dealing damage with a single-target attack skill, deal an additional 30% of ATK as damage. 
Critical rate is capped at 70%, excess rate is converted into double Critical damage. Current Critical damage: 150+&a%. 
Removed upon using a fixed skill.",,"使用单体攻击技能造成伤害时，额外追加攻击力30%的伤害。
暴击率上限锁定为70%，超出部分会转化为2倍的暴击伤害。当前暴击伤害：150+&a%
使用固定技能后解除。",
Buff/B_Aris_Job_1_Name,Text,,,Class Trait: Maid Knight!,,职业特性：女仆勇者！,
Buff/B_Aris_Job_2_Description,Text,,,"All allies gain ATK+1/Healing+1/DEF+10% based on their class. 
Removed upon using a fixed skill.",,"所有友军根据其职业，获得攻击力+1/治疗力+1/防御力+10%的增益。
使用固定技能后解除。",
Buff/B_Aris_Job_2_Hide_Description,Text,,,,,,
Buff/B_Aris_Job_2_Name,Text,,,Class Trait: Idol Alice!,,职业特性：偶像爱丽丝！,
Buff/B_Aris_P_Name,Text,,,"Awaken, Supernova!",,觉醒吧，超新星！,
