Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_FlandreScarlet_0_Description,Text,,,,,,
Buff/B_FlandreScarlet_0_Name,Text,,취약함,Fragile,脆い,易损,
Buff/B_FlandreScarlet_11Rare_Description,Text,,"자신의 스킬은 [금지된 욕망] 및 [금지된 광기]의 추가 효과를 발동할 수 있습니다. 피해를 입을 시, 피해량이 &a(최대 체력의 50%)보다 크면 &a 피해만 입습니다.","All skills can trigger the additional effects of <color=#B22222>Revenge</color> and <color=#9400D3>Frenzy</color>. 
When taking damage, if the damage exceeds &a (33% of max HP), reduce it to &a.",自身のスキルは[禁じられた欲望]と[禁じられた狂気]の追加効果を発動できる。ダメージを受けた時、ダメージが&a(最大体力の50%)を超えると、&aに減少させる。,"所有技能都能触发<color=#B22222>复仇</color>和<color=#9400D3>狂乱</color>的额外效果。
受到伤害时，如果伤害超过&a(自身最大体力值的33%)，降低至&a。",
Buff/B_FlandreScarlet_11Rare_Name,Text,,금지된 고독,Forbidden Loneliness,禁じられた孤独,禁忌孤独,
Buff/B_FlandreScarlet_12Rare_Description,Text,,스킬에 의한 능력치 강화를 얻을 수 없게 되었습니다.,Cannot gain stat bonuses from skills anymore.,スキルによるステータス強化を得られなくなった。,无法再从技能中获得属性加成。,
Buff/B_FlandreScarlet_12Rare_Name,Text,,만족,Satiety,満足,饱足,
Buff/B_FlandreScarlet_2_Description,Text,,"&a한테 피해를 입을 때마다, &a에게 1 초과 치유를 시전합니다.",&a grants 1 stack of Overheal each time they deal damage to them.,&aからダメージを受けるたびに、&aを1オーバーヒールする。,&a每次对其造成伤害时，超额治疗&a3点体力。,
Buff/B_FlandreScarlet_2_Name,Text,,크랜베리 트랩,Cranberry Trap,クランベリートラップ,红莓陷阱,
Buff/B_FlandreScarlet_6_Description,Text,,"턴 종료 시, 또는 체력이 0 이하일 때, 즉시 체력을 &a(최대 체력의 50%) 회복합니다. 발동 후 이 효과는 제거됩니다.","At turn end or when HP drops to 0 or below, immediately heal &a (50% of max HP). Removed after activation.",ターン終了時、または体力が0以下の時、即座に体力を&a(最大体力の50%)回復する。効果発動後除去される。,回合结束时，或者体力不高于0时，立即恢复&a(50%最大体力值)体力。那之后解除该增益。,
Buff/B_FlandreScarlet_6_Name,Text,,금지된 시각,Forbidden Hour,禁じられた時刻,禁忌时刻,
Buff/B_FlandreScarlet_7_0_Name,Text,,금지된 장난,Forbidden Game,禁じられた遊び,禁忌游戏,
Buff/B_FlandreScarlet_7_Description,Text,,자신의 스킬은 [금지된 욕망]의 추가 효과를 발동시킬 수 있습니다.,All skills can trigger the additional effects of [Forbidden Desire].,自身のスキルは[禁じられた欲望]の追加効果を発動できる。,所有技能都能触发[禁忌欲望]的额外效果。,
Buff/B_FlandreScarlet_7_Name,Text,,금지된 시간,Forbidden Moment,禁じられた時間,禁忌时机,
Buff/B_FlandreScarlet_8_0_Name,Text,,손에 있는 스킬 사용 불가,Cannot Use Skills in Hand,手札のスキル使用不可,无法使用手中技能,
Buff/B_FlandreScarlet_8_Name,Text,,카고메카고메,Caged Bird,カゴメカゴメ,笼中鸟,
Buff/B_FlandreScarlet_LucyD_Description,Text,,"피해를 입으면 입은 피해의 25% 만큼 체력을 회복하고, 스킬을 1장 뽑습니다. (최대 4회)","When taking damage, heal 25% of damage taken and draw 1 skill per damage instance (max 4 triggers).",ダメージを受けると受けたダメージの25%で体力を回復し、ダメージを受ける度にスキルを1枚引く(最大4回発動)。,受到伤害时恢复25%伤害量的体力，每次受到伤害抽取1个技能（最多触发4次）。,
Buff/B_FlandreScarlet_LucyD_Name,Text,,포비든 후르츠,Forbidden Fruit,フォービドゥンフルーツ,禁忌果实,
Buff/B_FlandreScarlet_P_K_Description,Text,,플랑드르가 자신 또는 아군으로부터 일정 횟수 피해를 입으면 일부 스킬이 추가 효과를 얻습니다.,"When Flandre takes cumulative damage from herself or allies a set number of times, some skills gain additional effects. 
Current triggers: &a",フランドールが自身または味方から一定回数ダメージを受けると、一部のスキルは追加効果を得る。,"芙兰朵露受到来自自己或队友的伤害累计一定次数后，部分技能会获得额外效果。
当前触发次数为：&a",
Buff/B_FlandreScarlet_P_K_Name,Text,,금지된 광기,Forbidden Frenzy,禁じられた狂気,禁忌狂乱,
Buff/B_FlandreScarlet_P_Name,Text,,U.N. 오웬은 그녀인가?,U.N. Owen wa Kanojo nano ka?,U.N.オーエンは彼女なのか?,U.N.OWEN就是她吗？,
Buff/B_FlandreScarlet_P_V_Description,Text,,플랑드르의 체력이 최대 체력의 절반 이하일 때 일부 스킬이 추가 효과를 얻습니다.,"When Flandre's HP is at or below 50% of max HP, some skills gain additional effects.",フランドールの体力が最大体力の半分以下の場合、一部のスキルは追加効果を得る。,芙兰朵露在体力值低于最大体力值的一半时，部分技能会获得额外效果。,
Buff/B_FlandreScarlet_P_V_Name,Text,,금지된 욕망,Forbidden Desire,禁じられた欲望,禁忌欲望,
Character/FlandreScarlet_CampSelectWord,Text,,"나도 인간이란 걸 보고 싶어져서, 밖으로 나오기로 했어~","I wanted to see what humans looked like too, so I tried going outside~",私も人間と言うものが見たくなって、外に出ようとしたの,我也想到外面的世界去，看看所谓的人长得什么样子~,
Character/FlandreScarlet_PassiveDes,Text,,"플랑드르는 모든 것을 파괴하는 능력을 가집니다.
레벨이 1 오를 때마다, 크리티컬 피해량이 10% 증가합니다.

금지된 욕망: 플랑드르의 체력이 최대 체력의 절반 이하일 때, 일부 스킬이 추가 효과를 얻습니다.
금지된 광기: 플랑드르가 자신 또는 아군으로부터 일정 횟수 피해를 입으면, 일부 스킬이 추가 효과를 얻습니다.","<b>Ability to Destroy Anything</b> - Gains 10% Critical Damage per level. 

<color=#B22222>Revenge</color> - Skills gain additional effects when HP ≤50%. 

<color=#9400D3>Frenzy</color> - Skills gain effects after taking cumulative damage from allies/self.","フランドールはありとあらゆるものを破壊する程度の能力を持つ。
レベルが1上昇する度に、クリティカルダメージが10%増加する。 
禁じられた欲望 - フランドールの体力が最大体力の半分以下の場合、一部のスキルは追加効果を得る。 
禁じられた狂気 – フランドールが自身または味方から一定回数ダメージを受けると、一部のスキルは追加効果を得る。","<b>将一切悉数破坏程度的能力</b> - 每1级额外增加自己10%暴击伤害。

<b><color=#B22222>复仇</color></b> - 在体力值低于最大体力值的一半时，部分技能会获得额外效果。

<b><color=#9400D3>狂乱</color></b> - 受到来自自己或队友的伤害累计一定次数后，部分技能会获得额外效果。",
Character/FlandreScarlet_PassiveName,Text,,U.N. 오웬은 그녀인가?,U.N. Owen wa Kanojo nano ka?,U.N.オーエンは彼女なのか?,U.N.OWEN就是她吗？,
