Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_SF_Destroyer_11_Description,Text,,,"[Burn] damage +100%. All attack skills apply 1 [Burn] stack on hit.
(Counts as Destroyer's passive effect)",,"【灼烧】的伤害增加100%，所有攻击技能均可在命中敌人时给与目标1层【灼烧】。
(视为破坏者被动能力的效果)","所有攻擊技能均可在命中敵人時給與目標1層【灼燒】。
(視爲破壞者被動能力的效果)"
Buff/B_SF_Destroyer_11_Name,Text,,,Scarlet Charge,,赤焰填充,赤焰填充
Buff/B_SF_Destroyer_12_Description,Text,,,"Cannot switch modes. Exits if [Gaia Termination] isn't held.
All owned skills become Single-Use.
Draw 1 own skill when only holding [Gaia Termination].
Single-target: Also hit all remaining enemies for 50% damage.",,"无法切换攻击模式，手中没有【盖娅终结】时退出此模式。
手中所有自己的技能获得一次性。
手中没有【盖娅终结】以外的自己的技能时抽取1个自己的技能。
单体攻击同时攻击所有剩余敌人，造成50%的伤害；群体攻击必定暴击。","無法切換攻擊模式，手中沒有【蓋婭終結】時退出此模式。
手中所有自己的技能獲得一次性。
手中沒有【蓋婭終結】以外的自己的技能時抽取1個自己的技能。
單體攻擊同時攻擊所有剩餘敵人，造成50%的傷害；羣體攻擊必定暴擊。"
Buff/B_SF_Destroyer_12_Name,Text,,,AoE: Guaranteed Critical.,,盖娅模式,素體升級：蓋婭
Buff/B_SF_Destroyer_1_Description,Text,,,,,,
Buff/B_SF_Destroyer_1_Name,Text,,,Gaia Protocol,,爆震,爆震
Buff/B_SF_Destroyer_4_S_Description,Text,,,,,,
Buff/B_SF_Destroyer_4_S_Name,Text,,,Concussive Blast,,吸附式榴弹,吸附式榴彈
Buff/B_SF_Destroyer_4_T_Description,Text,,,"When removed/resisted/reapplied: Deal &a damage.
Removed on attack/turn end.
If removed by attack: Reduce damage by &b.",,"攻击或回合结束时解除。
解除/被抵抗/被施加同名减益时，造成&a点伤害。
因攻击而导致解除时，本次攻击伤害降低&b点。","攻擊或回合結束時解除。
解除/被抵抗/被施加同名減益時，造成&a點傷害。
因攻擊而導致解除時，本次攻擊傷害降低&b點。"
Buff/B_SF_Destroyer_4_T_Name,Text,,,Concussive Blast,,吸附式榴弹,吸附式榴彈
Buff/B_SF_Destroyer_6_Description,Text,,,Non-<color=purple>Pain</color> damage taken +&a.,,受到的非痛苦伤害增加&a点。,受到的非痛苦傷害增加&a點。
Buff/B_SF_Destroyer_6_Name,Text,,,Sequential Breaker,,锁序烈击,鎖序烈擊
Buff/B_SF_Destroyer_7_Description,Text,,,When acting: Spread 50% of <color=purple>Pain</color> debuff stacks (min 1) to adjacent allies without them. Duration matches source.,,行动时，对于自身的任意痛苦减益，若两侧友军无相同减益或其持有层数低于自身，则对其施加自身持有层数一半的此痛苦减益。(施加的层数至少为1，至多使两侧友军的持有层数等于自身，施加的减益的持续时间基于自身的此减益剩余持续时间),行動時，對於自身的任意痛苦減益，若兩側友軍無相同減益或其持有層數低於自身，則對其施加自身持有層數一半的此痛苦減益。(施加的層數至少爲1，至多使兩側友軍的持有層數等於自身，施加的減益的持續時間基於自身的此減益剩餘持續時間)
Buff/B_SF_Destroyer_7_Name,Text,,,Burn Linkage,,灼烧链接,灼燒鏈接
Buff/B_SF_Destroyer_8_Description,Text,,,Non-Swiftness skills don't accumulate Overload.,,使用非迅速技能不会累计过载。,使用非迅速技能不會累計過載。
Buff/B_SF_Destroyer_8_Name,Text,,,Frenzied Assault,,狂热突袭,狂熱突襲
