Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_Abrasion_Description,Text,,,,,,
Buff/B_Abrasion_Name, Text,,마모,Abrasion,関節摩耗,关节磨损,關節磨損
Buff/B_C4_Description, Text,,해제 시 자신에게 &a 데미지를 입히고 아군에게 &b 데미지를 입힙니다.,"When removed, deals &a damage to self and &b damage to allies.",解除時、自身に&a点Damageを与え、友軍に&b点Damageを与える。,解除时，对自身造成 &a 点伤害，对友军造成 &b 点伤害。,解除時，對自身造成 &a 點傷害，對友軍造成 &b 點傷害。
Buff/B_C4_Name, Text,,C4,C4,C4,塑胶炸弹,塑膠炸彈
Buff/B_C5atk_Description,Text,,,,,,
Buff/B_C5atk_Name, Text,,,Thunderbolt Weakness,,召雷弹虚弱,
Buff/B_Concentration_Description, Text,,"대기시 자신의 과부하를 비우기 합니다.
해제시 체력과 회복게이지를 기록시로 되돌립니다.
치명적인 피해를 입을 경우 바로 해제합니다.
<b>현재 기록한 체력：&hpr</b>
<b>현재 기록한 회복게이지：&hpg</b>","While waiting, clears self's Overload.
When removed, restores HP and Healing Gauge to recorded values.
Immediately removed upon receiving fatal damage.
<b>Current recorded HP: &hpr</b>
<b>Current recorded Healing Gauge: &hpg</b>","待機中に、自身のオーバロードをクリアします。
解除すると、体力値と回復ゲージをすぐに記録時に戻します。
致命的なダメージを受けた場合は、すぐに解除します。
<b>現在記録されている体力値：&hpr</b>
<b>現在記録されている回復ゲージ：&hpg</b>","等待时，清空自身的过载。
解除时，将体力值和体力极限立即回滚至记录时。
受到致命伤害时，立即解除。
<b>当前记录的体力值：&hpr</b>
<b>当前记录的体力极限：&hpg</b>","等待時，清空自身的過載。
解除時，將體力值和體力極限立即回滾至記錄時。
受到致命傷害時，立即解除。
<b>當前記錄的體力值：&hpr</b>
<b>當前記錄的體力極限：&hpg</b>"
Buff/B_Concentration_Name, Text,,위상력 개방,Concentration,,聚精会神,聚精會神
Buff/B_DefendSignal_Description, Text,,,"When dodging, if there are no defensive allies, creates a barrier equal to the enemy's Attack.",,自身闪避时，若己方没有防御类角色，则增加等同于敌方单位攻击力的防护墙。,自身閃避時，若己方沒有防禦類角色，則增加等同於敵方單位攻擊力的防護墻。
Buff/B_DefendSignal_Name, Text,,방어 신호,Defense Signal,防禦信号,防守信号,防守信號
Buff/B_ElectChain_Description, Text,,자신이 &b 입을 때마다 번개 체인을 가지고 있는 모든 단위는 &a 고통 피해를 입습니다.,"Whenever self takes &b damage, all units with ""Lightning Chain"" take &a pain damage.",自身が&bを受けるたびに、所有するすべての単位が&a点苦痛ダメージを受ける。,每当自身受到&b时，所有拥有闪电链的单位受到&a点痛苦伤害。,每當自身受到&b時，所有擁有閃電鏈的單位受到&a點痛苦傷害。
Buff/B_ElectChain_Name, Text,,번개 체인,Lightning Chain,でんりゅう,闪电链,閃電鏈
Buff/B_FirstAidSignal_Description, Text,,티나씨가 파티에 없고 루시씨가 파티의 오른쪽 아래에 있으면 이 버프는 유효하지 않습니다.,"If Tina is not in the party and Lucy is in the bottom-right corner, this buff is invalid.",Tinaがチームにいなく、Lucyがチームの右下隅にいる場合、このbuffは無効です。,若缇娜不在队伍中且露西位于队伍右下角，则此buff无效。,若緹娜不在隊伍中且露西位於隊伍右下角，則此Buff無效。
Buff/B_FirstAidSignal_Name, Text,,생명 회복,First Aid Signal,再生能力,生命恢复,生命恢復
Buff/B_Fridge_Description, Text,,행동할 수 없습니다.,Unable to act.,行動できない。,无法行动。,無法行動。
Buff/B_Fridge_Name, Text,,혼자 있고 싶다,Leave Me Alone,タイムアローン Time Iron,我想静静,我想靜靜
Buff/B_IraishinBeacon_Description, Text,,"이슬비에 도발과 관계없이 대상으로 지정 할 수 있습니다.
해당 단위를 대상으로 시전한 [S]스킬은 반드시 적중됩니다.","Can be targeted by Sylvi regardless of taunt.
Skills targeting this unit will always hit.",,"可被李瑟钰无视嘲讽指定为目标。
指向该单位释放的空间技能必定命中。","可被李瑟鈺無視嘲諷指定為目標。
指向該單位釋放的空間技能必定命中。"
Buff/B_IraishinBeacon_Name, Text,,비콘,Beacon,飛雷神術式,信标,信標
Buff/B_IraishinCover_Description,Text,,,,,,
Buff/B_IraishinCover_Name, Text,,시공간 엄호,Spacetime Cover,時空間援護,时空间掩护,時空間掩護
Buff/B_IraishinMode_Description, Text,,성공적으로 회피한 경우 1중첩이 증가합니다.,Successfully dodging increases the stack by 1.,回避に成功した場合は、レイヤーを追加します。,成功闪避时，增加一层层数。,成功閃避時，增加1層層數。
Buff/B_IraishinMode_Name, Text,,윔홀,Wormhole,飛雷神準備,虫洞,蟲洞
Buff/B_IseubiGTaunt_Description,Text,,,Must be defeated first.,,无法指定其他角色。,
Buff/B_IseubiGTaunt_Name,Text,,,Taunt,,嘲讽,
Buff/B_IseubiTaunt_Description, Text,,다른 캐릭터를 타겟으로 지정할 수 없게 됩니다.,Must be defeated first.,他キャラクターをターゲットに指定できない。,无法指定其他角色。,無法指定其他角色。
Buff/B_IseubiTaunt_Name, Text,,도발,Taunt,挑発,嘲讽,嘲諷
Buff/B_Iseubi_grab_Description, Text,,행동할 수 없습니다.,Cannot take action.,行動できない。,无法行动。,無法行動
Buff/B_Iseubi_grab_Name, Text,,포획,Grab,捕まえた,抓取,抓取
Buff/B_Iseubi_taunt_Description, Text,,"&target 이외의 대상은 절대 공격 할 수 없습니다.
대상을 공격하면 해제됩니다.","Cannot attack targets other than &target.
Removed when attacking the target.","&target以外の対象に攻撃できない。
 対象を攻撃すると解除される。","无法攻击除&target以外的目标。
攻击目标时解除。","無法攻擊除&target以外的目標。
攻擊目標時解除。"
Buff/B_Iseubi_taunt_Name, Text,,요격,Intercept,ブロック,拦截,攔截
Buff/B_L_iseubi0_2_Description, Text,,,Reduces Attack by 30% and Defense by 12.,,降低30%攻击力与12点防御力,
Buff/B_L_iseubi0_2_Name, Text,,,Heavy Pressure,,重压,
Buff/B_LethalStrikeEX_Description, Text,,한 턴에 한번，자신에게 임의의 디버프가 인가될 경우 4중첩을 소모하고 인가될 디버프1중첩이 제거됩니다.,"Once per turn, when a debuff is applied to self, consumes 4 stacks and removes 1 stack of the debuff to be applied.",,每回合限一次，当自身被施加任意减益时，消耗四层并清除一层将被施加的减益。,每回合限一次，當自身被施加任意減益時，消耗4層並清除一層被施加的減益。
Buff/B_LethalStrikeEX_Name, Text,,비트: 약점 공략EX,Lethal Strike EX,弱点ヒットEX,致命打击EX,致命打擊EX
Buff/B_LethalStrike_Description,Text,,,,,,
Buff/B_LethalStrike_Name, Text,,비트: 약점 공략,Lethal Strike,弱点ヒット,致命打击,致命打擊
Buff/B_LucyMagicChipForAlly_Description,Text,,,,,,
Buff/B_LucyMagicChipForAlly_Name, Text,,,Fragment Assistance,,碎片协助,
Buff/B_LucyMagicChip_Description, Text,,"현장의 모든 조사단원 적중률+&a%，회피율+&b%，치명타 확률+&c%.
턴 시작시 <b>비트 : 루시</b> 중첩 수가 5이하이면 5중첩을 소모하고 덱 1장을 뽑습니다.","All field investigators gain +&a% Hit Rate, +&b% Dodge Rate, and +&c% Critical Rate.
At the start of the turn, if <b>Lucy's Magic Fragment</b> stacks are 5 or more, consumes 5 stacks and draws 1 card.","すべてのフィールドの調査団員の命中率+&a%、フラッシュ率+&b%、致命的な一撃確率+&c%。
ターン開始時に<b>ルシーのビット</b>の層数が5以上であれば、5層を消費してカードを1枚抽出する。","所有在场的调查员命中率+&a%，闪避率+&b%，暴击概率+&c%。
回合开始时，若<b>露西的魔法碎片</b>层数不少于5，则消耗5层并抽取1张牌。","所有在場的調查員命中率+&a%，閃避率+&b%，暴擊概率+c%。
回合開始時，若<b>露西的魔法碎片</b>層數不少於5，則消耗5層並抽取1張牌。"
Buff/B_LucyMagicChip_Name, Text,,비트 : 루시,Lucy's Magic Fragment,ルシーのビット,露西的魔法碎片,露西的魔法碎片
Buff/B_LucyiseubiProxyBuff_Description,Text,,,,,,
Buff/B_LucyiseubiProxyBuff_Name,Text,,,Sylvi Lee Lucy Proxy Buff,,李瑟钰露西代理buff,
Buff/B_MagicChip_Description, Text,,"일부 스킬에 필요한 자원.
초과된 부분은【비트 : 루시】으로 바뀝니다.","A resource required for certain skills.
Excess is converted into ""Lucy's Magic Fragment"".","一部のスキルに必要なリソース。
超えた部分は「ルシーのビット」になります。","部分技能必需的资源。
超出部分将转化为【露西的魔法碎片】。","部分技能必需的資源。
超出部分將轉化為【露西的魔法碎片】。"
Buff/B_MagicChip_Name, Text,,비트,Magic Fragment,ビット,魔法碎片,魔法碎片
Buff/B_MyiseubiProxyBuff_Description,Text,,,,,,
Buff/B_MyiseubiProxyBuff_Name, Text,,,Sylvi Lee Lucy Proxy Buff,,李瑟钰自身代理buff,
Buff/B_Overheat_Description, Text,,15층까지 쌓으면 【과열】을 획득할 때마다 자신에게 &b(10% HP)의 고통데미지를 입힙니다.,"After stack reaches 15, each stack of ""Overheat"" deals &b (10% of HP) pain damage to self.",15層まで積み重ねた後、【熱い】を得るごとに&b（10%HP）の苦痛Damageを与えます。,堆叠至15层后，每获得一层【过热】将会对自身造成&b(10%HP)的痛苦伤害。,堆疊至15層後，每獲得一層【過熱】將會對自身造成 &b (10%HP)的痛苦傷害。
Buff/B_Overheat_Name, Text,,과열,Overheat,熱い,过热,過熱
Buff/B_PursueAndAttack_Description, Text,,"덱을 바꿀 때 덱 한 장을 뽑고 마나 1를 복구합니다.
현장에 있는 체력이 15% 미만인 적에 대하여 자신 상대의 동일한 명칭의 스킬은 무효화됩니다.","When swapping cards, draw 1 card and restore 1 Mana.
Skills targeting self from enemies with less than 15% HP are nullified.","交換時に、カードを1枚抽出してAP+1にする。
フィールド上の体力値が15%未満の敵に対して、自身を指すスキルは無効化されます。","换牌时，抽取一张牌并恢复1点法力值。
对于场上体力值不足15%的敌人，其指向自身的技能将被无效化。","換牌時，抽取一張牌並恢復1點法力值。
對於場上體力值不足15%的敵人，其指向自身的技能將被無效化。"
Buff/B_PursueAndAttack_Name, Text,,치명적인 위상력,Pursue and Attack,,乘胜追击,乘勝追擊
Buff/B_ShinratenseExhausted_Description, Text,,,Cannot use Shinra Tensei again this turn.,,本回合不可再使用神罗天征,
Buff/B_ShinratenseExhausted_Name, Text,,,Shinra Tensei Exhaustion,,神罗天征疲惫,
Buff/B_SpaceDodge_Description,Text,,,,,,
Buff/B_SpaceDodge_Name, Text,,긴급 회피,Emergency Dodge,緊急回避,紧急闪避,緊急閃避
Buff/B_StormEyes_Description, Text,,"다음 이슬비의 [E]스킬에 적중 전，이 스킬은 반드시 적중되며 치명타 피해는 30% 증가합니다.
","Before being hit by Sylvi's next Electromagnetic skill, this skill will always hit and gain +30% critical damage.","次にミコトの雷遁技に命中される前に、この技は必ず命中し、致命的な一撃ダメージ+30%を与える。
","下一次被李瑟钰的电磁技能命中前，该技能必定命中且暴击伤害+30%。
","下一次被李瑟鈺的電磁技能命中前，該技能必定命中且暴擊傷害+30%。
"
Buff/B_StormEyes_Name, Text,,폭풍의 눈,Storm's Eye,嵐の目,风暴之眼,風暴之眼
Buff/B_TinaC2def_Description,Text,,,,,,
Buff/B_TinaC2def_Name, Text,,방어력 감소!,Defense Reduction,防御力ダウン！,防御力减少,防御力減少
Buff/B_TinaC7atk_Description,Text,,,,,,
Buff/B_TinaC7atk_Name, Text,,공격력 감소,Attack Reduction,攻撃力減少,攻击力减少,攻擊力減少
Buff/B_iseubi14_Description,Text,,,,,,
Buff/B_iseubi14_Name, Text,,중압,Heavy Pressure,高圧,重压,重壓
Buff/B_iseubi4_Description, Text,,,Removed and refreshes fixed abilities when stack reaches 4.,,叠加至4层时解除并刷新固定能力。,
Buff/B_iseubi4_Name, Text,,,Wormhole Shuttle Counter,,虫洞穿梭计数器,
Buff/B_iseubiProxyBuff_Description,Text,,,,,,
Buff/B_iseubiProxyBuff_Name, Text,,,Sylvi Lee Lucy Proxy Buff,,李瑟钰代理buff,
Buff/B_tina2_0_Description,Text,,,,,,
Buff/B_tina2_0_Name,Text,,,B_tina2_0,,B_tina2_0,
Character/Iseubi_CampSelectWord, Text,,정말 제가 전선에 나가도 되는 건가요?,"The dew falls as the flowers remain, yet dawn fades; the flowers wither as the dew vanishes, yet dusk waits not.",本当に私なんかを前線に出していいんですか？,露坠花存而破晓将逝；花谢露消而黄昏不待；,露坠花存而破曉將逝，花谢露消而黃昏不待；。
Character/Iseubi_PassiveDes, Text,,"[클로저스]: 패시브는 1 레벨에서 잠금을 해제, 실효하지 않으며, 일부 기본기 의 스킬이 고정 능력 에 있을 때 제외 와 일회성 를 취소합니다.스킬북, 승급 시 1개 옵션을 추가합니다.
다른 캐릭터의 스킬 사용 시 비트+1.
<b>비트 생성 스킬</b> 또는 <b> 비트 소모 스킬</b>을 낼 때  치명타는 5% 증가하며 치명타 피해는 8% 증가합니다(연속 3턴간，최대 5중첩).
이슬비는 가지고 있는 희귀 스킬에 따라 파별을 전환하며 조사가 수행됨에 따라 점차 성장합니다.
현재 파별：<b>&sect</b>
현재 <b>&exp</b>회 전투를 완료.","[CLOSERS]: Passive unlocks at level 1 and cannot be disabled. Innate Class skills can be used every turn ignoring ""Exclude"" and ""Once"". Using skill books or leveling up adds 1 more option.
When other characters use skills, gain +1 ""Magic Fragment"".
Using <b>Magic Fragment Generation Skills</b> or <b>Magic Fragment Consumption Skills</b> grants +5% Critical Rate and +8% Critical Damage (lasts 3 turns, max 5 stacks).
Sylvi switches styles based on rare skills owned and grows as investigations progress.
Current style: <b>&sect</b>
Completed <b>&exp</b> battles.","[クロザス Closers]: パッシブはlv 1でロック解除され、無効になることはなく。一部基本のスキルが固定能力のときに除外と単発をキャンセルします。スキルブックの使用、アップグレード時のオプションを1つ追加します。
他のキャラクターのスキルが手に入ると、ビット+1。
<b>魔ビット生成スキル</b>または<b>ビット消費スキル</b>を使用すると、致命的な一撃率が5%上昇し、致命的な一撃ダメージが8%増加するゲインを獲得する（3ターン継続、最大5層重ね）
ミコトは持っている珍しい技によって流派を切り替え、調査が進むにつれて成長していく。
現在の流派:<b>&sect</b>
現在、<b>&exp</b>フィールドの戦闘が完了しています。","【封印者】：被动在1级解锁、不会失效。部分基本功的技能处于固定能力时每回合皆可使用。使用技能书、升级时增加1个选项。
其他角色的技能出手时，碎片+1。
使用<b>魔法碎片生成技能</b>或<b>魔法碎片消耗技能</b>时，获得暴击率提升5%，暴击伤害增加8%的增益（持续3回合，最多叠加5层）
李瑟钰会根据拥有的稀有技能切换流派，并且会随着调查的进行而逐渐成长。
当前流派为：<b>&sect</b>
当前已完成<b>&exp</b>场战斗。","【封印者】：被動在1級解鎖、不會失效。部分基本功的技能處於固定能力時無視放逐和一次性。使用技能書、升級時增加1個選項。
其他角色的技能出手時，碎片+1。
使用<b>魔法碎片生成技能</b>或<b>魔法碎片消耗技能</b>時，獲得暴擊率提升5%，暴擊傷害增加8%的增益(持續3回合，最多疊加5層)
李瑟鈺會根據擁有的稀有技能切換流派，並且會隨著調查的進行而逐漸成長。
當前流派為：<b>&sect</b>
當前已完成<b>&exp</b>場戰鬥。"
