Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_Miao_z_Description,Text,,,Dismas is looking for a weak spot.,,迪马斯正在寻找薄弱处,
Buff/B_Miao_z_Name,Text,,,Calibration,,校准,
Buff/Chu_xie_Description,Text,,,,,,
Buff/Chu_xie_Name,Text,,,Bleed,,流血,
Buff/Fan_ji_Description,Text,,,"Counterattack when attacked.

Removed after counterattack.",,"被攻击使用反击

反击攻击后解除",
Buff/Fan_ji_Name,Text,,,Riposte,,反击,
Buff/Laobing_baohu_Description,Text,,,Attacks will be redirected to Barristan.,,攻击将转移给巴利斯坦,
Buff/Laobing_baohu_Name,Text,,,Defender,,守护,
Buff/Qiangli_fushi_Name,Text,,,Corrosion,,腐蚀,
Buff/Qie_k_d_Description,Text,,,,,,
Buff/Qie_k_d_Name,Text,,,Cleave,,切开,
Buff/S_Miao_z_Description,Text,,,"Dismas will dodge the next attack.

Removed after dodging.",,"迪马斯将闪避下次攻击
闪避后移除",
Buff/S_Miao_z_Name,Text,,,Dodge,,闪避,
Buff/Shi_z_d_Description,Text,,,Can ignore taunt and target this unit.,,可以无视嘲讽指向该目标,
Buff/Shi_z_d_Name,Text,,,Mark,,标记,
Buff/Shi_z_qiangji_Description,Text,,,Removed after being hit.,,被命中后解除,
Buff/Shi_z_qiangji_Name,Text,,,Vulnerable,,易伤,
Buff/Shi_z_self_Description,Text,,,Removed after being hit.,,被命中后解除,
Buff/Shi_z_self_Name,Text,,,Armor,,护甲,
Buff/Xian_d_debuff_Description,Text,,,,,,
Buff/Xian_d_debuff_Name,Text,,,Stun,,晕眩,
Buff/Yunxuan_Description,Text,,,Greatly delays the target's action.,,使其行动极大幅度延后,
Buff/Yunxuan_Name,Text,,,Stun,,晕眩,
Buff/Zhui_z_huishou_Description,Text,,"(치유력 기반)
처치되면 '휘감기' 스킬을 생성합니다.
지속시간이 끝나면 '휘감기'를 덱에 넣습니다.","(Healing Power-based)
Generates the Entwine skill upon defeating an enemy.
Adds Entwine to the deck when the duration ends.",,,
Buff/Zhui_z_huishou_Name,Text,,무장 해제,Disarm,,,
Buff/Zui_z_buff_Description,Text,,,,,,
Buff/Zui_z_buff_Name,Text,,,Flaw,,破绽,
Buff/baohu_tili_Name,Text,,,Protection HP Limit,,保护体力极限,
Buff/baoji_Description,Text,,,Removed after skill hits.,,技能命中后移除,
Buff/baoji_Name,Text,,,Critical,,暴击,
Buff/chaofeng_Description,Text,,,"Forces all enemies to prioritize attacking you.

Removed after being attacked.",,"使所有敌人优先攻击你
被攻击后解除",
Buff/chaofeng_Name,Text,,,Taunt,,嘲讽,
Buff/fu_shi_Name,Text,,,Corrosion,,腐蚀,
Buff/jianshou_Description,Text,,,Grants 1 stack of Armor at the start of each turn.,,每回合开始给予一层护甲,
Buff/jianshou_Name,Text,,,Stand Fast,,坚守,
Buff/jinu_Description,Text,,,"I don't know why you're seeing this buff, but if you see it, you know which code I copied.",,不知道你为啥看见这个buff，但是你看见了就代表你知道我抄的哪个代码了。,
Buff/jinu_Name,Text,,,Enrage,,激怒,
Buff/laobing_fanji_baofu_Description,Text,,,"Counterattack when attacked.

Removed after counterattack hits.",,"被攻击时使用反击

反击命中后移除",
Buff/laobing_fanji_baofu_Name,Text,,,Riposte,,反击,
Buff/leper_fuchou_baoji_Description,Text,,,Grants 1 stack of Strength at the start of the turn.,,回合开始给予一层“力量”,
Buff/leper_fuchou_baoji_Name,Text,,,Revenge,,复仇,
Buff/leper_huimie_buff_Description,Text,,,Increases Attack Power by 20% when taking damage.,,受到伤害时攻击力提升20%,
Buff/leper_huimie_buff_Name,Text,,,Destruction,,毁灭,
Buff/leper_huimie_chuxie_Description,Text,,,,,,
Buff/leper_huimie_chuxie_Name,Text,,,Bleed,,出血,
Buff/leper_huimie_gongji_Description,Text,,,,,,
Buff/leper_huimie_gongji_Name,Text,,,Destruction,,毁灭,
Buff/liliang_Description,Text,,,Removed after skill hits.,,技能命中后移除,
Buff/liliang_Name,Text,,,Strength,,力量,
Buff/token_dianran_Name,Text,,,Ignite,,点燃,
Buff/token_huifu_Name,Text,,,Recovery,,恢复,
Buff/token_jiasu_Description,Text,,,Removed after being attacked.,,被攻击后移除,
Buff/token_jiasu_Name,Text,,,Haste,,加速,
Buff/token_xuruo_Description,Text,,,Removed after attacking.,,攻击后移除,
Buff/token_xuruo_Name,Text,,,Weakness,,虚弱,
Buff/wenyi_fanghu_Description,Text,,,,,,
Buff/wenyi_fanghu_Name,Text,,,Ounce of Prevention,,防护气体,
Buff/zhimang1_Description,Text,,,,,,
Buff/zhimang1_Name,Text,,,Blind,,致盲,
Buff/zhimang_Name,Text,,,Blind,,致盲,
Character/dms_PassiveDes,Text,,,"At the start of the turn, apply ""Flaw"" to a random enemy.

Dismas often tells jokes that are hard to accept.
I hope you won't laugh out loud.",,"回合开始对随机敌方添加“破绽”

迪马斯经常会讲些不能被接受的笑话
真希望你不会笑出声来",
Character/dms_PassiveName,Text,,,Morbid Jokes,,病态笑话,
Character/dms_SelectInfo,Text,,,"A vigilant bodyguard, sworn to protect the old paths he once walked.

Dismas is a versatile specialist, excelling at dealing massive damage to the enemy backline and frequently applying debilitating debuffs. Dismas can deal devastating blows to units with debuffs and finish off those with low HP.",,"一个警惕的保镖，发誓要守护他曾经到过的老路

迪马斯是个多面手擅长对敌方后排造成大量伤害也能频繁给敌方施加弱化减益，迪马斯能对持有弱化减益的单位造成重创并终结和生命值较低的单位
",
Character/dms_Text_Battle_AllyND_0,Text,,,Do not fear the executioner or death!,,不要畏惧刽子手和死神！,
Character/dms_Text_Battle_AllyND_1,Text,,,You've endured worse. Hold on!,,更糟的你也承受过。挺住！,
Character/dms_Text_Battle_Cri_0,Text,,,Damn—I missed your eye!,,该死——我没打中你的眼睛！,
Character/dms_Text_Battle_Cri_1,Text,,,"You didn't see that coming, did you!",,你可没预料到吧，怎么样！,
Character/dms_Text_Battle_Healed_0,Text,,,"A little blood loss is nothing, right?",,流了点血又怎么了，对吧。,
