Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_SuzakuinTsubaki_1_Description,Text,,"
  Buff 를 누르면 가장 낮은 기술 중 하나를 폐기하고, 손에 단 하나의 기술만 있으면
  효과가 없습니다
  ","When activated, discard the bottommost skill. If only one skill is in hand, this effect does not trigger.",buffを押すと、一番下のスキルを破棄し、手にスキルが1つしかないと効果がありません,"按下buff,弃置最下方的一个技能,若手中只有一个技能则不会生效","按下buff,弃置最下方的一个技能,若手中只有一个技能则不会生效"
Buff/B_SuzakuinTsubaki_1_Name,Text,,"
  목욕불
  ",Blazing Flame,"
  火を浴びる
  ",浴火,浴火
Buff/B_SuzakuinTsubaki_2_Description,Text,,"
  3 층에 도달하면 모든 층을 제거하여 적의 공격력 120% 의 고통스러운 피해를
  입힙니다
  ","At 3 stacks, consume all stacks to deal Pain damage equal to 120% of the enemy's Attack.","
  三階に達した場合、すべての階数をクリアし、敵の攻撃力120%の苦痛ダメージを与える
  ",达到三层时，清除所有层数，造成敌人攻击力120%的痛苦伤害,达到三层时，清除所有层数，造成敌人攻击力120%的痛苦伤害
Buff/B_SuzakuinTsubaki_2_Name,Text,,"
  욕화의 상처
  ",Blazing Scars,"
  浴火の傷
  ","浴火之伤
","浴火之伤
"
Buff/B_SuzakuinTsubaki_3_Description,Text,,"
  다음에 석방되는 기술은 두 번 석방되는 것으로 바뀌었고, 자신에게 최대 생명값의 20% 를 초래하는 고통스러운 피해를 입혔다.
  ",Recast the next skill played from hand and take <color=purple>Pain damage</color> equal to 20% of Max Health.,"
  次のリリースのスキルは2回リリースに変更され、自身に最大20%の生命値の苦痛を与えます。
  ",下一次释放的技能改为释放两次，并对自身造成20%最大生命值的痛苦伤害。,下一次释放的技能改为释放两次，并对自身造成20%最大生命值的痛苦伤害。
Buff/B_SuzakuinTsubaki_3_Name,Text,,"
  두 칼의 기세.
  ",Dual Blade Stance,"
  二刀勢
  ",二刀势,二刀势
Buff/B_SuzakuinTsubaki_4_Description,Text,,"
  2 층을 누적한 후, 모든 층을 지우고, 1 시
  법력을 회복한다.
  ","After accumulating 2 stacks, consume all stacks to recover 1 Mana.","
  二階を累計した後、すべての階数をクリアし、法力値を1点戻す
  ",累计二层后，清除所有层数，回复1点法力值,累计二层后，清除所有层数，回复1点法力值
Buff/B_SuzakuinTsubaki_4_Name,Text,,"
  명의가 없는 상처
  ",Nameless Scar,"
  無銘の傷
  ",无铭之伤,无铭之伤
Buff/B_SuzakuinTsubaki_5_Description,Text,,"
  받은 고통피해를 0 시로 바꾸고, 고통피해를
  입었을 때 카드 1 장을 뽑아서 1 층을 소모한다
  ","Converts received Pain damage to 0. Draw 1 card when receiving Pain damage, consuming 1 stack.","
  受け取った苦痛ダメージを0ポイントにし、苦痛ダメージを受けた時にカードを1枚抜き取り、1階を消費する
  ",将收到的痛苦伤害变为0点，在受到痛苦伤害时抽取1张牌，并消耗一层,将收到的痛苦伤害变为0点，在受到痛苦伤害时抽取1张牌，并消耗一层
Buff/B_SuzakuinTsubaki_5_Name,Text,,"
  사이렌
  ",Spirit Manifestation,"
  妖怪に化ける
  ",化妖,化妖
