Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_Bari_11_R_Description,Text,,,"At the start of the next turn, place all original copies of the remembered skills into your hand and attach Exclude.
Effect is removed after activation.

<color=#919191>This flower is called Edelweiss, Helena. The flower language of Edelweiss is...</color>",,"下个回合开始时将记忆中技能的原始复制全部置入手牌并附带放逐。
生效后解除。

<color=#919191>这花的名字叫做雪绒花，海伦娜。雪绒花的花语是...</color>",
Buff/B_Bari_11_R_Name,Text,,,Precious Memories,,珍贵的回忆,
Buff/B_Bari_1_Description, Text,,배리에게 데미지를 입혔을 때 자신의 최대 생명치 5%의 데미지(최고 25 미만)를 입힙니다.,"When dealing damage to Bari, take 10% of your max HP as damage (max 25).",,对芭莉造成伤害时受到自身最大生命值10%的伤害(最高不超过25)。,
Buff/B_Bari_1_Name, Text,,혐오스럽다,Disgust,,厌恶,
Buff/B_Bari_I_Meryl_Description,Text,,,,,,
Buff/B_Bari_I_Meryl_Name, Text,,메릴,Meryl ,,梅丽尔,
Buff/B_Bari_P_0_Description, Text,,"최대 3개의 추억이 있다.
가장 많은 추억을 가졌을 때, 다시 추억을 얻으면 가장 먼저 얻은 추억을 먼저 잊는다.","Can hold up to 3 memories.
When at max memories, gaining a new memory causes the oldest memory to be forgotten first.
&a
&b
&c",,"最多拥有3个回忆。
当拥有最多回忆时，再次获得回忆则会先遗忘最先获得的回忆。
&a
&b
&c",
Buff/B_Bari_P_0_Name, Text,,바일리의 추억, Bari's Memories,,芭莉的回忆,
Buff/B_Bari_P_1_Description,Text,,,,,,
Buff/B_Bari_P_1_Name,Text,,,Passionate Memories,,热枕回忆,
Buff/B_Bari_P_2_Description,Text,,,,,,
Buff/B_Bari_P_2_Name,Text,,,Warm Memories,,温暖回忆,
Buff/B_Bari_P_3_Description,Text,,,,,,
Buff/B_Bari_P_3_Name,Text,,,Joyful Memories,,愉悦回忆,
Buff/B_Bari_P_4_Description,Text,,,,,,
Buff/B_Bari_P_4_Name, Text,,기억 부재,Memory Loss,,记忆缺失,
Buff/B_Bari_P_5_Description, Text,,"치료를 받은 후 치료량이 10보다 크면 치료량과 같은 금액의 생화 장벽을 얻는다.
발효 후 1 층 층수가 소모됩니다.","If healed for 10 or more, gain a Flower Barrier equal to the healing amount.
Consumes 1 stack after activation.",,"被治疗后若治疗量大于等于10，则获得与治疗量等额的鲜花屏障。
生效后消耗一层层数。",
Buff/B_Bari_P_5_Name, Text,,생화,Flower ,,鲜花,
Buff/B_Bari_P_6_Description, Text,,"다음에 마탄을 사용하면 반드시 과속 마탄이다.
발효 후 1 층 층수가 소모됩니다.","The next Magic Bullet used will be a Hyper Speed Magic Bullet.
Consumes 1 stack after activation.",,"下一次使用魔弹必定是超速魔弹。
生效后消耗一层层数。",
Buff/B_Bari_P_6_Name, Text,,메릴,Meryl,,梅丽尔,
Buff/B_Bari_P_7_Description, Text,,직업(공격/치료/방어)에 따라 +30% 공격력/+30% 치료력/10 최대 생명치를 획득.,"Based on class (Attack/Heal/Defense), gain +30% Attack/+30% Healing/+10 Max HP.",,根据职业（攻击/治疗/防御）获得+30%攻击力/+30%治疗力/10点最大生命值。,
Buff/B_Bari_P_7_Name, Text,,강력한 성능,Greater Strength,,更强的力量,
Buff/B_Bari_P_8_Description,Text,,,,,,
Buff/B_Bari_P_8_Name, Text,,꽃장벽,Flower Barrier,,鲜花屏障,
Character/Bari_PassiveDes, Text,,"수중의 기술을 사용할 때, 기술의 유형(데미지/치료/기타)에 따라 수중의 다른 동료의 기술에 상응하는 공통 경력을 두 번 부여한다.
- 공통 경험 - 전투, 무작위 적에게 데미지를 입힌 후 발리는 뜨거운 베개의 추억을 얻는다.
- 공통 경험 - 치유하고, 자신을 치료하고, 그리고 발리는 따뜻한 추억을 얻는다.
- 공통 경험 - 협조, 자신을 꽃 장벽, 그리고 발리는 즐거운 추억을 얻는다.

고정 능력을 꽃의 힘으로 변경하고, 발리가 세 가지 추억을 가질 때 고정 기술을 기원으로 전환합니다(기원의 효과는 발리가 가진 추억 유형에 따라 달라집니다).
바일리는 추억을 얻었을 때 고정된 스킬을 재설정한다.","When using a skill in hand, grant two corresponding Shared Experiences to other teammates' skills based on the skill type (Damage/Heal/Other).
-Shared Experience - Battle: Deal damage to a random enemy, then Bari gains Passionate Memories.
-Shared Experience - Heal: Heal yourself, then Bari gains Warm Memories.
-Shared Experience - Assist: Gain a Flower Barrier, then Bari gains Joyful Memories.

Changes the fixed ability to Flower Power. When Bari has three memories, the fixed skill is converted to Wish (Wish's effect changes based on Bari's memory types).
Resets the fixed skill when Bari gains a memory.",,"使用手中的技能时，根据技能的类型(伤害/治疗/其它)给手中其它队友的技能赋予两次相应的共同经历。
-共同经历-战斗，对随机敌人造成伤害，然后芭莉获得热枕回忆。
-共同经历-治愈，治疗自己，然后芭莉获得温暖回忆。
-共同经历-协助，使自己获得鲜花屏障，然后芭莉获得愉悦回忆。

将固定能力变更为鲜花之力，当芭莉拥有三个回忆时将固定技能转换为祈愿(祈愿的效果会根据芭莉所拥有的回忆类型而改变)。
芭莉获得回忆时重置固定技能。",
Character/Bari_PassiveName, Text,,꽃가게 소녀,Flower Shop Girl,,鲜花店少女,
