Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_Amiya_10_CivilightEterna_Description,Text,,"한 번 죽음을 면함
<i><color=#919191>안녕히 주무세요, 전하</color></i>","Immune to death once.
<i><color=#919191>Goodnight, Your Highness.</color></i>","一度死亡を免れる
<i><color=#919191>おやすみなさい、殿下</color></i>","免疫一次死亡
<i><color=#919191>晚安，殿下</color></i>","免疫一次死亡
<i><color=#919191>晚安，殿下</color></i>"
Buff/B_Amiya_10_CivilightEterna_Name,Text,,문명의 지속,Civilight Eterna,文明の存続,文明的存续,文明的存續
Buff/B_Amiya_10_violin_Description,Text,,,,,,
Buff/B_Amiya_10_violin_Name,Text,,솔로의 여운,Echoes of a Solo,独奏の余韻,独奏的余音,獨奏的餘音
Buff/B_Amiya_11_sword_Description,Text,,,,,,
Buff/B_Amiya_11_sword_Name,Text,,칼 상처,Sword Wound,刀傷,刀伤,刀傷
Buff/B_Amiya_1_flame_Description,Text,,,,,,
Buff/B_Amiya_1_flame_Name,Text,,푸른 분노의 불꽃,Blue Flames of Rage,蒼き怒火,青色怒焰,青色怒焰
Buff/B_Amiya_2_week_Description,Text,,,,,,
Buff/B_Amiya_2_week_Name,Text,,약함,Weakness,虚弱,虚弱,虛弱
Buff/B_Amiya_3_double_Description,Text,,다음 스킬을 두 번 발동,The next skill is activated twice.,次のスキルは2回発動する。 ,下次技能释放两次,下次技能釋放兩次
Buff/B_Amiya_3_double_Name,Text,,이중 발동,Double Cast,二重詠唱,二重咏唱,二重詠唱
Buff/B_Amiya_4_mood_Description,Text,,"각 층마다 공격력을 6% 줄이고, 5층까지 쌓인 후에 층을 제거하고, 스턴을 발동합니다(스턴 효과는 최대 5회까지만 발동할 수 있습니다).","Each stack reduces attack power by 6%. At 5 stacks, the stacks are cleared, and Stun is triggered (Stun can only be triggered up to 5 times).",ストック毎に攻撃力が6％減少し、ストック5になるとストックが消滅し、スタンが発動する(スタンは5回までのみ発動する)。,每层减少6%攻击力，累计五层清除层数，触发眩晕（眩晕效果只能触发五次）,每層減少6%攻擊力，累計五層清除層數，觸發眩暈（眩暈效果只能觸發五次）
Buff/B_Amiya_4_mood_Name,Text,,감정 흡수,Emotion Absorption,アブソープション,情绪吸收,情緒吸收
Buff/B_Amiya_5_mood_Description,Text,,5층에서 효과 변경,"At 5 stacks, the effect changes.",ストック5になると異なる効果を得る。,累计五层有不同效果,累計五層有不同效果
Buff/B_Amiya_5_mood_Name,Text,,감정 흡수,Emotion Absorption,アブソープション,情绪吸收,情緒吸收
Buff/B_Amiya_6_lead_Description,Text,,,,,,
Buff/B_Amiya_6_lead_Name,Text,,리더,Leader,リーダー,领导者,領導者
Buff/B_Amiya_7_ring_Description,Text,,"5층까지 누적하면 사망을 면제하고, '마왕' 형태에서는 모든 생명력을 회복하고, 스킬을 발동할 수 없습니다.","At 5 stacks, death is negated once. In ""Demon King"" form, restores all HP but cannot use skills.",ストック5になると戦闘不能を1回まで無効化し、「魔王」形態では最大体力まで回復するが、スキルを発動できない。,"累计到五层免疫死亡，“魔王”形态下，恢复所有生命值，无法释放技能
","累計到五層免疫死亡，“魔王”形態下，恢復所有生命值，無法釋放技能
"
Buff/B_Amiya_7_ring_Name,Text,,마왕의 반지,Demon King's Ring,魔王の指輪,魔王的戒指,魔王的戒指
Buff/B_Amiya_8_king1_Description,Text,,"마나 회복. 스킬을 발동할 때마다 최대 생명치의 10%를 감소시키고, 마나를 한 점 회복하고, 카드를 한 장 뽑습니다.라운드 종료 시 최대 체력의 10%를 추가로 감소","Restores 1 Mana.
Each time a skill is used, reduces max HP by 10%, restores 1 Mana, and draws 1 card. At the end of the round, reduces max HP by an additional 10%.",マナを1回復。<br>スキルを発動する度に体力を最大体力の10％減少させ、マナを1回復し、スキルを1個引く。ラウンド終了時に最大HPの10％を追加で差し引く ,"恢复法力
每次释放技能扣除10%最大生命值，恢复一点法力，抽一张牌。回合结束额外扣除10%最大生命值
","恢復法力
每次釋放技能扣除10%最大生命值，恢復一點法力，抽一張牌。回合結束時額外扣除10%最大生命值
"
Buff/B_Amiya_8_king1_Name,Text,,마왕,Demon King,魔王,魔王,魔王
Buff/B_Amiya_8_king_Description,Text,,2층까지 쌓이면 '상변'을 발동합니다.,"At 2 stacks, triggers ""Promotion"".",ストック2になると「昇格」を発動する。,累计到两层释放“升变”,累計到兩層釋放“升變”
Buff/B_Amiya_8_king_Name,Text,,마왕의 탄생,Birth of the Demon King,魔王の誕生,魔王的诞生,魔王的誕生
Buff/B_Amiya_9_dead_Description,Text,,스킬을 발동할 수 없습니다,Cannot use skills.,スキルを発動できない。,无法释放技能,無法釋放技能
Buff/B_Amiya_9_dead_Name,Text,,불굴,Unyielding,不屈,不屈,不屈
Character/Amiya_CampSelectWord,Text,,여기는 아미야입니다.,This is Amiya.,こちらアーミヤ。 ,这里是阿米娅。,這裡是阿米婭。
Character/Amiya_PassiveDes,Text,,"각 라운드의 시작 시, 아직 '감정 흡수' 기능을 가지고 있지 않은 첫 번째 스킬에 '감정 흡수'를 추가합니다(발동 시 카드를 한 장 뽑고, 마나를 두 점 회복합니다. 카드를 버릴 경우, 카드를 한 장 뽑고, 마나를 한 점 회복합니다. 같은 스킬은 중첩될 수 있습니다).","At the start of each round, adds ""Emotion Absorption"" to the first skill that does not already have it.
When a skill with ""Emotion Absorption"" is used, draws 1 card and restores 2 Mana. If the skill is discarded, draws 1 card and restores 1 Mana instead. (This effect can stack on the same skill.)",ターン開始時、手札のまだ「アブソープション」効果を持たない一番上のスキルに「アブソープション」効果を与える。<br>「アブソープション」効果を与えられたスキルを使用するとスキルを1個引いてマナを2回復する。スキルを捨てるとスキルを1個引いてマナを1回復する。(この効果は同じ1つのスキルに重複できる。),"每回合开始，为第一个没有""情绪吸收""技能添加“情绪吸收”
（释放时抽一张牌恢复两点法力，若弃牌，则改为抽一张牌恢复一点法力。同一个技能可以叠加）
","每回合開始，為第一個没有""情緒吸收""添加“情緒吸收”
（釋放時抽一張牌恢復兩點法力，若棄牌，則改為抽一張牌恢復一點法力。同一個技能可以疊加）
"
Character/Amiya_PassiveName,Text,,감정 흡수,Emotion Absorption,アブソープション,情绪吸收,情緒吸收
Character/Amiya_SelectInfo,Text,,"아미야는 로도스 섬의 리더로, 매우 높은 저항력과 단일 터뜨림 능력을 가지고 있습니다. 그녀는 팀에 상당한 보너스를 제공할 수 있습니다. 그러나 아미야의 체력은 매우 적고, 스킬은 주로 피를 팔기 위한 것입니다. 아미야의 상태를 항상 주의하십시오。","Amiya, the leader of Rhodes Island, possesses extremely high resistance and single-target burst capabilities, providing significant bonuses to the team. However, Amiya has very low HP, and her skills often involve sacrificing her own health. Please always keep an eye on Amiya's condition.",ロドスの公表リーダー。<br>非常に高いレジストと単体瞬間火力を持っており、チームには優れた恩恵を与えることが可能です。<br>しかし、アーミヤの最大体力は非常に低く、獲得するスキルは主に苦痛ダメージを受ける物です。<br>アーミヤの状態には常に注意してください。,阿米娅，罗德岛的领导人，拥有极高的抗性和单体爆发能力，能为团队提供不俗的加成，但阿米娅的血量极少，技能多以卖血为主，请时刻注意阿米娅的状态。,阿米婭，羅德島的領導人，擁有極高的抗性和單體爆發能力，能為團隊提供不俗的加成，但阿米婭的血量極少，技能多以賣血為主，請時刻注意阿米婭的狀態。
Character/Amiya_Text_Battle_AllyND_0,Text,,...무슨 일이 생겼나요? 이럴 리가 없는데...,...What happened? This shouldn't be...,"……何があったの？
こんなはずじゃ……",......发生什么了？不应该是这样......,......發生什麼了？不應該是這樣......
Character/Amiya_Text_Battle_Cri_0,Text,,"휴, 이제 잠시 쉬어도 될 것 같아。","Whew, I think I can take a little break now.","ふぅ、これで少しは
休めますね。",咻，应该可以小小休息一下了吧。,咻，應該可以小小休息一下了吧。
Character/Amiya_Text_Battle_Healed_0,Text,,"박사님, 잠시......제 말 좀 들어주실 수 있을까요?","Doctor, please... could you listen to me for a moment?","ドクター、あの……少し
お話を聞いてください、
いいですか？",博士，请......稍微听我说几句话，好吗？,博士，請......稍微聽我說幾句話，好嗎？
Character/Amiya_Text_Battle_Idle_0,Text,,"저는 괜찮아요... 여러분, 힘내주세요!","I'm fine... Everyone, please stay strong!","私は大丈夫です……
みなさん、
しっかりしてください！",我没事的......大家，请振作起来！,我沒事的......大家，請振作起來！
Character/Amiya_Text_Battle_Kill_0,Text,,당신의 불의에 대해 어떻게 대답해야 할까요。,How should I respond to your injustice?,"「何を以て貴様の
不義理に報いようか？」",我该用什么来回答你的不义,我該用什麼來回答你的不義
Character/Amiya_Text_Battle_ND_0,Text,,"만약 전투를 피할 수 없다면......""이것은 이전에 제가 가장 신뢰했던 사람이 가르쳐준 말입니다。","If the battle is unavoidable... ""This is something the person I once trusted the most taught me"".","「それが必要な
　戦いならば……」。
これはかつて私が一番
信頼していた人が
教えてくれた言葉です。",如果战斗不可避免......”这是以前我最信任的人教给我的话。,如果戰鬥不可避免......”這是以前我最信任的人教給我的話。
Character/Amiya_Text_Battle_Start_0,Text,,행동 시작. 우리 가요!,Operation start. Let's go!,作戦開始。行きます！,行动开始。我们走！,行動開始。我們走！
Character/Amiya_Text_Character_0,Text,,여기는 아미야입니다,This is Amiya.,こちらアーミヤ。,这里是阿米娅,這裡是阿米婭
Character/Amiya_Text_Field_GetItem_0,Text,,"박사님, 후처리는 제게 맡겨주세요。","Doctor, leave the cleanup to me.","ドクター、
後始末は私に
任せてください。",博士，让我去处理善后吧。,博士，讓我去處理善後吧。
