Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_SuzakuinNadeshiko_0_Name,Text,,극납칼,Extreme Sheathing,極納刀,极纳刀,极纳刀
Buff/B_SuzakuinNadeshiko_4_Description,Text,,스스로 빠른 스킬을 사용할 때마다 수중의 맨 아래 스킬을 버리고 스킬을 추출한다,"Each time you use a Swiftness skill, discard the bottom skill in hand and draw a skill.",自分が迅速なスキルを使うたびに、手の中の一番下のスキルを捨ててスキルを一つ抽出する,每当自身使用迅速技能时，丢弃手中最下方的技能并抽取一个技能,每当自身使用迅速技能时，丢弃手中最下方的技能并抽取一个技能
Buff/B_SuzakuinNadeshiko_4_Name,Text,,배고픈 늑대가 질주하다,Hungry Wolf's Dash,餓狼が疾走する,饿狼疾驰,饿狼疾驰
Buff/B_SuzakuinNadeshiko_5_Description,Text,,납칼 효과를 트리거할 때마다 6 점 보호대를 추가합니다,"Each time a Sheath effect is triggered, gain 6 Shield.",納刀効果をトリガーするたびに、6点の保護カバーを追加する,每当触发纳刀效果时，保护罩数量增加6,每当触发纳刀效果时，增加6点保护罩
Buff/B_SuzakuinNadeshiko_5_Name,Text,,현무위날,Black Tortoise Guardian Blade,玄武衛刃,玄武卫刃,玄武卫刃
Buff/B_SuzakuinNadeshiko_9_Description,Text,,카드를 폐기할 때마다 1 개의 스킬을 추출하고 추출된 스킬을 40% 의 추가 배율로 만들어 2 회 트리거한 후 해제한다,"Each time you discard a card, draw a skill. The drawn skill gains 40% additional multiplier. Triggers twice, then remove.",カードを捨てるたびに1つのスキルを抽出し、抽出したスキルに40%の倍率を追加し、2回トリガーして解除する,每次丢弃牌时抽取1个技能，并使抽取的技能额外获得40%倍率，触发2次后解除,每次丢弃牌时抽取1个技能，并使抽取的技能额外获得40%倍率，触发2次后解除
Buff/B_SuzakuinNadeshiko_9_Name,Text,,화이트 울프,White Wolf Squad,白狼隊,白狼队,白狼队
Buff/B_SuzakuinNadeshiko_R1_Description,Text,,납칼 효과가 트리거될 때마다 반복해서 트리거합니다,"Each time a Sheath effect is triggered, repeat the trigger.",ナイフ効果をトリガーするたびに、トリガーを繰り返す,每当触发纳刀效果时，重复触发一次,每当触发纳刀效果时，重复触发一次
Buff/B_SuzakuinNadeshiko_R1_Name,Text,,미친 늑대가 춤을 추며 밟다,Mad Wolf's Frenzied Dance,狼が踊り狂う,狂狼舞踏,狂狼舞踏
Buff/B_SuzakuinNadeshiko_R2_Description,Text,,장내에서 납칼 효과를 트리거할 때마다 이번 라운드는 부상량이 10% 증가하여 최대 40% 까지 증가했다,"Each time a Sheath effect is triggered on the field, increase damage taken this round by 10% (up to 40%).",フィールド上でナイフ効果が発動されるたびに、このラウンドで受けるダメージ量は10%増加し、最高40%になります,"每当场上触发纳刀效果时，本回合受到伤害量增加10%，最高40%
","每当场上触发纳刀效果时，本回合受到伤害量增加10%，最高40%
"
Buff/B_SuzakuinNadeshiko_R2_Name,Text,,보응을 좋아하다,Karmic Retribution,因果応報を愛する,爱染报应,爱染报应
Character/SuzakuinNadeshiko_CampSelectWord,Text,,"나? 나? 좋아, 같이 가자!","Me? Me? Okay, let’s go together!",私ですか、はい、一緒に行きましょう！,我吗我吗，好，一起去吧！,我吗我吗，好，一起去吧！
Character/SuzakuinNadeshiko_PassiveDes,Text,,"라운드당 3회 제한, 손에서 사용하는 스킬 시, 카드 창고에서 주작원 무자의 스킬을 하나 뽑아 버린다.
(없으면 추출하지 않음)
","Up to 3 times per round: When using a skill from hand, draw a Suzakuin Nadeshiko skill from the deck and discard it. (If none, do not draw)","毎ターン3回限りで、手にした技を手にした時、牌庫から朱雀院撫子の技を1つ抜き取り、廃棄する。
（なければ抽出しない）
",每回合限3次，从手中使用的技能时，从牌库中优先抽取一个朱雀院抚子的技能并丢弃，若技能的拥有者不是抚子，则将其放回牌堆顶,"每回合限3次，从手中使用的技能时，从牌库中抽取一个朱雀院抚子的技能并丢弃。
（没有则不抽取）"
Character/SuzakuinNadeshiko_PassiveName,Text,,칼날,Blade Obsession,刃痴,刃痴,刃痴
