Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_Knight_0_Description,Text,,,,,,
Buff/B_Knight_0_Name,Text,,,Gift Mark,,赠礼标记,
Buff/B_Knight_11_R_0_Description,Text,,다음 데미지는 1로 감소됩니다.공격 받으면 1 층 감소됩니다.,The next damage taken is reduced to 1. Stack decreases by 1 when attacked.,,下次所受伤害减少为1。受到攻击时减少一层。,
Buff/B_Knight_11_R_0_Name,Text,,시공 수호,Temporal Protection,,时空守护,
Buff/B_Knight_11_R_1_Description,Text,,매번 중상 / 넉다운 / 띄우기 이득을 가하여 약간의 마법치를 회복합니다.,Restores 1 mana for each debuff applied (Severe Injury/Knockdown/Launch).,,每施加一次重伤/击倒/击飞减益，恢复一点法力值。,
Buff/B_Knight_11_R_1_Name,Text,,난순 에너지,Chaotic Energy,,乱序能量,
Buff/B_Knight_12_R_2_Description,Text,,,,,,
Buff/B_Knight_12_R_2_Name,Text,,보호막,Protective Shield,,保护罩,
Buff/B_Knight_12_R_4_Description,Text,,,,,,
Buff/B_Knight_12_R_4_Name,Text,,잠금,Locked,,锁定,
Buff/B_Knight_12_R_5_Description,Text,,체력의 한계를 보호하다.,Protects the limit of health.,,保护体力极限。,
Buff/B_Knight_12_R_5_Name,Text,,정의!,Justice!,,正义！,
Buff/B_Knight_12_R_6_Description,Text,,게으른 mk99를 찾아라!,Find the slacking Mk.99!,,寻找偷懒的mk99！,
Buff/B_Knight_12_R_6_Name,Text,,게으름 피우는 mk99 찾기,Find the Slacking Mk.99,,寻找偷懒的mk99,
Buff/B_Knight_14_LucyD_Description,Text,,,"During this round, draw a skill each time you apply Knockdown/Severe Injury/Launch to an enemy. This effect can draw up to 4 skills.",,本次回合期间每当给敌人施加击倒/重伤/击飞异常时抽取技能，依靠此效果最多抽取4个技能,
Buff/B_Knight_14_LucyD_Name,Text,,,Battle Ballad,,战斗歌谣,
Buff/B_Knight_2_L_Description,Text,,,,,,
Buff/B_Knight_2_L_Name,Text,,유령이 얽히다,Haunted by Ghosts,,幽灵缠身,
Buff/B_Knight_5_L_Description,Text,,,,,,
Buff/B_Knight_5_L_Name,Text,,두려움이 없다,Fearless,,无畏,
Buff/B_Knight_6_Description,Text,,,,,,
Buff/B_Knight_6_L_Description,Text,,,,,,
Buff/B_Knight_6_L_Name,Text,,공격 감소,Attack Reduction,,攻击减免,
Buff/B_Knight_6_Name,Text,,방어 감면,Defense Reduction,,防御减免,
Buff/B_Knight_7_Description,Text,,아군 1명이 생존할 때마다 공격력이 5% 증가합니다.,Increases attack power by 5% for each surviving ally.,,每存活一名友军则提升5%的攻击力。,
Buff/B_Knight_7_Name,Text,,사기가 충천하다,Soaring Morale,,士气冲天,
Buff/B_Knight_P_Description,Text,,13층까지 접었을 때 챔피언의 검을 손에 넣는다.,"When stacked to 13, the ""Champion's Sword"" is obtained.",,叠至13层时将冠军之剑拿到手中。,
Buff/B_Knight_P_Name,Text,,챔피언을 깨우는 검,Awaken the Champion's Sword,,唤醒冠军之剑,
Buff/B_Knight_dw_Description,Text,,"움직일 수 없다.
넉다운/중상/띄우기 감익은 한 단위에만 존재할 수 있습니다.","Cannot act.
Only one of Knockdown/Severe Injury/Launch debuffs can exist on a single unit.",,"无法行动。
击倒/重伤/击飞减益只能在一个单位身上存在一种。",
Buff/B_Knight_dw_Name,Text,,쓰러뜨리다,Knockdown,,击倒,
Buff/B_Knight_dw_ab_Description,Text,,전체 레이어에 접었을 때 넉다운을 부여합니다.,Grants Knockdown when fully stacked.,,叠至满层时赋予击倒。,
Buff/B_Knight_dw_ab_Name,Text,,넉다운 예외,Knockdown Anomaly,,击倒异常,
Buff/B_Knight_sf_Description,Text,,넉다운/중상/띄우기 감익은 한 단위에만 존재할 수 있습니다.,Only one of Knockdown/Severe Injury/Launch debuffs can exist on a single unit.,,击倒/重伤/击飞减益只能在一个单位身上存在一种。,
Buff/B_Knight_sf_Name,Text,,띄우기,Launch,,击飞,
Buff/B_Knight_sf_ab_Description,Text,,레이어를 가득 채울 때 띄우기를 부여합니다.,Grants Launch when fully stacked.,,叠至满层时赋予击飞。,
Buff/B_Knight_sf_ab_Name,Text,,띄우기 예외,Launch Anomaly,,击飞异常,
Buff/B_Knight_si_Description,Text,,넉다운/중상/띄우기 감익은 한 단위에만 존재할 수 있습니다.,Only one of Knockdown/Severe Injury/Launch debuffs can exist on a single unit.,,击倒/重伤/击飞减益只能在一个单位身上存在一种。,
Buff/B_Knight_si_Name,Text,,중상,Severe Injury,,重伤,
Buff/B_Knight_si_ab_Description,Text,,만층으로 쌓였을 때 중상을 입힙니다.,Grants Severe Injury when fully stacked.,,叠至满层时赋予重伤。,
Buff/B_Knight_si_ab_Name,Text,,중상 이상,Severe Injury Anomaly,,重伤异常,
Character/Knight_PassiveDes,Text,,자신의 카드 13장을 손에서 사용해 챔피언의 검을 손에 넣는다.,"After using 13 of your own cards from your hand, obtain ""Champion's Sword"".",,从手中使用13张自己的牌之后将冠军之剑拿到手中,
Character/Knight_PassiveName,Text,,챔피언을 깨우는 검,Awaken the Champion's Sword,,唤醒冠军之剑,
