Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_szk_11_Description,Text,,<color=#919191>알코올 무첨가</color>,<color=#919191>Non-alcoholic</color>,<color=#919191>ノンアルコール</color,<color=#919191>并非含酒精</color>,<color=#919191>并非含酒精</color>
Buff/B_szk_11_Name,Text,,스자쿠 하이퍼 맥~~~~~~주!,<color=#00FA9A>Suzaku Hyper Drrrrrryyy!</color>,SuzakuHyperDrrrrrryyy!,Suzaku Hyper Drrrrrryyy!,Suzaku Hyper Drrrrrryyy!
Buff/B_szk_1_Description,Text,,"공격을 받을 때, 즉시 '신속참격'을 한 번 시전합니다. 
발동될 때마다 1중첩 감소합니다.","When attacked, immediately unleash <color=#5F9EA0>Swift Slash</color> once.
Reduces 1 stack upon activation.",攻撃を受けると、すぐに「神速斬撃」を放つ。トリガ時にレイヤーを1つ減らします。,"受到攻击时,立即释放一次“神速斩击”。
触发时减少1层。","受到攻击时,立即释放一次“神速斩击”。
触发时减少1层。"
Buff/B_szk_1_Name,Text,,신안극수,"Divine Eye, Ultimate Hand",神眼の持ち主,神眼极手,神眼极手
Buff/B_szk_2_Description,Text,,,,,,
Buff/B_szk_2_Name,Text,,간파,<color=#DC143C>Insight</color>,見破る,识破,识破
Buff/B_szk_9_Description,Text,,,,,,
Buff/B_szk_9_Name,Text,,영시,Spirit Vision,霊視,灵视,灵视
Character/Suzakuin Momiji_CampSelectWord,Text,,,"Are you taking me along? Ah, I was thinking of resting though...",,要带上我吗，啊我想休息来着的诶。,
Character/Suzakuin Momiji_PassiveDes,Text,,"전투 시작 시와 적을 처치시에 '신안극수' 1중첩을 얻습니다, 턴 시작 시 무작위 적에게 '간파' 디버프를 부여합니다. (간파 : 회피율 -5% / 받는 치명타 확률 +5% 최대 5중첩)

<color=#919191>뇌 회로를 초고속 사전 판독 프레임워크로 전환하고 수집된 정보를 기반으로 상대방의 행동을 초정밀하게 예측하여 상대방을 완전히 파악합니다. 
적들은 신안극수에서 벗어날 수 없습니다.</color>""","At the start of battle, gain 1 stack of <color=#6A5ACD>Divine Eye, Ultimate Hand</color>. Gain 1 stack when defeating an enemy.
At the start of the turn, apply <color=#DC143C>Insight</color> debuff to a random enemy.

<color=#919191>Switches brain circuits to a high-speed prediction framework, using collected data to precisely predict the opponent's actions, completely seeing through them. It's nearly impossible for a normal person to escape <color=#6A5ACD>Divine Eye, Ultimate Hand</color>.</color>",時に1層の神眼極手ゲインを獲得する。ターン開始時にランダムな敵に対して見破る減益を与える。<color=#919191>脳回路を超高速の先読みフレームに切り替え、収集した情報に基づいて相手を超精密な行動予測を行い、相手を完全,"战斗开始时获得1层神眼极手增益；击杀敌人时获得1层神眼极手增益。
回合开始时对随机敌人施加识破减益。

<color=#919191>将大脑回路切换成超高速的预读框架，并基于收集到的情报对对手进行超精密的行动预测，使得对手被完全看穿，正常人很难从神眼极手中逃脱。</color>","战斗开始时获得1层神眼极手增益；击杀敌人时获得1层神眼极手增益。
回合开始时对随机敌人施加识破减益。

<color=#919191>将大脑回路切换成超高速的预读框架，并基于收集到的情报对对手进行超精密的行动预测，使得对手被完全看穿，正常人很难从神眼极手中逃脱。</color>"
Character/Suzakuin Momiji_PassiveName,Text,,신안극수,"<color=#6A5ACD>Divine Eye, Ultimate Hand</color>",神眼の持ち主,神眼极手,神眼极手
Character/Suzakuin Momiji_SelectInfo,Text,,"그녀는 검술로 권위있는 가문인 스자쿠인 가문의 장녀로, 특별한 천구 '신안극수'로 상대방의 움직임을 계산해 최적의 승리 방법을 찾아냅니다.

수련 중 뜻밖의 사건으로 뒤틀린 땅에 오게 된 그녀는 조사단의 믿음직한 존재입니다.","The eldest daughter of the prestigious Suzakuin family, a lineage renowned for their swordsmanship, she wields the special divine technique <color=#6A5ACD>Divine Eye, Ultimate Hand</color>, which allows her to calculate her opponent's movements through <color=#DC143C>Insight</color> and devise the optimal path to victory. Having reached the realm of ""All Phenomena Are Without Self"" in the way of the blade, she is a rare and unparalleled master of swordsmanship. During a training expedition, an unexpected event led her to the twisted land, where she has become a reliable and trusted member of the investigation team.",刃道旧家朱雀院家の長女で、特殊な天呪「神眼極手」を持ち、演算を通じて相手の動向を洞察し、勝利を見出すことができる最適な解法は、刃道においてもすでに諸法無我の境地に達しており、稀代の得難い刃道大師である。再び出修行中にひょんなことから歪んだ地に足を運んだのは、調査団の中で信頼できる存在だった。,刃道世家朱雀院家的长女，拥有特殊天咒“神眼极手”，能通过演算洞察对手的动向并找出得胜的最优解法，在刃道上也已达到诸法无我的境界，是稀世难得的刃道大师。再一次外出修行中因意外来到扭曲之地，是调查团中值得信赖的存在。,刃道世家朱雀院家的长女，拥有特殊天咒“神眼极手”，能通过演算洞察对手的动向并找出得胜的最优解法，在刃道上也已达到诸法无我的境界，是稀世难得的刃道大师。再一次外出修行中因意外来到扭曲之地，是调查团中值得信赖的存在。
Character/Suzakuin Momiji_Text_Battle_AllyND_0,Text,,괜찮아?,Are you okay?,大丈夫ですか？,不要紧吧?,不要紧吧?
Character/Suzakuin Momiji_Text_Battle_AllyND_1,Text,,조심해!,Be careful!,気をつけてください。,小心!,小心!
Character/Suzakuin Momiji_Text_Battle_Cri_0,Text,,지금이야!,Now's the time!,今だ！,就是现在!,就是现在!
Character/Suzakuin Momiji_Text_Battle_Cri_1,Text,,스자쿠인의 이름으로!,In the name of the Suzakuin family!,朱雀院という名で！,以朱雀院之名!,以朱雀院之名!
Character/Suzakuin Momiji_Text_Battle_Healed_0,Text,,체력회복!,Health restored!,体力回復！,体力恢复!,体力恢复!
Character/Suzakuin Momiji_Text_Battle_Healed_1,Text,,스자쿠 하이퍼 맥~~~~~주!,Suzaku Hyper Drrrrrryyy!,SuzakuHyperDrrrrrryyyyyy!,Suzaku Hyper Drrrrrryyyyyy!,Suzaku Hyper Drrrrrryyyyyy!
Character/Suzakuin Momiji_Text_Battle_Idle_0,Text,,계산중...,Calculating...,計算中...,计算中...,计算中...
Character/Suzakuin Momiji_Text_Battle_Idle_1,Text,,급하진 않아.,No need to rush.,焦らなくてもいいです。,不用着急.,不用着急.
Character/Suzakuin Momiji_Text_Battle_Kill_0,Text,,"만족스럽진않지만, 나쁘진않아.","Though not perfect, it's still a flawless victory.",十米とは比,虽不比十美，眼下也亦已十全,虽不比十美，眼下也亦已十全
Character/Suzakuin Momiji_Text_Battle_Kill_1,Text,,겨우 이 정도밖에 안되는거야?,Is this all you've got?,この程度でしょうか。,只有这种程度吗？,只有这种程度吗？
Character/Suzakuin Momiji_Text_Battle_Kill_2,Text,,이동!,Swallow Return!,燕返！,燕返!,燕返!
Character/Suzakuin Momiji_Text_Battle_ND_0,Text,,아직 무너지면 안돼…,I can't fall yet...,まだ倒れません…,还不能倒下...,还不能倒下...
Character/Suzakuin Momiji_Text_Battle_ND_1,Text,,윽…,Ugh...,ええと...,呃...,呃...
