Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_Chess_Bishop_Description, Text,,버프를 획득하면 즉시 체스코드 스킬을 생성합니다. 매 턴의 시작마다 중첩된 버프의 숫자에 따라 체스코드 스킬을 생성합니다.,"When a buff is gained, immediately generate the corresponding "".chess"" skill. At the start of each turn, calculate the buff stacks and generate the corresponding "".chess"" skill.","バフを獲得したら、すぐに「.chess」スキルを使用します。
ターンの開始時に、このバフのスタック数分だけ「.chess」スキルを使用します。",获得增益时，立即生成对应.chess技能；每回合开始时，结算增益层数并生成对应.chess技能,
Buff/B_Chess_Bishop_Name, Text,,체스코드.비숍,Bishop.chess,Bishop.chess,执棋：主教,
Buff/B_Chess_King_Description, Text,,"이 버프가 존재하는 동안 생성된 체스코드는 다음과 같은 효과를 얻습니다:
폰: 추가 피해 20%(35% → 55%)
룩: 받는 피해 감소량 20%에서 30%로 증가
나이트: 공격횟수 1 증가
비숍: 회복량이 피해량의 70%에서 120%로 증가
퀸: 사용후 마나 1 회복","While this buff is active, generated chess pieces gain the following effects:
Pawn: Additional 20% damage (35% → 55%)
Rook: Damage reduction increased from -20% to -30%
Knight: Number of attacks +1
Bishop: Healing increased from 70% to 120% of damage dealt
Queen: Restore 1 mana after action.","このバフの持続中に使用するチェスカードに、以下の効果を付与します。
ポーン: 追加ダメージ+20% (35% → 55%)
ルーク: ダメージ軽減が-20%から-30%に増加
ナイト:攻撃回数+1
ビショップ: 回復量がダメージの70%から120%に増加
クイーン:行動後に1マナ回復","本增益存在期间生成的棋子行动获得对应增益：
禁军：附加20%伤害（35%→55%）
战车：减少的伤害值由-20%提升至-30%
骑士：攻击次数+1
主教：治疗值由伤害的70%提升至伤害的120%
皇后：行动后恢复1点法力值",
Buff/B_Chess_King_Name, Text,,체스코드.킹,King.chess,King.chess,执棋：国王,
Buff/B_Chess_Knight_Description, Text,,버프를 획득하면 즉시 체스코드 스킬을 생성합니다. 매 턴의 시작마다 중첩된 버프의 숫자에 따라 체스코드 스킬을 생성합니다.,"When a buff is gained, immediately generate the corresponding "".chess"" skill. At the start of each turn, calculate the buff stacks and generate the corresponding "".chess"" skill.","バフを獲得したら、すぐに「.chess」スキルを使用します。
ターンの開始時に、このバフのスタック数分だけ「.chess」スキルを使用します。",获得增益时，立即生成对应.chess技能；每回合开始时，结算增益层数并生成对应.chess技能,
Buff/B_Chess_Knight_Ex_Description, Text,,"이 대상을 향해 사용하는 '체스코드'가 아닌 피해가 &a% 증가합니다.
조사단의 턴마다 버프 지속 시간이 감소합니다.","The damage of non ""Pawn.chess"" skills targeting this character is increased by &a%.
The duration of this debuff decreases with each investigator's turn.","このキャラクターをターゲットとする「Pawn.chess」でないダメージは&a%増加します。
このバフの持続ターンは、味方のターンと共に減少します。 ","以该角色为目标的非禁军棋子伤害增加&a%.
这个减益的持续时间随调查员回合减少。",
Buff/B_Chess_Knight_Ex_Name, Text,,균형 잃음,Collision Imbalance,バランスを失う,冲撞失衡,
Buff/B_Chess_Knight_Name, Text,,체스코드.나이트,Knight.chess,Knight.chess,执棋：骑士,
Buff/B_Chess_Pawn_Description, Text,,버프를 획득하면 즉시 체스코드 스킬을 생성합니다. 매 턴의 시작마다 중첩된 버프의 숫자에 따라 체스코드 스킬을 생성합니다.,"When a buff is gained, immediately generate the corresponding "".chess"" skill. At the start of each turn, calculate the buff stacks and generate the corresponding "".chess"" skill.","バフを獲得したら、すぐに「.chess」スキルを使用します。
ターンの開始時に、このバフのスタック数分だけ「.chess」スキルを使用します。",获得增益时，立即生成对应.chess技能；每回合开始时，结算增益层数并生成对应.chess技能,
Buff/B_Chess_Pawn_Name, Text,,체스코드.폰,Pawn.chess,Pawn.chess,执棋：禁军,
