Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_Tide_10_1_Name, Text,,파도의 수호,Tidal Protection,潮汐の守り,潮汐守护,
Buff/B_Tide_10_2_Name, Text,,파도의 수호,Tidal Protection,潮汐の守り,潮汐守护,
Buff/B_Tide_2_Name, Text,,일렁임,Shimmer,微光,微光,
Buff/B_Tide_4_Description, Text,,턴 종료시 회복 게이지가 있으면 치유력의 40%만큼을 회복합니다.,"If have Healing Gauge at the end of the turn, restore &a (40% healing power).",ラウンド終了時に回復ゲージがあれば、回復&a（治療力40%）体力値。,若在回合结束时拥有体力极限，恢复&a（40%治疗力）体力值。,
Buff/B_Tide_4_Name, Text,,일렁임,Shimmer,微光,微光,
Buff/B_Tide_6_Description, Text,,고정 능력 사용 횟수가 0이 되었습니다.,Fixed ability usage count becomes 0.,固定能力消費は0になります。,固定能力消耗变为0。,
Buff/B_Tide_6_Name, Text,,씁쓸한 소금기,Bitter Salt Sediment,ピクリン塩,苦盐沉淀,
Buff/B_Tide_8_Name, Text,,굴절,Refraction,くっせつ,折射,
Buff/B_Tide_R1_Name, Text,,등대,Lighthouse,灯台,灯塔,
Buff/B_Tide_R3_Name, Text,,밀물,Surging Tide,サージ,潮涌,
Buff/B_Tide_Re_1_0_Name, Text,,,Torrential Rain,豪雨,暴雨滂沱,
Buff/B_Tide_Re_1_1_Name, Text,,우산,Umbrella,傘,雨伞,
Character/Tide_PassiveDes, Text,,"아군이 회복량 '0'의 회복을 받으면 (레벨+2)에 해당하는 회복 게이지를 얻습니다.

아군을 대상으로 하는 스킬을 사용시 아군이 빈사 상태이면 스킬의 회복량이 20% 증가합니다.","If a teammate receives healing with a value of 0, gain a Healing Gauge of Tide Level + 2.

When using healing or buff skills, if the target ally is at Death's Door, the healing amount is increased by 20%.","チームの中に治療量が「0」の治療を受けた選手がいれば、レベル+2点の回復ゲージを獲得する。

友軍を指すスキルを解放した場合、その友軍が瀕死の状態であれば、そのスキル回復量は+20%となる。","队伍中若有队员受到治疗量为“0”的治疗时，获得 汐Lv+2点 的体力极限。

释放恢复类技能与增益效果时，若目标友军处于濒死状态，则该次恢复的恢复量+20%。",
Character/Tide_PassiveName, Text,,파도의 아리아,Tidal Aria,潮汐アリア,潮汐咏叹调,
Character/Tide_SelectInfo, Text,,"파도 관측가, 등대지기

어촌에서 이상한 전염병이 퍼지고 난 뒤로부터 그녀는 점점 더 적은 수의 배가 바다를 향하는 것을 등대에서 지켜보았습니다.
그녀의 손글씨에서 유래된 어민들의 뱃노래는 끝없는 파도 속에 잠겨 더 이상 들리지 않게 되었습니다.
그녀의 치유 능력은 대대를 거쳐온 등대지기들로 부터 내려져 온 것이지만 그 능력은 빛이 결정을 통해 굴절되면서 구현됩니다.
그녀는 치유 능력을 랜턴을 통해 전달하면서 여울을 자유로이 조절할 수 있습니다.","Tidal Watcher, Lighthouse Keeper.

Since the strange epidemic spread from the fishing village, she has seen fewer and fewer fishing boats on the sea from the lighthouse. The fishing song she wrote has gradually been drowned out by the endless sound of the waves.
Her salt crystal healing technique, inherited from generations of lighthouse keepers, actually releases healing effects through the refraction of light by salt crystals.

She can control the rise and fall of the tides while using the salt crystal lantern as a medium to release healing.","灯台守塔人。

漁村から奇妙な疫病が蔓延して以来、灯台の上で海を行き来する漁船が少なくなっているのを見た。彼女の手による漁歌も、果てしない波の音に埋もれていった。
彼女の塩晶治療術は歴代の灯台の守護者に受け継がれているが、実は塩晶の屈折した光を媒介として治療効果を放出しているだけだ。
彼女は潮の起伏を制御することができ、同時に塩晶提灯を通じてキャリア放出治療術を行うことができる。","潮汐守望者，灯塔守塔人。

自从奇怪的疫病从渔村蔓延以来，她在灯塔上看到海上来往的渔船越来越少。那首出自于她手笔的渔歌，也逐渐被淹没在无边无际的海浪声中。
她的盐晶治疗术继承于历代灯塔守护人，其实只是通过盐晶折射的光线为媒介释放治疗效果。
她可以控制海潮的起伏，同时通过盐晶提灯为载体释放治疗术。",
Character/Tide_Text_Battle_AllyND_0, Text,,조심해!,Be careful!,気をつけてください。,小心！,
Character/Tide_Text_Battle_AllyND_1, Text,,내 랜턴 옆으로 와.,Come to my lantern!,私の提灯のそばに来て！,来我的提灯旁边！,
Character/Tide_Text_Battle_Cri_0, Text,,항상 그래왔듯이.,As always.,これまで通り。,一如既往。,
Character/Tide_Text_Battle_Healed_0, Text,,후…,Sigh…,…,呼…,
Character/Tide_Text_Battle_Idle_0, Text,,파도의 소리가…,The sound of the waves…,波の音…,海浪的声音…,
Character/Tide_Text_Battle_Idle_1, Text,,고요한 파도...,The quiet sound of the tide…,静かな潮の音…,寂静的潮声…,
Character/Tide_Text_Battle_Kill_0, Text,,희생…,Sacrifice…,ささげ物...,献祭…,
Character/Tide_Text_Battle_Kill_1, Text,,등대지기의 이름을 걸고!,In the name of the Lighthouse Keeper!,塔を守る者の名において！,以守塔人之名！,
