Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Skill/S_Omega_1_Name, Text,,,Vanguard Li.legion,,前驱李.legion,
Skill/S_Omega_1_Description, Text,,,"If this skill has already been used this turn, gain 1 swap count.",,使用时，若本回合已使用过该技能，获得1交换次数。,
Skill/S_Omega_2_Name, Text,,,Rearguard Aura.legion,,后卫奥拉.legion,
Skill/S_Omega_2_Description, Text,,,"If this skill has already been used this turn, gain Healing Gauge Protection for 3 turns.",,使用时，若本回合已使用过该技能，自身获得3回合保护体力极限。,
Skill/S_Omega_3_Name, Text,,,Centurion Cyria.legion,,中锋希里亚.legion,
Skill/S_Omega_3_Description, Text,,,"If this skill has already been used this turn, perform an additional attack on the target, dealing &a damage. (50% ATK)

For each additional use this turn, attack 1 additional target (currently &b additional targets).",,"使用时，若本回合已使用过该技能，则对目标进行一次追加攻击，造成&a点伤害。（50%攻击力）
本回合每额外使用过1次，追加攻击额外攻击1个目标(当前额外攻击&b个)",
Skill/S_Omega_3_0_Name, Text,,,Centurion Cyria.legion,,中锋希里亚.legion,
Skill/S_Omega_3_0_Description, Text,,,"If this skill has already been used this turn, perform an additional attack on the target, dealing &a damage. (50% ATK)",,使用时，若本回合已使用过该技能，则对目标进行一次追加攻击，造成&a点伤害。（50%攻击力）,
Skill/S_Omega_4_Name, Text,,,Officer Ika.legion,,士官伊卡.legion,
Skill/S_Omega_4_Description, Text,,,"When this skill is actively used, select one of your skills from the deck to add to your hand, with the card discarded after 1 turn.

Additionally, if this skill has already been used this turn, the selected skill will not be discarded after 1 turn.",,"主动使用此技能时，从牌库中选择一张自己的技能加入手牌，附带1回合后弃牌。
此外在使用时，若本回合已使用过该技能，选择的技能将不再附带1回合后弃牌。",
Skill/S_Omega_5_Name, Text,,,Apostle Misera.legion,,使徒米塞拉.legion,
Skill/S_Omega_5_Description, Text,,,"When this skill is actively used, randomly generate a one-time .blood skill.

Additionally, if this skill has already been used this turn, refresh your fixed ability.",,"主动使用此技能时，随机生成1个附带一次性的.blood技能。
此外在使用时，若本回合已使用过该技能，刷新自己的固定能力。",
Skill/S_Omega_6_Name, Text,,,Advisor Sika.legion,,幕僚西卡.legion,
