Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_Marisa_11_R_Description,Text,,,"At the start of the next turn, lose 4 Mana.",,下个回合开始时法力值减少4点,
Buff/B_Marisa_11_R_Name,Text,,,Overload,,过载,
Buff/B_Marisa_3_Description,Text,,다음 턴 시작 시 <마부「밀키웨이」>를 생성하고 이 버프를 제거합니다.,"At the start of the next turn, generate Magic Sign ""Milky Way"" in your hand. This buff is removed after activation.",,下个回合开始时在手中生成魔符「银河」，生效后消除该增益。,
Buff/B_Marisa_3_Name,Text,,마부 「밀키웨이」,"Magic Sign ""Milky Way""",,魔符「银河」,
Buff/B_Marisa_5_Description,Text,,자신의 스킬을 사용시마다 체력이 가장 높은 적에게 슈팅스타를 발사합니다.,"After using one of your skills, fire a ""Shooting Star"" at the enemy with the highest HP.",,使用的自己的技能后对敌方生命值最高的敌人释放一次星星。,
Buff/B_Marisa_5_Name,Text,,스타더스트 레버리,Stardust Reverie,,星尘幻想,
Buff/B_Marisa_8_Description,Text,,한 번의 공격을 회피합니다. 발동된 후 이 버프를 제거합니다.,Dodge one attack. This buff is removed after activation.,,闪避一次攻击。生效后消除此增益。,
Buff/B_Marisa_8_Name,Text,,고속비행,High-Speed Flight,,高速飞行,
Buff/B_Marisa_R_Description,Text,,,,,,
Buff/B_Marisa_R_Name,Text,,,,,,
Character/Marisa_CampSelectWord,Text,,내게 맡겨!,Leave it to me!,,交给我吧。,
Character/Marisa_PassiveDes,Text,,매 턴 시작 시 손에 팔괘로가 없다면 생성합니다.,"At the start of each turn, if you don't have Mini-Hakkero in your hand, generate it.",,每回合开始后若手中没有八卦炉，则将八卦炉置入手中。,
Character/Marisa_PassiveName,Text,,평범한 마법사,Ordinary Magician,,普通的魔法使,
Character/Marisa_SelectInfo,Text,,"키리사메 마리사，시리즈 작품 《동방 Project》의 주인공으로, 인간 종족이며 마법사로서 사람이 거의 찾아가지 않는 마법의 숲에서 혼자 살고 수행합니다. 「키리사메 마법상점」을 운영하며, 그 곳은 그녀의 직장이자 집입니다. 집 안은 어수선합니다. 외모는 전형적인 서양 마녀의 모습으로, 종종 빗자루를 타고 날아다닙니다. 물건을 수집하는 것을 좋아하지만 정리하지는 않고 방은 미니 마법의 숲이라 불릴 정도로 더러움과 난잡함이 극도로 심합니다.

별과 빛의 마법을 사용하는데 능숙하며, 마포 같은 초대형 마법을 사용할 수 있으며 다양한 별 탄막으로 적을 공격할 수 있습니다.","Marisa Kirisame, the protagonist of the Touhou Project series, is a human magician who lives alone in the secluded Forest of Magic to train. She runs the ""Kirisame Magic Shop"", which serves as both her workplace and home, though it's always a mess. She looks like a typical Western witch and often flies on a broomstick. She loves collecting things but never organizes them, and her room is as chaotic as a miniature Forest of Magic.

She excels in using star and light-based magic, capable of unleashing powerful spells like the Master Spark and attacking enemies with a barrage of star-shaped danmaku.",,"雾雨魔理沙，系列作品《东方Project》中的主人公，种族是人类，职业是魔法使，独居于人迹罕至的魔法之森修行。经营着“雾雨魔法店”，那儿既是她工作的场所也是她的家，家中乱七八糟的。外表看起来是典型的西洋女巫的形象，常骑着扫把飞行。喜欢收集东西但从不整理，房间脏乱程度堪称小型的魔法之森。

擅长使用星星与光一类的魔法，即可使用魔炮这样的超大型杀伤魔法，也能使用出繁多的星星弹幕攻击敌人。",
Character/Marisa_Text_Battle_AllyND_0,Text,,나도 여기있어!,I'm here too!,,还有我在呢。,
Character/Marisa_Text_Battle_AllyND_1,Text,,나머지는 나한테 맡겨.,Leave the rest to me.,,剩下的交给我吧。,
Character/Marisa_Text_Battle_Cri_0,Text,,이건 어때!,How about this!,,这下怎么样！,
Character/Marisa_Text_Battle_Healed_0,Text,,너희들이 있어서 최고다☆제!,It's great to have you all here DA☆ZE!,,有你们真是太好了DA☆ZA！。,
Character/Marisa_Text_Battle_Idle_0,Text,,정말 길가의 요정보다도 귀찮네.,You're more troublesome than a roadside fairy.,,真是比路边的妖精还要麻烦。,
Character/Marisa_Text_Battle_Idle_1,Text,,너희 모두 쓰트릴거야.,I'll take you all down.,,我要把你们全打趴下。,
Character/Marisa_Text_Battle_Kill_0,Text,,"이봐, 너희들 괜찮니?","Oops, you're not dead, are you?",,哎呀，你们没逝吧。,
Character/Marisa_Text_Battle_Kill_1,Text,,내가 얼마나 센지 알아?,Now you know how strong I am.,,知道本大爷的厉害了吧。,
Character/Marisa_Text_Battle_ND_0,Text,,나는 쉽게 쓰러트리지 못할걸!,I won't go down so easily!,,我可不会轻易倒下！,
Character/Marisa_Text_Battle_Start_0,Text,,인간도 마법을 사용할 수 있다☆제!,"Humans can use magic too, DA☆ZE!",,人类可是也能使用魔法DA☆ZA！,
Character/Marisa_Text_Battle_Start_1,Text,,"비켜, 내 용기를 보여주지.","Move aside, I'm super brave.",,让开，我超勇的。,
Character/Marisa_Text_Field_GetItem_0,Text,,"하하, 이건 먼저 빌려간다.","Haha, I'll borrow this for now.",,哈哈，这个我就先借走了。,
Character/Marisa_Text_Field_Idle_0,Text,,어디 재밌는거 없나?,Where should I go to have some fun?,,该上哪找点乐子呢?,
Character/Marisa_Text_Field_Idle_1,Text,,앨리스네 집에서 차라도 좀 마실까?,Maybe I should go to Alice's place for a drink.,,要不去爱丽丝家喝点东西吧。,
Character/Marisa_Text_Field_Idle_2,Text,,"헤이, 이 버섯 정말 맛있겠다☆제!","Hey, this mushroom looks super tasty DA☆ZE!",,诶，这个蘑菇看起来超好吃DA☆ZA！,
Character/Marisa_Text_Field_Idle_3,Text,,내가 왜 그 책벌레가 이 근처에서 나타났다고 착각했을까?,Why do I have the illusion that bookworm is around here?,,我为什么会有那个书呆子在这附近出现的错觉？,
Character/Marisa_Text_Field_Potion_P_0,Text,,이 포션을 내 포션과 섞으면 어떻게 될까?,What happens if I mix this potion with mine?,,把这个药水混合我的药水会发生什么呢？,
Character/Marisa_Text_PharosLeader_0,Text,,"그래, 적이 여기 있었군.",So the enemy is over here.,,原来敌人在这边。,
Character/Marisa_Text_PharosLeader_1,Text,,너희 전부 무사해?,Is everyone okay?,,大家没逝吧！,
Character/Marisa_Text_PharosLeader_2,Text,,잿더미가 되어라!,Turn to ashes!,,化为灰烬把。,
Character/Marisa_UnlockString,Text,,,,,,
