Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_Lumiore_12Rare_Description,Text,,,"Each time a skill in hand is exchanged or discarded, deal %a damage to a random enemy and restore %b Healing Gauge to the ally with the lowest HP. Can trigger up to 20 times per turn.",,每次手中的技能被交换/丢弃时，对随机敌人造成 %a 点伤害，恢复体力最低的队友 %b 点体力。1回合最多触发20次。,
Buff/B_Lumiore_12Rare_Name,Text,,,Raging Plesiosaur,,狂涛蛇颈龙,
Buff/B_Lumiore_13Rare_Description,Text,,,"Each time a skill in hand is exchanged or discarded, deal %a damage to all enemies. Can trigger up to 20 times per turn.",,每次手中的技能被交换/丢弃时，对所有敌人造成 %a 点伤害。1回合最多触发20次。,
Buff/B_Lumiore_13Rare_Name,Text,,,Golden Prestige,,金色威信,
Buff/B_Lumiore_14Rare_Description,Text,,,Grants Healing Gauge Protection. All damage received becomes 0.,,保护体力极限，受到的伤害转变为0。,
Buff/B_Lumiore_14Rare_Name,Text,,,Last Stand,,背水一战,
Buff/B_Lumiore_5_Description,Text,,,,,,
Buff/B_Lumiore_5_Name,Text,,,Dragon’s Revelation,,龙之启示,
Buff/B_Lumiore_6_Description,Text,,,Grants Healing Gauge Protection. Increases all resistances.,,保护体力极限。全抗性增加。,
Buff/B_Lumiore_6_Name,Text,,,Black and White Frenzy,,黑白乱舞,
Buff/B_Lumiore_P_Description,Text,,,,,,
Buff/B_Lumiore_P_Name,Text,,,Discard Count,,弃牌次数,
Character/Lumiore_CampSelectWord,Text,,,,,,
Character/Lumiore_PassiveDes,Text,,,"At the start of battle, gain 1 Max Mana. If Awakened (Max Mana exceeds 7), some cards gain additional effects. 
Awakened: Draw 1 additional skill at the start of battle.",,"战斗开始时，获得1点最大法力值。如果觉醒（最大法力值超过7点），部分卡片会有额外效果。
觉醒：战斗开始时，额外抽取1张技能。",
Character/Lumiore_PassiveName,Text,,,Dragon’s Revelation,,龙之启示,
Character/Lumiore_SelectInfo,Text,,,"Being a single wing is unusual—I’ve grown tired of hearing that. 
But... being unusual means being the most special! 
I’ll prove it. As your elder sister, as everyone’s role model! 
Now, my adorable siblings! Leave the rest to your big sister!",,"單翼就是不尋常，這句話我都聽膩了呢。
但是……不尋常就代表是最特別的！
就由我來證明。作為姊姊、作為大家的範本！
那麼，可愛的弟妹們！之後就交給姊姊大人我吧！",
Character/Lumiore_name,Text,,,Lumiore,,璐米欧儿,
Character_Skin/LumioreSkin_SkinDesc,Text,,,"Unlike my plain older brother, your big sister still shines bright today! 
—Silver Purity: Arjent. 
If you think I’m a cute little brother, then stop making me run errands!? 
—The Eldest Son with the Black Single Wing: Noir.",,"跟樸素的哥哥大人不同，姊姊大人今天依然耀眼啊！
──銀色清純‧雅爾貞特
如果覺得我是可愛的弟弟，那就別叫我去跑腿喔！？
──擁有漆黑單翼的長男‧諾爾",
Character_Skin/LumioreSkin_SkinName,Text,,,Golden Prestige,,金色威信,
Skill/S_Lumiore_0_Description,Text,,,Discard the bottommost skill in hand and draw 1 skill.,,丢弃1个手中最下面的技能，抽1个技能。,
Skill/S_Lumiore_0_Name,Text,,,Soaring Dragonkin,,翱翔的龙人,
Skill/S_Lumiore_10_Description,Text,,,Awakened - Restore 2 Mana.,,觉醒 - 回复2点法力。,
Skill/S_Lumiore_10_Name,Text,,,Tyrannical Dragonkin,,暴戾龙人,
Skill/S_Lumiore_12Rare_0_Description,Text,,,,,,
Skill/S_Lumiore_12Rare_0_Name,Text,,,Raging Plesiosaur,,狂涛蛇颈龙,
Skill/S_Lumiore_12Rare_Description,Text,,,Discard 1 skill and draw 2 skills.,,丢弃1个技能，抽取2个技能。,
Skill/S_Lumiore_12Rare_Name,Text,,,Raging Plesiosaur,,狂涛蛇颈龙,
Skill/S_Lumiore_13Rare_0_Description,Text,,,,,,
Skill/S_Lumiore_13Rare_0_Name,Text,,,Golden Prestige·Lumiore,,金色威信·璐米欧儿,
Skill/S_Lumiore_13Rare_Description,Text,,,"Restore 2 Mana. 
If [Number of times cards were discarded this battle] exceeds 4, discard 2 skills and draw 3 skills.",,"回复2点AP。
若[本场战斗中，丢弃手牌的次数]大于4次，丢弃2个技能，抽取3个技能。",
Skill/S_Lumiore_13Rare_Name,Text,,,Golden Prestige·Lumiore,,金色威信·璐米欧儿,
