Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_Agla_0_Description,Text,,,"<color=#7c68a6>Feeling slightly uneasy, but it doesn't hinder combat much.</color>",,<color=#7c68a6>感觉有点不自在，但是不怎么影响战斗。,<color=#7c68a6>感覺有點不自在，但是不怎麼影響戰鬥。
Buff/B_Agla_0_Name,Text,,,Lost Package,,遗失的包裹,遺失的包裹
Buff/B_Agla_1_Description,Text,,,"Reduces 1 stack upon receiving or dealing damage.
&a",,"受到伤害或者造成伤害后减少一层。
&a","受到傷害或者造成傷害後減少1層。
&a"
Buff/B_Agla_1_Name,Text,,,Weightlessness,,失重,失重
Buff/B_Agla_2_Description,Text,,,&a,,&a,&a
,,,,,,,
Buff/B_Agla_2_Name,Text,,,Swiftness,,迅捷,迅捷
Buff/B_Agla_3_Description,Text,,,"<color=#ae8575>""You’ve done so much for everyone. Now, it’s my turn to do something for you.""</color>",,     <color=#ae8575>“你为大家做了很多。现在，轮到我来为你做点什么了。”,     <color=#ae8575>「你為大家做了很多。現在，輪到我来為你做點什麼了。」
Buff/B_Agla_3_Name,Text,,,Rhodes Island Elite Operator,,罗德岛精英干员,羅德島精英幹員
Buff/B_Agla_4_Description,Text,,,"Whenever a debuff is applied to self, suffer &a Pain damage.",,每当自身被施加减益时，受到 &a点痛苦伤害。,每當自身被施加減益時，受到&a點痛苦傷害。
,,,,,,,
Buff/B_Agla_4_Name,Text,,,“Craving”,,“渴求”,「渴求」
Buff/B_Agla_5_Description,Text,,,"Stabilization field generated...
Chain recovery system activated...
   Hint: Combat module will automatically hibernate after battle, focusing on Originium maintenance...     
<color=#ae8575>“This is Angelina, how’s the situation on your end?”</color>",,"稳定力场已生成...
链式恢复系统启用...
  提示：战斗模块将在战斗结束后自动休眠，转而专注于源石的维护中...
<color=#ae8575>“这里是安洁莉娜，你那边情况怎么样？”","穩定力場已生成……
鏈式復原系統啟用……
提示：戰鬥模組將在戰鬥結束後自動休眠，轉而專注於源石的維護中……
<color=#ae8575>「這裡是安潔莉娜，你那邊情況怎麼樣？」"
Buff/B_Agla_5_Name,Text,,,Gilberta,,Gilberta,Gilberta
Buff/B_Agla_6_Description,Text,,,"Doubles base effects provided by ""Weightlessness/Swiftness"".",,“失重/迅捷”提供的基础效果翻倍。,失重減益、迅捷增益的基礎效果翻倍。
Buff/B_Agla_6_Name,Text,,,Limit Release,,限制解除,限制解除
