Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_gmyls_0_1_Name,Text,,,Hunt Mark,,追猎标记,
Buff/B_gmyls_0_Description,Text,,,"Whenever a unit dies on the field, gain an additional stack. 
When an ally's HP is reduced due to Pain damage, they take &b damage and lose 1 stack.",,"每当场上有单位死亡时，额外叠加一层
队员因受到痛苦伤害导致体力值减少时，受到&b点伤害并减少一层
",
Buff/B_gmyls_0_Name,Text,,,Hunt,,追猎,
Buff/B_gmyls_10_Name,Text,,,War Fever,,斗争渴望,
Buff/B_gmyls_P_0_Description,Text,,,,,,
Buff/B_gmyls_P_0_Name,Text,,,Substitute Usage Hint,,替身使用提示,
Buff/B_gmyls_P_Description,Text,,,"Using a skill deals 10% ATK as Pain damage to all enemies. 
Removed at the end of the turn, dealing 30% ATK as Pain damage to all enemies.",,"使用技能对所有敌人造成10%攻击力的痛苦伤害
回合结束时解除，并对所有敌人造成30%攻击力的痛苦伤害

",
Buff/B_gmyls_P_Name,Text,,,Substitute,,替身,
Buff/B_gmyls_R1_Description,Text,,,"After taking damage, if HP is below 1, set it to 1. 
When this buff ends, immediately enter Substitute.",,"受到伤害后，若生命值低于1，将其变为1
Buff结束时立刻进入替身
",
Buff/B_gmyls_R1_Name,Text,,,Shattered Resilience,,肉折骨断,
Buff/B_gmyls_R2_0_Description,Text,,,"Whenever an ally's HP changes, take 30% damage. 
If the change was caused by Pain damage, take 90% damage instead. 
Whenever a unit dies on the field, take 100% damage. 
When HP is below 20%, immediately take 200% damage and remove this buff.",,"每当队员的体力值发生变动时，受到30%倍率伤害。
若此次变动原因是受到痛苦伤害，改为受到90%倍率伤害。
每当场上有单位死亡时，受到100%倍率伤害。
血量低于20%时，立即受到200%倍率点伤害并解除此buff
",
Buff/B_gmyls_R2_0_Name,Text,,,Prey,,猎物,
Buff/B_gmyls_R2_1_Description,Text,,,"When using a skill from hand, take 3 Pain damage.",,从手中使用技能时，受到3点痛苦伤害,
Buff/B_gmyls_R2_1_Name,Text,,,Hunter,,猎人,
Buff/B_gmyls_R2_2_Name,Text,,,Mark,,标记,
Buff/B_gmyls_R3_0_Description,Text,,,"Attacks apply 1 stack of Hunt. 
Maximum Hunt stacks increased to 6.",,"攻击附带一层“追猎”
追猎的最大层数改为6
",
Buff/B_gmyls_R3_0_Name,Text,,,Ægir's Depths,,阿戈尔的深邃,
Buff/B_gmyls_ysml_Description,Text,,,"When HP is below 0 and a skill is used, heal HP equal to 50% of ATK.",,血量低于0时释放技能时，恢复自身攻击力50%倍率的生命值,
Buff/B_gmyls_ysml_Name,Text,,,"""Instinct""",,“本能”,
Character/gmyls_CampSelectWord,Text,,,If you call my combat style madness... I'll take it as a compliment.,,如果你说我的战斗方式疯狂......我会认为这是一种褒奖。,
Character/gmyls_PassiveDes,Text,,,"Once per turn, when receiving fatal damage, if not in Substitute state, heal all HP, clear all debuffs, enter Substitute state, and apply 1 stack of Hunt to all enemies.",,每回合限1次，当受到致命伤害时，若自身不处于替身状态，回复所有生命值，清除所有debuff，进入替身状态，并为所有敌人添加一层追猎。,
Character/gmyls_PassiveName,Text,,,Born as One,,生而为一,
Character/gmyls_SelectInfo,Text,,,"A ""Hunter"" wielding a circular saw, though in this era, hunting seems unnecessary. Possesses a ""Substitute"" to disengage in combat, adapting to different battlefield scenarios. 
She calls herself ""Specter"", exhibiting astonishing destructiveness and outstanding combat skills in battle, using her saw to carve paths for the investigation team in the Twisted Lands.",,"手持圆锯的“猎人”，但在如今的时代似乎已经没有狩猎的必要。拥有可以在战斗中脱身的“替身”来应对不同情景的战场。
其自称“幽灵鲨”，在战斗中拥有惊人的破坏性与卓越的战斗技巧，用她的锯子在扭曲之地为调查团开辟道路。
",
Character/gmyls_Text_Battle_Cri_0,Text,,,My current mood... is excellent!,,我现在的心情......非常好！,
Character/gmyls_Text_Battle_Healed_0,Text,,,Good support.,,不错的支援,
Character/gmyls_Text_Battle_Idle_0,Text,,,Is it time to hunt?,,该狩猎了吗？,
Character/gmyls_Text_Battle_Idle_1,Text,,,Waiting is also an art.,,等待也是一门艺术。,
Character/gmyls_Text_Battle_Kill_0,Text,,,May you stay awake even in your dreams.,,祝你在梦中也能保持清醒。,
Character/gmyls_Text_Battle_Kill_1,Text,,,Heh heh heh.,,呵呵呵,
Character/gmyls_Text_Battle_ND_0,Text,,,"Come on, more, more!",,来吧，再多些，再多些！,
Character/gmyls_Text_Battle_ND_1,Text,,,Our definitions of danger likely differ.,,我们之间对危险的定义恐怕并不相同,
Character/gmyls_Text_Battle_Start_0,Text,,,The tide is rising.,,涨潮了。,
Character/gmyls_Text_Battle_Start_1,Text,,,The fun begins now.,,快乐的时光开始了。,
Character/gmyls_Text_Field_Idle_0,Text,,,Things aren't as complicated as they seem.,,事情，有时候其实没有那么复杂,
Character/gmyls_Text_PharosLeader_0,Text,,,"...Listen, the vast Lord of All, murmuring in the darkness...",,......听，茫茫的万物之主，在黑暗中，喃喃自语......,
Character/gmyls_Text_PharosLeader_1,Text,,,Seems... I lost control...,,看来...没能控制好呢...,
Character/gmyls_Text_PharosLeader_2,Text,,,Heh heh heh...,,呵呵呵...,
Character/gmyls_name,Text,,,Specter the Unchained,,归溟幽灵鲨,
Character_Skin/gmylsSpine2_SkinDesc,Text,,,"The sculpture leaves a shadow, just as a coin has two sides, day and night divided. When both become aware of their duality, Laurentina possesses the most complete soul, akin to twin moons.",,雕刻留下阴影，正如硬币正反，日夜双分。当彼此都意识到自我的两面性时，劳伦缇娜便拥有双月般最完整的灵魂。,
Character_Skin/gmylsSpine2_SkinName,Text,,,Born as One,,生而为一,
SimpleCampDialogue/CampDial_gmyls_Accelerator_Dialogues_0,Text,,,[B]Hunter... do you know magic?,,[B]猎人...你会魔法吗？,
SimpleCampDialogue/CampDial_gmyls_Accelerator_Dialogues_1,Text,,,"[A]Are you joking, sir... Such things don't exist in this world.",,[A]先生在说笑吗...世上怎么会有那种东西呢。 ,
SimpleCampDialogue/CampDial_gmyls_Azar_Dialogues_0,Text,,,[B]Do you know that Ishar'mla?,,[B]你和那个伊莎玛拉，认识？,
SimpleCampDialogue/CampDial_gmyls_Azar_Dialogues_1,Text,,,[A]Perhaps.,,[A]也许吧。,
SimpleCampDialogue/CampDial_gmyls_Blue_Dialogues_0,Text,,,[B]Your outfit looks nice.,,[B]你的衣服，很好看,
SimpleCampDialogue/CampDial_gmyls_Blue_Dialogues_1,Text,,,[A]Thank you. Our leader has good taste in clothing.,,[A]谢谢，我们队长对服装的品味看来是很好。,
SimpleCampDialogue/CampDial_gmyls_Charon_Dialogues_0,Text,,,[B]The power of black and white is so cool.,,[B]黑与白的力量，好酷,
SimpleCampDialogue/CampDial_gmyls_Charon_Dialogues_1,Text,,,"[A]It's just the color of the clothes, really.",,[A]其实只是服装颜色的区别哦。,
SimpleCampDialogue/CampDial_gmyls_Hein_Dialogues_0,Text,,,[B]You're completely different when you go berserk.,,[B]你疯起来可和现在完全不是一个样子啊。,
SimpleCampDialogue/CampDial_gmyls_Hein_Dialogues_1,Text,,,[A]Oh? Maybe so.,,[A]哦？或许是这样吧。,
SimpleCampDialogue/CampDial_gmyls_Huz_Dialogues_0,Text,,,[B]Time for treatment! Why did you switch to Substitute...,,[B]来治疗啦！怎么切换为替身了...,
SimpleCampDialogue/CampDial_gmyls_Huz_Dialogues_1,Text,,,[A]...,,[A]...,
SimpleCampDialogue/CampDial_gmyls_Ilya_Dialogues_0,Text,,,[A]Between you and greatness lies only a lack of confidence.,,[A]你与强大之间，单单缺少了自信。,
SimpleCampDialogue/CampDial_gmyls_Ilya_Dialogues_1,Text,,,[B]Really...,,[B]真的吗...,
SimpleCampDialogue/CampDial_gmyls_Iron_Dialogues_0,Text,,,"[B]With your Substitute, you don't need me to shield you anymore...",,[B]你有替身，好像也不需要我挡在前面了...,
SimpleCampDialogue/CampDial_gmyls_Iron_Dialogues_1,Text,,,[A]Others still need your protection.,,[A]没关系，其它调查员还需要你的帮助。,
SimpleCampDialogue/CampDial_gmyls_Joey_Dialogues_0,Text,,,"[A]Must a true elite always maintain this ""elite"" facade?",,[A]真正的精英，需要一直保持这副“精英”的模样吗。,
SimpleCampDialogue/CampDial_gmyls_Joey_Dialogues_1,Text,,,[B]That's exactly what makes me elite!,,[B]正是这样我才是精英！,
SimpleCampDialogue/CampDial_gmyls_Johan_Dialogues_0,Text,,,"[B]A hunter, huh? You seem... formidable.",,[B]猎人吗，看着深藏不露...,
SimpleCampDialogue/CampDial_gmyls_Johan_Dialogues_1,Text,,,"[A]You look like a ""hunter"" yourself.",,[A]你的样子，也像是一个“猎人”。,
SimpleCampDialogue/CampDial_gmyls_Leryn_Dialogues_0,Text,,,"[B]""Abyssal Hunter""? Technology far beyond our comprehension...",,[B]“深海猎人”吗？完全超出我们理解范畴的科技啊...,
SimpleCampDialogue/CampDial_gmyls_Leryn_Dialogues_1,Text,,,"[A]This world has many mysteries too, doesn't it?",,[A]这个世界也有许多我们无法理解的地方，不是吗？,
SimpleCampDialogue/CampDial_gmyls_Lian_Dialogues_0,Text,,,[B]Roaming the battlefield freely—you're strong.,,[B]游离于战场之中，你很强大,
SimpleCampDialogue/CampDial_gmyls_Lian_Dialogues_1,Text,,,[A]Thank you. That's the highest praise for a hunter.,,[A]谢谢，这是对一个猎人最好的赞美。,
SimpleCampDialogue/CampDial_gmyls_Miss_Dialogues_0,Text,,,[B]Charge forward and crush the enemies!,,[B]向前冲，把敌人都打倒吧！,
SimpleCampDialogue/CampDial_gmyls_Miss_Dialogues_1,Text,,,[A]Such enthusiasm.,,[A]很有干劲呢。,
SimpleCampDialogue/CampDial_gmyls_Momori_Dialogues_0,Text,,,[B]Switching to Substitute... It's like resurrection! So cool!,,[B]替换替身...看上去像死而复生了一样...好酷,
SimpleCampDialogue/CampDial_gmyls_Momori_Dialogues_1,Text,,,[A]Want to learn? It's a hunter's technique.,,[A]想学吗。这也是猎人的技巧之一。,
SimpleCampDialogue/CampDial_gmyls_Narhan_Dialogues_0,Text,,,[B]You and your Substitute—which is the real you?,,[B]你和你的替身，那个是真正的你。,
SimpleCampDialogue/CampDial_gmyls_Narhan_Dialogues_1,Text,,,[A]We are born as one.,,[A]我们生而为一。,
SimpleCampDialogue/CampDial_gmyls_Pheonix_Dialogues_0,Text,,,[A]Hmm... This existence resembles the Beast Lords...,,[A]嗯，这种存在...与兽主相似呢...,
SimpleCampDialogue/CampDial_gmyls_Pheonix_Dialogues_1,Text,,,[B]Not sure what you mean... But I am a divine beast!,,[B]虽然不知道你在说什么...但本大人的确是神兽哦。,
SimpleCampDialogue/CampDial_gmyls_Priest_Dialogues_0,Text,,,[A]Does your god answer your prayers?,,[A]你们的神明会回应你们的祷告吗。,
SimpleCampDialogue/CampDial_gmyls_Priest_Dialogues_1,Text,,,[B]Of course. I act by divine will.,,[B]当然，我循着神明的旨意行事。,
SimpleCampDialogue/CampDial_gmyls_Red_Dialogues_0,Text,,,[B]Is your Substitute your sister or a puppet?,,[B]替身是你的姐妹，还是人偶？,
SimpleCampDialogue/CampDial_gmyls_Red_Dialogues_1,Text,,,"[A]Another me—in a sense, my sister? Heh.",,[A]另一个我，某种意义上也是我的姐妹？呵呵。,
SimpleCampDialogue/CampDial_gmyls_SilverStein_Dialogues_0,Text,,,[B]Using Substitute to draw aggro... Such veteran tactics.,,[B]能让替身帮忙吸引怪物，真是经验老道阿。,
SimpleCampDialogue/CampDial_gmyls_SilverStein_Dialogues_1,Text,,,"[A]A hunter's survival instinct, no?",,[A]这是属于猎人的生存法则，不是吗。,
SimpleCampDialogue/CampDial_gmyls_Sizz_Dialogues_0,Text,,,[B]Is your Substitute your partner?,,[B]替身，是你的伙伴吗。,
SimpleCampDialogue/CampDial_gmyls_Sizz_Dialogues_1,Text,,,"[A]Or rather, the Substitute is me.",,[A]或者说，替身就是我自己哦。,
SimpleCampDialogue/CampDial_gmyls_SuzakuinMomiji_Dialogues_0,Text,,,[B]Incredible physical prowess... This world is amazing.,,[B]好强大的身体素质...这个世界真是神奇啊。,
SimpleCampDialogue/CampDial_gmyls_SuzakuinMomiji_Dialogues_1,Text,,,"[A]Though I'm from elsewhere too, your swords and armor differ greatly from Aegir's technology.",,[A]虽说我也是从其它地方来的，不过，你们的剑和铠甲，和阿戈尔的技术也有很大差别呢。,
SimpleCampDialogue/CampDial_gmyls_SuzakuinNadeshiko_Dialogues_0,Text,,,"[B]Your combat style with the Substitute is like a dance! Let's spar, Specter!",,[B]好酷的战斗方式，和替身在场上像跳舞一样，幽灵鲨小姐，我们来切磋吧。,
SimpleCampDialogue/CampDial_gmyls_SuzakuinNadeshiko_Dialogues_1,Text,,,[A]I avoid wasting energy... But I'll make an exception this time.,,[A]虽然不想在无谓的地方浪费体力，但这一次，就算破例哦。 ,
SimpleCampDialogue/CampDial_gmyls_SuzakuinTsubaki_Dialogues_0,Text,,,[A]You work hard. You'll become strong.,,[A你很努力，你也一定会变得很强大。,
