Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_Rainbow_11_Description,Text,,,,,,
Buff/B_Rainbow_11_Name, Text,,달무지개,Moonbow,月虹,月虹,
Buff/B_Rainbow_12_Description,Text,,,,,,
Buff/B_Rainbow_12_Name, Text,,무지개,Rainbow,虹,彩虹,
Buff/B_Rainbow_1_Description, Text,,이 버프는 공격받으면 사라집니다.,This buff is removed when attacked.,次の攻撃を受けるまで続ける,持续到受到下一次攻击,
Buff/B_Rainbow_1_Name, Text,,선탠,Sunburn,日焼け,晒伤,
Buff/B_Rainbow_2_0_Description,Text,,,,,,
Buff/B_Rainbow_2_0_Name, Text,,오로라,Aurora,オーロラ,极光,
Buff/B_Rainbow_2_1_Description, Text,,고정능력이 '신속、기본기'를 획득합니다.,"Fixed ability gains ""Swiftness"" and ""Innate"".",固定能力獲得迅速、基本,固定能力获得迅速、基本功。,
Buff/B_Rainbow_2_1_Name, Text,,오로라+,Aurora's Blessing,オーロラ加護,极光加护,
Buff/B_Rainbow_3_Description,Text,,,,,,
Buff/B_Rainbow_3_Name, Text,,거친 바람,Wind Resistance,风阻,风阻,
Buff/B_Rainbow_4_Description,Text,,,,,,
Buff/B_Rainbow_4_Name, Text,,잔잔한 바람,Gentle Breeze,そよ風に包まれる,微风环绕,
Buff/B_Rainbow_5_Description, Text,,기절,Unable to act.,行動できない,无法行动,
Buff/B_Rainbow_5_Name, Text,,마비,Paralyzed,まひ,麻了,
Buff/B_Rainbow_6_0_Description, Text,,다음에 사용하는 스킬의 비용이 1 감소합니다.,The next skill used by this character costs 1 less.,次に手を出す自分のスキル費用-1。,下一个出手的自己的技能费用-1。,
Buff/B_Rainbow_6_0_Name, Text,,비용 1 감소,Cost Reduction,法力値-1,费用降低,
Buff/B_Rainbow_6_1_Description, Text,,자신의 스킬을 사용할 때 &a 초과치유를 얻습니다. 사용시 1스택 감소합니다.,"When using a skill, consume 1 stack and heal for 20% (&a) of the user's max HP as overheal.",自分のスキルを解放する際には、1層を消費し、使用者の最大体力値20%(&a)の超過治療を受ける。,释放自己的技能时，消耗一层增益，并受到使用者最大体力值20%（&a)的超额治疗。,
Buff/B_Rainbow_6_1_Name, Text,,빗방울,Raindrop,紺碧の雨,甘霖,
Buff/B_Rainbow_7_Description, Text,,이 효과를 가진 상태에서 공격받으면 교환 횟수를 1회 획득합니다.,Gain 1 Exchange count when hit.,ヒットしたときに交換回数を増やす。,被击中时增加交换次数。,
Buff/B_Rainbow_7_Name, Text,,안개 속의 그림자,Increased Chance to be Targeted,攻撃を受ける確率が増加する,受到攻击概率增加,
Buff/B_Rainbow_8_Description,Text,,,,,,
Buff/B_Rainbow_8_Name, Text,,안개,Thick Fog,濃霧,浓雾,
Buff/B_Rainbow_9_Description,Text,,,"When exchanging skills, add a ""Sunny Doll"" to your hand.
Reduce stacks when the effect is triggered.",,"交换技能时，将一张 晴天娃娃 加入手牌。
触发效果时减少一层。",
Buff/B_Rainbow_9_Name,Text,,,After the Rain Comes Sunshine,,雨过天晴,
Buff/B_Rainbow_Description, Text,,&a,&a,&a,&a,
Buff/B_Rainbow_Name, Text,,뒤틀린 날씨,Weather of the Twisted Land,歪んだ地の天気,扭曲之地的天气,
Buff/B_Rainbow_P_0_Description, Text,,날씨가 바뀌면 효과가 2배로 적용됩니다.,"When the weather changes to the type of the exchanged skill, the passive effect triggers twice.",天気が変わると、効果は2倍になります。,天气变化至被交换的技能的天气类型，变换天气时将触发两次被动效果。,
Buff/B_Rainbow_P_0_Name, Text,,이상현상,Anomaly,異象,异象,
Buff/B_Rainbow_P_1_Description, Text,,날씨가 바뀌면 효과가 3배로 적용됩니다.,"When the weather changes, the passive effect triggers three times.",天気が変わると効果が3倍になる。,变换天气时将触发三次被动效果。,
Buff/B_Rainbow_P_1_Name, Text,,찬란함,Spectacle,奇観,奇观,
Buff/B_Rainbow_P_2_Description,Text,,,,,,
Buff/B_Rainbow_P_2_Name, Text,,날씨: 비,Weather: Rainy,天気：雨,天气：雨天,
Buff/B_Rainbow_P_3_Description,Text,,,,,,
Buff/B_Rainbow_P_3_Name, Text,,날씨: 바람,Weather: Windy,天気：強風,天气：狂风,
Buff/B_Rainbow_P_47_Description, Text,,회복게이지 보호,Healing Gauge Protection,回復ゲージ保護,保护体力极限,
Buff/B_Rainbow_P_47_Name, Text,,엷은 안개,Light Fog,霧,薄雾,
Buff/B_Rainbow_P_4_Description,Text,,,,,,
Buff/B_Rainbow_P_4_Name, Text,,날씨: 안개,Weather: Foggy,天気：濃霧,天气：大雾,
Buff/B_Rainbow_Rare_Description, Text,,이상현상이 찬란함으로 대체되었습니다.,"The effect of Anomaly is replaced by ""Spectacle"".",今回の戦闘では異象ゲインが奇観ゲインに置き換えられた。,异象的效果替换为奇观。,
Buff/B_Rainbow_Rare_Name, Text,,,,, ,
Buff/B_Rainbow_Ring_Name, Text,,무지갯빛 반지 카운터,Rainbow Ring Counter,虹の指輪のカウンタ,彩虹戒指的计数器,
Character/Rainbow_CampSelectWord,Text,,♪날씨가 맑아지는 날이 되면 아마 제가 좀 나아질 것 같아요.♪,♪I might feel better when the weather clears up.♪,♪晴れる日まで待ったほうがいいかもしれない.♪,♪等到放晴的那天也许我会比较好一点♪,
Character/Rainbow_PassiveDes, Text,,"전투를 시작할 때 무작위 날씨를 시전하고, 날씨 스킬을 사용하여 날씨를 변경하여 해당 날씨 효과를 적용합니다:
<color=#FFE87C>맑음</color>-모든 적에게 <color=#DC381F>피해</color>        <color=#6495ED>비</color>-모든 아군에게<color=#0041C2>방어력+3%，받는 회복량+4%</color>
<color=#57E964>바람</color>-모든 적에게<color=#FFA62F>공격력-3%，방어력-3%，회피-5%</color>        <color=#B048B5>안개</color>-모든 아군에게 <color=#6D7B8D>보호막</color> 생성

'이상현상'상태로 진입할 경우, 교환 횟수를 1회 획득합니다. 레인보우의 날씨 스킬을 '이상현상'상태에서 교환할 경우, 해당 스킬의 날씨로 변경합니다.
이때 날씨가 바뀌면 그 효과가 2배로 적용됩니다.

Lv3:전투를 시작할 때 날씨 인형을 손으로 가져옵니다.","At the start of battle, enter a random weather. When using weather skills to change the weather, gain the corresponding effects:

<color=#FFE87C>Sunny</color>: All enemies take <color=#DC381F>damage</color>
<color=#6495ED>Rainy</color>: All allies gain <color=#0041C2>+3% Defense and +4% healing received</color>
<color=#57E964>Windy</color>: All enemies suffer <color=#FFA62F>-3% Attack, -3% Defense, and -5% Evasion</color>
<color=#B048B5>Foggy</color>: All allies gain a <color=#6D7B8D>Shield</color>

Anomaly: Gain 1 Exchange count. When exchanging Rainbow's weather skills, the weather changes to the type of the exchanged skill. During ""Anomaly"", changing the weather triggers the passive effect twice.

Lv3: At the start of battle, add a ""Sunny Doll"" to your hand.","戦闘開始時にランダムな天気になり、天気類のスキルを使用して天気を変換すると相応の天気効果が得られる：
<color=#FFE87C>晴</color>-敵全員に<color=#DC381F>ダメージを与える</color>    <color=#6495ED>雨</color>-味方全員<color=#0041C2>防御力+3%、治療量+4%</color>
<color=#57E964>風</color>-全敵<<color=#FFA62F>攻撃力-3%、防御力-3%、回避率-5%</color>   <color=#B048B5>霧</color>-全友軍が<color=#6D7B8D>シールド</color>を獲得

異象効果に入ると1回の交換回数が得られ、異象状態で虹自体の気象系技能を交換すると、交換された技能の気象型に天候が変化する。
異象状態が変化した場合に加えられる気象効果の層数は2倍になる。

Lv3：戦闘開始時に「お天気人形」を手札に加える。","战斗开始时进入随机天气，使用天气类技能 变换天气时 会获得相应效果：
<color=#FFE87C>晴</color>-全体敌方受到<color=#DC381F>伤害</color>        <color=#6495ED>雨</color>-全体友军<color=#0041C2>防御力+3%，受到治疗量+4%</color>
<color=#57E964>风</color>-全体敌方<color=#FFA62F>攻击力-3%，防御力-3%，闪避率-5%</color>        <color=#B048B5>雾</color>-全体友军获得<color=#6D7B8D>护盾</color>

异象：获得1次交换次数，交换虹自身的天气类技能时，天气变化至被交换的技能的天气类型；异象时变换天气将触发两次被动效果。

Lv3：战斗开始时将一张晴天娃娃加入手牌。",
Character/Rainbow_PassiveName, Text,,날씨의 노래,Weather Lyrics,天気叙情詩,天气抒情诗,
