Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_Orchis_1_Description,Text,,,"Each time a Puppet card is played for the first time each turn, add two random Puppet cards with a level not exceeding the played card to your hand. 
When taking damage exceeding 30% of max Healing Gauge, reduce duration by 1 turn.",,"每回合第一次打出人偶卡时，从等级不高于打出的人偶卡中随机将两张加入手牌。
受到大于自身最大体力值30%的伤害时，持续时间减少一回合。",
Buff/B_Orchis_1_Name,Text,,,String Puppet Master,,线偶大师,
Buff/B_Orchis_2_Description,Text,,,"Each time a Puppet card is used, apply ""Puppet's Curse"" to a random enemy.",,每次使用人偶卡时，使随机敌人获得“人偶的诅咒”,
Buff/B_Orchis_2_Name,Text,,,Ominous Puppeteer,,不祥的人偶师,
Buff/B_Orchis_3_Description,Text,,,"Each time a Puppet card is used, restore 1 Mana (triggers up to X times per turn, where X equals the highest-level Puppet card played this turn). 
Remaining triggers: &a",,"每次使用人偶卡时，回复1点法力值（每回合最多触发本回合已打出的最高级人偶的等级相等的次数）。
本回合剩余可触发次数：&a",
Buff/B_Orchis_3_Name,Text,,,Manipulator of Delights,,玩赏的操纵者,
Buff/B_Orchis_4_Description,Text,,,"Each time a Puppet card is used, Overheal all allies by 1 stack.",,每次使用人偶卡时，超额恢复所有友方1点体力值。,
Buff/B_Orchis_4_Name,Text,,,Puppet Repair,,人偶修复,
Buff/B_Orchis_5_Description,Text,,,,,,
Buff/B_Orchis_5_Name,Text,,,Armed Reinforcement,,武装强化,
Buff/B_Orchis_7_Description,Text,,,"At turn start, add a random Puppet card with level ≤&a to your hand. 
When stacked, increase the maximum level of obtainable Puppet cards by +1 per turn (cannot exceed 4).",,"回合开始时，随机将一张等级不大于&a的人偶卡加入手牌。
重复获得此增益时，将每回合获得的人偶卡的等级上限+1.(不会超过4)",
Buff/B_Orchis_7_Name,Text,,,Puppet Atelier,,人偶房,
Buff/B_Orchis_Rare_1_Description,Text,,,"Whenever you perform synthesis, draw a skill.",,每当自己进行合成时，抽取一个技能,
Buff/B_Orchis_Rare_1_Name,Text,,,Endless Puppets,,无尽的人偶,
Buff/B_Orchis_Rare_2_Description,Text,,,"When attacking enemies with Puppet cards, deal additional &a damage (50% of Attack).",,自己使用人偶卡攻击敌人时，额外造成&a(攻击力50%)的伤害。,
Buff/B_Orchis_Rare_2_Name,Text,,,Counterattacking Puppet,,反击的人偶,
Buff/B_Orchis_puppet_lv2_1_Description,Text,,,"At turn start, add a ""Floral Puppet"" to your hand, then remove this status.",,回合开始时，将一张“花漾玩偶”加入手牌。随后解除此状态。,
Buff/B_Orchis_puppet_lv2_1_Name,Text,,,Floral Puppet,,花漾玩偶,
