Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/Assassin_P_0_Description,Text,,,"When dealing damage, &a% chance to inflict Instant Death.",,造成伤害时，&a%使其即死,
Buff/Assassin_P_0_Name,Text,,,At the Boundary's Edge,,立于境界,
Buff/Assassin_P_B_Description,Text,,,"Instant Death rate +&a%

<color=#808080>Hearken! The evening bell tolls thy name.</color>",,"即死率+&a%

<color=#808080>倾听吧！晚钟已揭晓汝之名讳！</color>",
Buff/Assassin_P_B_Name,Text,,,<color=#696969>Evening Bell</color>,,<color=#696969>晚钟</color>,
Buff/Assassin_daogao2_Description,Text,,,"Each turn, draw 1 additional skill and gain 1 Mana.",,"每回合额外抽取1个技能、获得1点法力值
",
Buff/Assassin_daogao2_Name,Text,,,Prayer,,祷告,
Buff/Assassin_daogao_Description,Text,,,"Each turn, draw 1 additional skill and gain 1 Mana. 
Removed when taking damage.",,"每回合额外抽取1个技能、获得1点法力值
受到伤害时解除",
Buff/Assassin_daogao_Name,Text,,,Prayer,,祷告,
Buff/Assassin_kuwei_B_Description,Text,,,"When taking damage, this debuff increases the damage taken by 20%.",,受到伤害时这个减益的伤害将提升那次伤害的20%,
Buff/Assassin_kuwei_B_Name,Text,,,Wither,,枯萎,
Buff/Assassin_shanbi_B_Description,Text,,,Removed after dodging an attack.,,闪避一次攻击后解除,
Buff/Assassin_shanbi_B_Name,Text,,,Focus,,专注,
Buff/Assassin_siwang_Description,Text,,,"When the effect ends, the target dies. Deals 10% of the target's max HP as damage to Bosses. Ineffective against certain special enemies.",,效果结束时使其死亡，对Boss则造成其10%最大生命值的伤害，对部分特殊敌人无效,
Buff/Assassin_siwang_Name,Text,,,Death Sentence,,死亡宣判,
Buff/Assassin_sizhiyuan_B_Description,Text,,,Refuses 1 death and restores HP to &a.,,拒绝1次死亡并回复至&a点生命值,
Buff/Assassin_sizhiyuan_B_Name,Text,,,Death's Abyss,,死之渊,
Buff/Assassin_xuanpan2_Description,Text,,,,,,
Buff/Assassin_xuanpan2_Name,Text,,,Judgment,,宣判,
Buff/Assassin_xuanpan_Description,Text,,,Removed when taking damage.,,受到伤害时解除,
Buff/Assassin_xuanpan_Name,Text,,,Judgment,,宣判,
Buff/Assassin_zheduan_Description,Text,,,Next damage dealt is guaranteed to be a Critical Hit.,,下次造成伤害必定暴击,
Buff/Assassin_zheduan_Name,Text,,,<color=#483D8B>Presence Concealment</color>,,<color=#483D8B>气息遮断</color>,
Buff/Berserker_P_0_Description,Text,,,Refuses 1 death and removes 1 random debuff.,,拒绝一次死亡并清除自身随机一个减益,
Buff/Berserker_P_0_Name,Text,,,Twelve Labors,,十二试炼,
Buff/Berserker_Protection_B_Description,Text,,,"&a takes the attack instead. 
Grants &a's Defense and Healing Gauge protection effects.

<color=#808080>At ease—no other feelings remain. This broad back before me is like a city wall... no, it's even sturdier. Truly, this is 
the most reassuring ""fortress"" here.</color>",,"由&a代替承受攻击。
同时获得&a的防御力和体力极限保护效果。

<color=#808080>安心，除此之外便没有其他的感受，眼前的这道宽厚的脊背，就如同城墙......不，该是比城墙还要厚重。这真真是此间最令人安心的“高墙”</color>",
Buff/Berserker_Protection_B_Name,Text,,,"Behind the ""Fortress""",,“高墙”之后,
