Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_Kaguya_Achieve_Description,Text,,,,,,
Buff/B_Kaguya_Achieve_Name,Text,,난제완료,Impossible Request completed,難題達成,难题完成,難題完成
Buff/B_Kaguya_Fail_Description,Text,,,,,,
Buff/B_Kaguya_Fail_Name,Text,,난제미완료,Impossible Request not completed,難題未達成,难题未完成,難題未完成
Buff/B_Kaguya_LucyD_2_Bad_Description,Text,,다음 턴 시작시 손팻말 1개를 무작위로 버려 마법력이 1포인트 감소됩니다.,"At the start of the next turn, discard a random skill and lose 1 Mana.",次のターン開始時、手札にあるランダムなスキルを1枚捨て、マナが1減少する。 ,下个回合开始时，随机丢弃1个技能，法力值减少1点。,下個回合開始時，隨機丟棄1個技能，法力值減少1點。
Buff/B_Kaguya_LucyD_2_Bad_Name,Text,,난제미완료,Impossible Request not completed,難題未達成,难题未完成,難題未完成
Buff/B_Kaguya_LucyD_2_Good_Description,Text,,다음 턴 시작시 스킬을 1개 뽑고 마나를 1 회복합니다.,"At the start of the next turn, draw 1 skill and restore 1 Mana.",次のターン開始時、スキルを1枚引き、マナを1回復する。 ,下个回合开始时，抽取1个技能，恢复1点法力值。,下個回合開始時，抽取1個技能，恢復1點法力值。
Buff/B_Kaguya_LucyD_2_Good_Name,Text,,난제완료,Impossible Request completed,難題達成,难题完成,難題完成
Buff/B_Kaguya_LucyRare_Record_Description,Text,,,,,,
Buff/B_Kaguya_LucyRare_Record_Name,Text,,「영야 되돌리기」기록,"""End of Imperishable Night"" Record",永夜返しの記録,「永夜归返」记录,「永夜歸返」記錄
Buff/B_Kaguya_Lucy_1_Description,Text,,"턴 종료 시 모든 아군을 6만큼 초과치유 합니다.

<color=#919191>난제「용 목의 구슬 -오색의 탄환-」을 완료해 획득한 보상.</color>","At the end of each turn, Overheal all allies by 6. 
<color=#919191>Reward for completing the Impossible Request ""Jewel from the Dragon's Neck -Five-Colored Shots-"".</color>","毎ターン終了時、すべての味方を6 オーバーヒールする。

<color=#919191>「難題-龍の頸の玉-五色の弾丸-」を達成した報酬。 </color>","每回合结束时，超额治疗所有友方6点体力值。

<color=#919191>完成了难题「龙颈之玉　-五色的弹丸-」获得的奖励。</color>","每回合結束時，超額治療所有友方6點體力值。

<color=#919191>完成了難題「龍頸之玉　-五色的彈丸-」獲得的獎勵。</color>"
Buff/B_Kaguya_Lucy_1_Name,Text,,신보「브릴리언트 드래곤 바레트」,"Divine Treasure ""Brilliant Dragon Barrette""",神宝「ブリリアントドラゴンバレッタ」,神宝「耀眼的龙玉」,神寶「耀眼的龍玉」
