Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
BattleDia/EirinDia/Good1,Text,,,"... The false moon paired with a false person suits us well, don't you think, ""Princess Kaguya"".      ",......偽の月と偽物が対なのが、よく似合いますよ『輝夜様』。,……虚伪的月配上虚伪的人，和我们很相称不是吗，「辉夜姬」。,……虛偽的月配上虛偽的人，和我們很相稱不是嗎，「輝夜姬」。
BattleDia/EirinDia/Start1,Text,,,"... What's going on, Eirin?",......どうしたの、永琳？,……这是怎么回事，永琳？,……這是怎麼回事，永琳？
BattleDia/EirinDia/Start2,Text,,,Have you betrayed me too?,あなたも私を裏切ったの？,难道你也背叛我了吗？,難道你也背叛我了嗎？
BattleDia/EirinDia/Start3,Text,,,Ahahahaha. How foolish.,ああ、はははは。なんて愚かね。 ,啊哈哈哈哈。真是愚蠢呢。,啊哈哈哈哈。 真是愚蠢呢。
BattleDia/EirinDia/Start4,Text,,,"A pitiful creature unaware that it's a ""fake"". Your manner of speech mirrors the Princess's perfectly.",口調は姫様とまったく同じなのに、自分が『偽物』であることにさえ気づいていない哀れな存在。,连自己是「伪物」都不知道的可怜虫。说话语气倒是跟公主一模一样。,連自己是「偽物」都不知道的可憐蟲。 說話語氣倒是跟公主一模一樣。
BattleDia/EirinDia/Start5,Text,,,"What are you saying, Eirin? Just what...?",永琳、何言ってるの、一体何なの… ,你在说什么啊、永琳，到底……,你在說什麼啊、永琳，到底……
BattleDia/EirinDia/Start6,Text,,,"Perfect. I’ve never crossed blades with the Princess. Let’s see if ""you"" can satisfy me.",いい機会です。私は姫様と戦ったことがないので、 「あなた」の力が私を満足させることを願っています。 ,正好。我还从来没有和公主交手过。希望「你」的力量能让我满意。,正好。 我還從來沒有和公主交手過。 希望「你」的力量能讓我滿意。
BattleDia/EirinDia/Start7,Text,,,"Come, let us fight to the death under this full moon!",さあ、満月の下で死力を尽くして戦いましょう！ ,来，在这满月之下死战到底吧！,來，在這滿月之下死戰到底吧！
BattleDia/Kaguya/Achieve,Text,,난제완료,Impossible Request completed,難題達成,难题完成,難題完成
BattleDia/Kaguya/Fail,Text,,난제미완료,Impossible Request not completed,難題未達成,难题未完成,難題未完成
BattleDia/Kaguya/NoEnd,Text,,주문 해제,Chant Dispelled,詠唱解除,吟唱解除,吟唱解除
BattleDia/KaguyaDia/Start1,Text,,,Another... me? Some sort of imposter?,もう一人の......私？ 偽物はどこから来たの？,另一个……我？什么地方来的冒牌货吗？,另一個……我？ 什麼地方來的冒牌貨嗎？
BattleDia/KaguyaDia/Start2,Text,,,"Heh, it seems you’ve been trapped here, oblivious to everything.",ああ、あなたはここに閉じ込められていて何も知らないのね。 ,呵呵，看来你一直被困在这里，什么都不知道呢。,呵呵，看來你一直被困在這裡，什麼都不知道呢。
BattleDia/KaguyaDia/Start3,Text,,,"Now, I’ll show you the truth.",真実を見せてあげる。,事到如今，让你见识下所谓的真相吧。,事到如今，讓你見識下所謂的真相吧。
BattleDia/KaguyaDia/Start4,Text,,,A mere imposter dares to spout such nonsense.,ただの偽物が、よくもそんな戯言を言う。,区区冒牌货，竟在此大放厥词。,區區冒牌貨，竟在此大放厥詞。
BattleDia/KaguyaDia/Start5,Text,,,Witness the madness of the true moon!,本物の月がもたらす狂気を教えてあげる！ ,让你见识一下吧，真实之月所带来的毒气！,讓你見識一下吧，真實之月所帶來的毒氣！
BattleDia/KaguyaDia/Start6,Text,,,How pitiful. The true full moon is visible only to me!,残念ね。本物の満月は私にしか見えないの！,真是遗憾。真正的满月只有在我这里才能看得到！,真是遺憾。 真正的滿月只有在我這裡才能看得到！
BattleDia/Mokou/Angry1,Text,,나를 화나게 하다니.,You’ve pissed me off!,お前たちは私を怒らせた。,你们惹老子生气了,你們惹老子生氣了
BattleDia/Mokou/Angry2,Text,,각오는 됐겠지!,Ready yourselves!,かかってこい！,做好觉悟吧！,做好覺悟吧！
BattleDia/Mokou/Rebirth,Text,,<color=red>「부활」</color>,"<color=red>""Revival""</color>",<color=red>「リザレクション」</color>,<color=red>「复活」</color>,<color=red>「复活」</color>
BattleDia/MokouMode/Choose1,Text,,모코우의 레어 스킬을 선택해 손에 넣습니다.,Choose one of Mokou’s rare skills to add to your hand.,藤原妹紅のレアスキル3つから1つ選んで手札に加える,选择一张妹红的稀有技能加入手卡,選擇一張妹紅的稀有技能加入手卡
BattleDia/MokouMode/Normal1,Text,,"어머, 이번에는 내가 이긴 것 같네.","My, seems I’ve won this round.",どうやら今回は私の勝ちみたいね。,诶呀，看来这次还是我赢下来了呢。,誒呀，看來這次還是我贏下來了呢。
BattleDia/MokouMode/Normal2,Text,,그럼 여기까지만 할까.,"Well then, if you want to know the answer, come back next time.",だから、もう終わりしましょう。,那么，想知道答案就下次再来吧。,那麼，想知道答案就下次再來吧。
BattleDia/MokouMode/Normal3,Text,,"잘 가, 모코우.","Farewell, Mokou.",さよなら、妹紅。,再会了，妹红。,再會了，妹紅。
BattleDia/MokouMode/Phase6_1,Text,,"모코우, 실력이 많이 늘었네……","Mokou, you’ve grown stronger...",妹紅、ずいぶん強くなったわね......,妹红，你还是这么强大呢……,妹紅，你還是這麼强大呢……
