Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_Fistelli_0_Description,Text,,,,,,
Buff/B_Fistelli_0_Name,Text,,死亡천사,Angel of Death,,死亡天使,
Buff/B_Fistelli_11_R_Description,Text,,'미래 베기' 또는 '과거 베기'를 하나 뽑은 후 현세베기 - 요저를 추가로 사용합니다.,"Draws one ""Future Slash"" or ""Past Slash"" and then additionally uses ""Present Slash - Demon Butterfly"".",,抽取一张'未来斩'或'过去斩'后追加使用“现世斩-妖蝶”。,
Buff/B_Fistelli_11_R_Name,Text,,요저나비 공주,Demon Butterfly Princess,,妖蝶公主,
Buff/B_Fistelli_12_LucyD_Description,Text,,턴 종료시 손에있는 가장 아래의 두 개의 기술을 버립니다.,Discards the two bottom skills in hand at the end of the turn.,,回合结束时丢弃手中最下面的两个技能,
Buff/B_Fistelli_12_LucyD_Name,Text,,실패,Miss,,落空,
Buff/B_Fistelli_P_0_Description,Text,,"방어로 받는 피해가 5 이상일 경우 피해량을 50% 감소시킵니다.
아군이 공격 받을 때 대신 공격을 받고 이 버프를 제거합니다.
이 버프 효과가 발동될 때마다 자신은 <color=purple>최대 체력의 10% (&a)에 해당하는 고통 데미지</color>를 받습니다.","Reduces damage taken by 50% when blocking damage of 5 or more.
When an ally is attacked, takes the attack in their place and removes this buff.
Each time this buff is triggered, the user takes <color=purple>pain damage equal to 10% of their max HP (&a)</color>.",,"格挡伤害值大于等于5点的伤害使其减少50%的伤害。
有友军被攻击时，代替其承受攻击，然后消除该增益。
每触发一次该增益的效果，则自身受到相当于<color=purple>最大体力值10%(&a)的痛苦伤害</color>。",
Buff/B_Fistelli_P_0_Name,Text,,요도 방어,Demon Blade Parry,,妖刀招架,
Buff/B_Fistelli_P_1_Description,Text,,"버린 카드 덱에서의 과거베기의 수: &a
자신의 기술을 뽑을 때 '과거 베기'를 한 장 덱에서 뽑습니다.","Number of ""Past Slash"" in the discard pile: &a.
When drawing your own skill, draw one ""Past Slash"" from the discard pile.",,"弃牌库中过去斩的数量:&a。
抽取到自己的技能时从弃牌库中抽取一张'过去斩'。",
Buff/B_Fistelli_P_1_Name,Text,,메아리,Echo,,回声,
Buff/B_Fistelli_Public_Description,Text,,자신의 기술을 사용하여 적을 명중시킨 후 한 층을 줄인다.,Reduces one layer after using your own skill to hit an enemy.,,使用自己的技能命中敌人后减少一层。,
Buff/B_Fistelli_Public_Name,Text,,죽음의 흰 깃털,White Feather of Death,,死亡白羽,
Buff/B_Ling_Enemy_0_Name,Text,,선령의 축복,Spirit's Blessing,,仙灵祝福,
Buff/B_Ling_Enemy_P_Description,Text,,"매 턴 시작 시 모든 아군에게 영혼의 축복을 부여합니다.
고슴도치 한마리가 패배할 때마다 '분노'를 발동합니다.
모든 고슴도치가 사망하면 린은 도망갑니다.","At the start of each turn, grants all allies the Spirit's Blessing.
Releases ""Anger"" each time a hedgehog is defeated.
Ling will flee after all hedgehogs are defeated.",,"每回合开始时为所有友军施加仙灵祝福。
每有一个草刺猬被击败释放“生气”。
所有草刺猬死亡后泠就会逃走。",
Buff/B_Ling_Enemy_P_Name,Text,,이상한 소녀,Strange Girl,,奇怪的少女,
Buff/B_Potion_Blood_Description,Text,,,,,,
Buff/B_Potion_Blood_Name,Text,,진혈,True Blood,,真血,
Character/Fistelli_PassiveDes,Text,,"전투 중 덱을 섞을 때, 손에 있는 비용이 0보다 큰 모든 기술에 요저 를 부여합니다. (루시 기술, 미래 베기, 과거 베기는 제외)
미래 베기 또는 과거 베기를 한 장 뽑은 후 자신에게 '요도 방어'를 부여합니다.


'요저'가 있는 기술의 비용이 1 감소하고 사용 시 자신에게 고통 데미지를 입힙니다.
'요도 방어'를 가지고 있을 때 받는 피해가 감소되며, 아군이 공격을 받을 경우 그 대신 피해를 받습니다.","When the deck is shuffled during battle, grants ""Demon Curse"" to all skills in hand with a cost greater than 0 (excluding Lucy skills, Future Slash, and Past Slash).
After drawing one ""Future Slash"" or ""Past Slash"", gains the buff ""Demon Blade Parry"".

Skills with ""Demon Curse"" have their cost reduced by 1 but inflict pain damage on the user when used.
While holding ""Demon Blade Parry"", damage taken is reduced, and if an ally is attacked, takes the attack in their place.",,"在战斗中牌库洗牌时为手中所有费用大于0的技能赋予'妖邪'(不包括露西技能，未来斩和过去斩)。
在抽取一张未来斩或过去斩后自身获得增益'妖刀招架'。

带有'妖邪'的技能费用减一使用时对自身造成痛苦伤害。
持有'妖邪招架'时受到的伤害减少，若有友军被攻击，则代替其承受攻击。",
Character/Fistelli_PassiveName,Text,,요저의 칼,Demon Cursed Blade,,妖邪之刀,
Character/Fistelli_SelectInfo,Text,,"피스틀리는 기사 가문에서 태어났으며, 요도의 현세에 불행한 전조가 그 가문에 내려앉았습니다. 가문의 유일한 혈통을 보존하기 위해 피스틀리는 현재의 요도 소지자가 되었습니다. 지금은 피스틀리가 세계를 누비며 요도를 봉인하거나 파괴하기 위한 방법을 찾기 위해 노력하고 있습니다.
요도 - 나세레네은(는) 출처가 불분명하고 전설적으로 존재하는 요도입니다. 이는 과거와 미래의 자신과 공감하며, 과거와 미래의 요도 소지자를 소환할 수 있습니다. 요도는 지속적으로 소지자의 기억을 침식시키고, 그를 역사적인 요도 소지자들과 동질화시킵니다. 마침내 요도의 과거가 되는 것입니다.

피스틀리는 절대적인 개인 공격 능력과 스킬 추출 능력을 가지고 있지만, 적을 공격하는 동시에 스스로에게도 피해를 입힙니다.","Fistelli was born into a knightly family, but an unfortunate omen of the demon blade's appearance befell her family. To preserve the family's only bloodline, Fistelli became the current wielder of the demon blade. Now, Fistelli travels the world in search of a way to seal or destroy the blade.
The demon blade—Natselene—is a mysterious and legendary existence. It resonates with its past and future selves, summoning past and future wielders of the blade. The blade continuously erodes the wielder's memories, assimilating them with past wielders, until they become part of the blade's history.

Possesses absolute single-target attack and skill-drawing abilities, but damages herself while harming enemies.",,"菲斯特莉出生于骑士家族，因为妖刀现世不幸的凶兆降临在了她的家族，为保存家族唯一的血脉，菲斯特莉成为了现任的妖刀持有者。现在菲斯特莉正游遍世界只为找到封印妖刀或者摧毁它的方法。
妖刀-那塞勒涅，来历不明且传说不断的存在。它可以与过去和未来的自己进行共鸣，然后召唤出过去和未来的妖刀持有者。妖刀会不断的侵蚀持有者的记忆并将其与历代持有者同质化，最后完全成为妖刀的过去。

拥有绝对的单体攻击能力和技能抽取能力，但伤害敌人的同时也会伤害自己。",
Character/Fistelli_Text_Battle_AllyND_0,Text,,내 뒤에 서! ,Stand behind me!,,站到我身后！,
Character/Fistelli_Text_Battle_AllyND_1,Text,,흉조가 여전히 강림했다. ,The omen has still come to pass.,,凶兆还是降临了。,
Character/Fistelli_Text_Battle_Cri_0,Text,,그게 너의 불운이야! ,This is your misfortune!,,这就是你的厄运！,
