Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_SilverWolf_10_Description,Text,,,,,,
Buff/B_SilverWolf_10_Name,Text,,현실,Reality,,现实,現實
Buff/B_SilverWolf_10buff_Description,Text,,,,,,
Buff/B_SilverWolf_10buff_Name,Text,,가상,Phantom,,幻影,幻影
Buff/B_SilverWolf_11debuff_Description,Text,,,,,,
Buff/B_SilverWolf_11debuff_Name,Text,,악성코드,Malicious Code,,恶意代码,惡意代碼
Buff/B_SilverWolf_11dot_Description,Text,,,,,,
Buff/B_SilverWolf_11dot_Name,Text,,양자얽힘,Entanglement,,纠缠,糾纏
Buff/B_SilverWolf_12_Debuff_Description,Text,,,,,,
Buff/B_SilverWolf_12_Debuff_Name,Text,,약점 침입,Vulnerability Intrusion,,漏洞侵入,漏洞侵入
Buff/B_SilverWolf_14_Description,Text,,,,,,
Buff/B_SilverWolf_14_Name,Text,,페이로드,Attack Payload,,攻击载荷,攻擊載荷
Buff/B_SilverWolf_15_Description,Text,,,,,,
Buff/B_SilverWolf_15_Name,Text,,공격력감소,ATK Reduction,,攻击力降低,攻擊力降低
Buff/B_SilverWolf_16_Description,Text,,,,,,
Buff/B_SilverWolf_16_Name,Text,,격파,Weakness Break,,弱点击破,弱點擊破
Buff/B_SilverWolf_18_Description,Text,,피격시 1스택을 소모해 그 피해를 0으로 만듭니다,"When taking damage, reduce that damage to 0. 
Lose 1 stack each time damage is taken.",,"受到伤害时将该伤害降低为0。
受到伤害时减少1层。
","受到傷害時將該傷害降低為0。
受到傷害時減少一層。"
Buff/B_SilverWolf_18_Name,Text,,홀로그램 데코이,Holographic Decoy,,全息投影诱饵,全息投影誘餌
Buff/B_SilverWolf_2_Description,Text,,은랑 스킬 강화,Silver Wolf's skills gain enhanced effects.,,银狼的部分技能获得强化效果。,銀狼的部分技能獲得强化效果。
Buff/B_SilverWolf_2_Name,Text,,오버레이 네트워크,Overlapping Network,,重叠网络,重叠網絡
Buff/B_SilverWolf_3_buff_Description,Text,,,,,,
Buff/B_SilverWolf_3_buff_Name,Text,,속성 증가,Stat Boost,,数值提升,數值提升
Buff/B_SilverWolf_4_Description,Text,,,,,,
Buff/B_SilverWolf_4_Name,Text,,방어력 감소,DEF Reduction,,防御力降低,防禦力降低
Buff/B_SilverWolf_5_Buff_Description,Text,,해킹,Minor cheats don't count as cheats.,,小开不算开。,小開不算開。
