Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_Jefuty_P_1_Description,Text,,,"When successfully dodging, heal 5 HP.",,成功闪避时，治疗5,
Buff/B_Jefuty_P_1_Name,Text,,,Catch Breath,,喘息,
Buff/B_Jefuty_P_2_Name,Text,,,Passive,,被动,
Buff/B_Jefuty_R1_Description,Text,,,The Mana cost of cards in your hand. <color=orange>Ignores Taunt</color><color=orange>,,"自己手中的牌ap消耗
<color=orange>无视嘲讽</color><color=orange>",
Buff/B_Jefuty_R1_Name,Text,,,Miracle Declaration,,神迹宣言,
Buff/B_Jefuty_S10_1_Description,Text,,,"Cannot act.
Removed at the start of the turn.
Upon natural removal, restore 50% of max HP and apply Calm to self.
Each dodge during this effect's duration grants 10% Attack Power.
Current Dodge Count: &a",,"无法行动
回合开始时解除，自然解除后恢复自身50%最大生命值，并为自身施加 沉稳
存在期间每次闪避，后续会为自身提供10%攻击力
当前闪避次数：&a",
Buff/B_Jefuty_S10_1_Name,Text,,,Bide,,蓄势待发,
Buff/B_Jefuty_S10_2_Name,Text,,,Calm,,沉稳,
Buff/B_Jefuty_S1_10_Description,Text,,,"Each turn, 50% chance to gain 1 stack.",,每回合有50%概率增加一层,
Buff/B_Jefuty_S1_10_Name,Text,,,Deep Burn,,深度烧伤,
Buff/B_Jefuty_S1_11_Description,Text,,,,,,
Buff/B_Jefuty_S1_11_Name,Text,,,Concussed,,受震荡,
Buff/B_Jefuty_S1_12_Description,Text,,,<color=yellow>Ignores Taunt</color>,,<color=yellow>无视嘲讽</color>,
Buff/B_Jefuty_S1_12_Name,Text,,,Infrared Detection,,红外探测,
Buff/B_Jefuty_S1_1_Description,Text,,,,,,
Buff/B_Jefuty_S1_1_Name,Text,,,Smoke Interference,,烟雾干扰,
Buff/B_Jefuty_S1_2_Name,Text,,,Blood Taint,,血浊,
Buff/B_Jefuty_S1_3_Name,Text,,,Dazzle,,眩目,
Buff/B_Jefuty_S1_4_Name,Text,,,Burn,,烧伤,
Buff/B_Jefuty_S1_5_Name,Text,,,Hinder Action,,阻碍行动,
Buff/B_Jefuty_S1_6_1_Name,Text,,,Fatigue,,乏力,
Buff/B_Jefuty_S1_6_Description,Text,,,"When attacked, deal &a damage to the attacker before the attack and apply Fatigue.",,受到攻击时，在攻击前对攻击者造成&a点伤害，并施加乏力,
Buff/B_Jefuty_S1_6_Name,Text,,,Tracking Mine,,追踪绊雷,
Buff/B_Jefuty_S1_7_Description,Text,,,"Damage taken increased by 30%. After taking damage, reduce 1 stack.",,受到伤害增加30%，受到伤害后减少一层,
Buff/B_Jefuty_S1_7_Name,Text,,,Reverse Blood,,逆血,
Buff/B_Jefuty_S1_8_Description,Text,,,Damage taken reduced by 10%.,,受到伤害降低10%,
Buff/B_Jefuty_S1_8_Name,Text,,,Temporary Cover,,临时掩体,
Buff/B_Jefuty_S1_9_Description,Text,,,,,,
Buff/B_Jefuty_S1_9_Name,Text,,,Force Field Breach,,力场破坏,
Buff/B_Jefuty_S2_Description,Text,,,"If unable to dodge, reduce damage taken by 40%.",,若不能闪避，则减少40%受到的伤害,
Buff/B_Jefuty_S2_Name,Text,,,Premonition,,预知,
Buff/B_Jefuty_S3_2_Name,Text,,,Self-Heal,,自愈,
Buff/B_Jefuty_S4_Description,Text,,,"Records damage dealt by the caster to the target, increasing damage taken from the caster based on the recorded value.
Current increase: &a%",,"记录施加者对目标造成的伤害，使受到的来自施加者的伤害根据记录值增加
当前增加值：&a % ",
Buff/B_Jefuty_S4_Name,Text,,,Nemesis,,仇敌,
Buff/B_Jefuty_S7_Description,Text,,,"After taking damage, reduce 1 stack. Each stack increases damage dealt by 10%.",,"受到伤害后减少一层
每层使造成伤害增加10%",
Buff/B_Jefuty_S7_Name,Text,,,Execution Feedback,,斩杀反馈,
Buff/B_Jefuty_S8_Description,Text,,,"After attacking, if the target is not defeated, deal additional damage equal to 100% of the caster's Attack Power and reduce 1 stack. If Supporting Fire defeats the target, the caster gains 1 stack of Execution Feedback.",,"攻击后，若目标未死亡，对其追加[施加者攻击力100%]伤害，并减少一层层数
若此次支援射击击杀目标，则[施加者]获得一层 斩杀反馈",
Buff/B_Jefuty_S8_Name,Text,,,Supporting Fire,,支援射击,
Buff/B_Mosin_Description,Text,,,Next damage dealt increased by 30%.,,下一次造成伤害增加30%,
Buff/B_Mosin_Name,Text,,,Mosin-Nagant,,莫辛纳甘,
Buff/B_WeaponStation_Description,Text,,,"Current remaining action points: &a
Current max barrier: &b
Consume 1 Mana before an enemy attacks to perform an Alert Shot.",,"当前剩余行动点：&a
当前最大屏障：&b
在敌方攻击[buff持有者]前消耗一点行动点，进行警戒射击
点击buff恢复一半最大屏障，不可超过上限",
Buff/B_WeaponStation_Name,Text,,,Weapon Station,,武器站,
Character/Jefuty_CampSelectWord,Text,,,I will carry hope... and keep moving forward.,,我会承载希望...走下去,
