Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_Rust_10_Description, Text,,대상에게 파갑 최대 중첩 횟수 +2,"Increases the maximum stacks of the ""Armor Break"" debuff on the target by 2.",このキャラクターの「破甲」階数の上限+2,该角色身上的“破甲”减益层数上限+2,
Buff/B_Rust_10_Name, Text,,파괴,BREAK,しんどう,震荡,
Buff/B_Rust_6_Description, Text,,공격 후 해제,Removed after attacking.,攻撃後に解除,攻击后解除,
Buff/B_Rust_6_Name, Text,,방해,Interference,妨害される,被干扰,
Buff/B_Rust_9_Description, Text,,"라운드 시작 시 획득하는 탄약 장전: 1
적 사망 시 획득하는 탄약 장전: 1
","Gain 1 ""Bullet Reload"" at the start of the turn.
Gain 1 ""Bullet Reload"" when an enemy dies.","ターン開始時の弾丸装填：1
敵が死亡した場合の弾丸装填：1
","回合开始时获得子弹装填：1
有敌人死亡时获得子弹装填：1
",
Buff/B_Rust_9_Name, Text,,탄약 개량,Ammo Enhancement,弾薬改良,弹药改良,
Buff/B_Rust_BulletClip_Description, Text,,탄창에 탄약이 있을 경우 손의 스킬 중 아래에서부터 탄약을 장전할 수 있는 스킬에 강화탄 버프를 추가합니다. 탄약 종류별로 3개까지 저장할 수 있습니다.,"When there are bullets remaining in the clip, adds a special bullet buff to the lowest skill in your hand that doesn't already have this buff. Each bullet type can be stored up to 3 times.",この中に弾が残っている場合、自分の手札の一番下にこの弾がない技に特殊弾を付加する。各弾は最大3発貯蔵される。,当储弹中有剩余子弹时，会为自己手牌中最下方无此增益的技能附加特殊子弹增益。每种子弹最多储存3枚。,
Buff/B_Rust_BulletClip_Name, Text,,탄창,Bullet Clip,貯弾,储弹,
Buff/B_Rust_Bullet_1_Name, Text,,파갑,Armor Break,破甲,破甲,
Buff/B_Rust_Bullet_4_Description, Text,,"사용자의 능력에 따라 약화, 방해, 고통 저항 수치를 감소시킵니다.","Reduces the target's resistance values (Weaken, CC, Pain Resistance) based on the user's corresponding abilities.",使用者の弱化、干渉、苦痛抵抗力の能力に応じて抵抗力に対応する数値を下げる。,根据使用者的弱化、干扰、痛苦抵抗力的能力降低对应抵抗力的数值。,
Buff/B_Rust_Bullet_4_Name, Text,,감전,Electrified,ぎらぎら光る,眩光,
Buff/B_Rust_Bullet_5_Name, Text,,녹슴,Rust,さび,锈蚀,
Buff/B_Rust_R1_Description, Text,,"강화탄을 장전한 스킬을 사용할 경우, 러스트의 스킬을 우선으로 하여 덱에서 1장을 뽑습니다.","When using a skill that has been loaded with a bullet, prioritize drawing 1 of your own skills.",弾を装填した自分のスキルを出す場合は、自分のスキルを1つ優先的に抽出します。,打出已经装填子弹的自己的技能时，优先抽取1个自己的技能。,
Buff/B_Rust_R1_Name, Text,,흑장미 작전계획,Black Rose Operation Plan,黒バラ作戦計画,黑玫瑰作战计划,
Buff/B_Rust_R2_Description, Text,,재장전시 녹슨 탄을 장전할 수 있습니다.,"Adds ""Rusty Bullet"" to the bullet reload options.",弾丸装填オプションにさび弾を加えて装填する。,在子弹装填选项中加入锈蚀子弹装填。,
Buff/B_Rust_R2_Name, Text,,녹슨 탄 장전,Rusty Bullet Reload,さび弾装填,锈蚀子弹装填,
Character/Rust_PassiveDes, Text,,"탄약 장전과 탄약 소모를 손에 있는 러스트의 스킬에서 수행할 수 있습니다.
전투 시작 시 무작위로 2회 탄약 장전: 1

탄약 장전: 이 버프를 획득할 때, 강화탄 버프를 선택하여 자신의 손패 중 가장 아래에 이 버프가 없는 스킬에 강화탄 버프를 추가합니다.
탄약 소모: 이번 라운드 안에 러스트의 과부하가 3에 도달하면, 손의 모든 강화탄이 장전된 스킬을 시전합니다. 사용시 특수 효과를 적용합니다.(탄약 버프를 소모합니다)","Can perform special ""Bullet Reload"" and ""Unload Ammo"" on exclusive skills in hand.
At the start of battle, randomly reload bullets twice: 1

[Bullet Reload]: When gaining this buff, choose a special bullet buff and add it to the lowest skill in your hand that doesn't already have this buff.
[Unload Ammo]: When your Overload stacks reach 3 in this turn, remove all bullet reload buffs from skills in your hand, triggering their special effects upon removal. (Counts as consuming stacks)","手札の中の専属技能は特殊な「弾丸装填」と「弾薬除去」を行う。
戦闘開始時に無作為に2回の弾丸装填を行う：1

【弾丸装填】：この利得を得る時、特殊弾丸利得を選択し、自分の手札の中で最も下にこの利得がない技能に特殊弾丸利得を付加する。
【弾薬除去】：このターン内に、自身の過負荷層数が3に達した場合、手札中のすべての技能弾丸装填利得を解除し、解除時にこの特殊効果をトリガする。（消費層数とみなす）","可以对手牌中的专属技能进行特殊【子弹装填】和【卸除弹药】。
战斗开始时随机进行两次子弹装填：1

【子弹装填】：获得此增益时，选择一种特殊子弹增益，为自己手牌中最下方无此增益的技能附加特殊子弹增益。
【卸除弹药】：本回合内，自身过载层数达到3时，解除手牌中所有的技能子弹装填增益，解除时触发该特殊效果。（视为消耗层数）",
Character/Rust_PassiveName, Text,,녹슨 음각탄,Rust-Engraved Bullet,さび銘弾,锈蚀铭刻弹,
Character/Rust_SelectInfo, Text,,"방주 조사단 후방 장비부 책임자.

컬러 화요일 사건 이후 전선에서 철수한 이후 조사단의 물질 운송과 보장에 주력해 왔다.그녀의 총은 이번 사건 이후 총관에서 검은 장미 한 송이가 자라나 총강 구조도 녹슬었다.

그 후 새로운 총관 구조에 적응하기 위해 특수한 녹슨 총알을 자체 개발하여 사용하였다 (사실상, 이것들은 실제로 녹이 슨 것이 아니다. 단지 그녀가 대외적으로 공언한 것일 뿐이다).

그녀의 특수 장전 탄환은 자신의 전속 기술에 추가 공격 효과를 부여할 수 있다.","Head of the Logistics and Equipment Department of the Ark Investigation Team.

After withdrawing from the front lines following the ""Color Tuesday"" incident, she has been dedicated to material transportation and support for the investigation team. Her gun grew a black rose from its barrel after the incident, and its structure became ""rusted"".

Later, to adapt to the new barrel structure, she developed special rusted bullets for use (though they aren't actually rusted—she just claims they are).

Her special loaded bullets grant additional attack effects to her exclusive skills.","方舟調査団後方勤務装備部責任者。

「カラー・チューズデー」事件後に前線から撤退して以来、調査団の物質輸送と保障に力を入れてきた。彼女の配銃は今回の事件後、銃管から黒いバラが成長し、銃器の構造も「錆化」した。

その後、新しい銃管構造に適応するために、独自に特殊なさび弾を開発して使用した（実際には、これらは実際にさびたのではなく、彼女が公言しているだけ）。

彼女の特殊装填弾は自分の専属スキルに追加の攻撃効果を与えることができる。とができる。","方舟调查团后勤装备部负责人。

自从“彩色星期二”事件后从前线撤离下来，后一直致力于为调查团的物质运输与保障。她的配枪在这次事件后从枪管中生长出了一朵黑色玫瑰，枪膛结构也随之“锈蚀化”。

后来为了适应新的枪管结构，自行研发了特殊的锈蚀子弹以供使用（事实上，这些并不是真正的生锈了，只是她对外宣称的而已）。

她的特殊装填子弹可以给自己的专属技能赋予额外的攻击效果。",
Character/Rust_Text_Battle_AllyND_0, Text,,엄호!,Cover me!,おおい隠す!,掩护！,
Character/Rust_Text_Battle_AllyND_1, Text,,뒤를 조심해라！,Watch your six!,Watch your six！,Watch your six！,
Character/Rust_Text_Battle_Cri_0, Text,,일격에 죽다.,One-shot kill.,一撃で命を落とす。,一击毙命。,
Character/Rust_Text_Battle_Cri_1, Text,,목표를 제압하였습니다!,Target suppressed!,目標を制圧しました！,已压制目标！,
Character/Rust_Text_Battle_Cri_2, Text,,장전 완료!,Reload complete!,装填完了！,装填完成！,
Character/Rust_Text_Battle_Healed_0, Text,,…고맙군,…Thanks.,……感謝,……感谢,
Character/Rust_Text_Battle_Idle_0, Text,,물자 분배 완료. 언제든 전투를 시작할 수 있다.,"Supplies checked, ready for combat at any time.",物資の点検が終わり、いつでも作戦の準備をする。,物资清点完毕，随时准备作战。,
Character/Rust_Text_Battle_Idle_1, Text,,경계 유지.,Stay alert.,警戒を保つ。,保持警戒。,
Character/Rust_Text_Battle_Kill_0, Text,,재장전！,Reloading!,Reloading！,Reloading！,
Character/Rust_Text_Battle_Kill_1, Text,,목표물 처치 확인.,Target confirmed eliminated.,ターゲットは殺されたことを確認した。,目标确认已被击杀。,
Character/Rust_Text_Battle_ND_0, Text,,…지원 필요,…Need backup.,……支援が必要,……需要支援,
Character/Rust_Text_Battle_ND_1, Text,,…난 쓰러질 수 없어.,…I can't fall here.,…私は倒れることができません,……我不能倒下,
Character/Rust_Text_Battle_Start_0, Text,,"목표물 발견, 전투 개시!","Target spotted, moving into combat position!",目標を発見して、戦闘位置に入ります！,发现目标，进入战斗位置！,
Character/Rust_Text_Battle_Start_1, Text,,"적습, 시야를 확보하라!","Enemy attack, maintain clear sightlines!",敵が襲い、視界を良好に保つ！,敌袭，保持良好视野！,
Character/Rust_Text_Field_GetItem_0, Text,,물자는 내가 점검하겠다.,Leave the supplies to me for inventory.,物資は私に任せて点検してください。,物资交给我来清点吧。,
Character/Rust_Text_Field_Idle_0, Text,,물자는 충분하다. 전진하자.,"Supplies are plentiful, let's keep moving.",物資に余裕があるので、引き続き前進しましょう。,物资充裕，我们继续前进吧。,
Character/Rust_Text_Field_Idle_1, Text,,내 수류탄으로도 길을 열 수 있지.,"If all else fails, my grenades can clear the way.",私の手雷も道を開くことができます。,实在不行我的手雷也可用做开路。,
Character/Rust_Text_Field_Potion_P_0, Text,,…고맙군,"Thanks, want a sip?",感謝,谢谢，你也要来一口吗？,
Character/Rust_Text_PharosLeader_0, Text,,그'검은 장미'를 내놓아라!,"Hand over that ""Black Rose""!",その「黒いバラ」を差し出せ！,交出那朵“黑玫瑰”！,
