Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_Grayreaper_0_Description,Text,,따뜻한 기운이 느껴진다...,A warm sensation is felt...,,能感受到温暖的气息...,
Buff/B_Grayreaper_0_Name,Text,,장작,Matchstick,,火柴,
Buff/B_Grayreaper_4_Description,Text,,공격력이 증가합니다.,Increases attack power.,,,
Buff/B_Grayreaper_4_Name,Text,,공격! 공격!,Attack! Attack!,,进攻！攻击！,
Buff/B_Grayreaper_5_Description,Text,,,,,,
Buff/B_Grayreaper_5_Name,Text,,영혼 간파,Soul Insight,,灵魂看破,
Buff/B_Grayreaper_6_Description,Text,,방어력이 증가합니다. 피격 시 해제됩니다.,Increases defense. Removed when hit.,,防御力增加，受到攻击后解除,
Buff/B_Grayreaper_6_Name,Text,,아프지 마세요!,"Pain, Pain, Go Away!",,疼痛，疼痛，飞走吧！,
Buff/B_Grayreaper_8_Description,Text,,"공격 받을 확률 대폭 증가
피격시 공격한 적에게 공격력 약화를 부여합니다.","Greatly increases the chance of being attacked.
When hit, weakens the attacker's attack power.",,"""受到攻击的概率大幅增加
如果受到攻击，降低敌方的攻击力。""",
Buff/B_Grayreaper_8_Name,Text,,어린이 보호구역,Child Protection Zone,,儿童保护领域,
Buff/B_Grayreaper_9_0_Name,Text,,꺼지지 않는 잔불,Unextinguished Embers,,不间断的余火,
Buff/B_Grayreaper_9_Description,Text,,종료 시 '꺼지지 않는 잔불'을 부여합니다.,"Grants ""Unextinguished Embers"" when ended.",,"""一旦结束，就发出""""不间断的余火""""。""",
Buff/B_Grayreaper_9_Name,Text,,사신의 창염,Reaper's Scorching Flame,,死神的疮炎,
Buff/B_Grayreaper_P_Description,Text,,,,,,
Buff/B_Grayreaper_P_Name,Text,,황금 사신의 가호,Golden Reaper's Blessing,,黄金死神的加护,
Buff/B_Grayreaper_R_1_Description,Text,,매턴 장작을 2 부여합니다.,Grants 2 Matchsticks each turn.,,每回合获得两根火柴,
Buff/B_Grayreaper_R_1_Name,Text,,감정 흡수,Emotion Absorption,,情绪吸收,
Buff/B_Grayreaper_R_2_0_Description,Text,,,,,,
Buff/B_Grayreaper_R_2_0_Name,Text,,용사의 가호,Hero's Blessing,,英雄的祝福,
Buff/B_Grayreaper_R_2_1_Description,Text,,매턴 무작위 적을 공격합니다.,Attacks a random enemy each turn.,,当你开始转弯时，攻击一个随机的敌人.,
Buff/B_Grayreaper_R_2_1_Name,Text,,용사 황금 사신,Golden Reaper Knight,,黄金死神骑士,
Buff/B_Grayreaper_R_3_1_Name,Text,,확률 조작,Probability Manipulation,,概率操作,
Buff/B_Grayreaper_R_3_2_0_Name,Text,,이!,You!,,您!,
Buff/B_Grayreaper_R_3_2_1_Description,Text,,그저 화가 났을뿐,Just angry.,,只是生气,
Buff/B_Grayreaper_R_3_2_1_Name,Text,,망할!,Damn it!,,可恶!,
Buff/B_Grayreaper_R_3_2_2_Name,Text,,사신이!,Reaper!,,死神!,
Buff/B_Grayreaper_R_3_Description,Text,,턴 시작시 패에 '기적'을 추가하고 스택이 차감됩니다.,"Adds ""Miracle"" to hand at the start of the turn and reduces stacks.",,"""在转弯开始时，将""""奇迹""""添加到包装中并扣除堆栈。""",
Buff/B_Grayreaper_R_3_Name,Text,,소원,Wish,,愿望清单,
Buff/B_Grayreaper_T_8_Description,Text,,,,,,
Buff/B_Grayreaper_T_8_Name,Text,,죄책감,Guilt,,罪恶感,
Character/Grayreaper_CampSelectWord,Text,,신비로운 오브젝트 회색사신. 미니 사신들과 함께 즐거운 한 때를.,Mysterious Object: Gray Reaper. Enjoy a pleasant time with the mini reapers.,,神秘物体灰色收割者。 与迷你收割机一起度过愉快的时光。,
Character/Grayreaper_PassiveDes,Text,,"전투 시작시 다른 아군 수만큼 덱에 '애착 인간!' 카드를 추가합니다.

매턴 자신에게 생존한 아군 수만큼 장작을 부여합니다.
장작은 스킬 사용시 소모되어 추가적인 효과를 발생시킵니다.","At the start of battle, adds ""Chosen Human!"" cards to the deck equal to the number of other allies.

Grants Matchsticks equal to the number of surviving allies each turn.
Matchsticks are consumed when using skills, triggering additional effects.",,"""战斗开始每有一个存活的其他友军，就将1张""被选中的人!""加入卡组。
每回合开始时，灰色死神根据其他存活友军数量获得火柴。
使用技能时会消耗火柴，产生追加效果。""",
Character/Grayreaper_PassiveName,Text,,밝게 빛나는 장작,Brightly Burning Matchstick,,熊熊燃烧的火柴,
Character/Grayreaper_SelectInfo,Text,,"#이 보고서는 @& 연구소의 자산입니다. 외부로 반출 하지 마십시오.
#이 보고서에 적힌 내용은 연구소 외부에서 읽을 경우 왜곡될 가능성이 높습니다.

오브젝트 명 - 회색 사신
오브젝트 위험 등급 : X

주의사항 - 회색 사신의 관리자에게서 정신 오염의 징후가 확인되었습니다. 해당 오브젝트의 관리자에 대한 지속적인 진단과 감시가 필요합니다.

관리방법 - (이 다음은 문자가 왜곡되어 읽을 수 없다.)","#This report is the property of the @& Research Institute. Do not remove it from the premises.
#Contents of this report may be distorted if read outside the institute.

Object Name: Gray Reaper
Object Danger Level: X

Caution: Signs of mental contamination have been detected in the Gray Reaper's handler. Continuous diagnosis and monitoring of the handler are required.
Containment Procedures: (The following text is distorted and unreadable.)",,"#此报告是 @& 研究所的资料，请勿外传。
#如果在研究所外阅读，该报告中的内容很可能被歪曲。

目标名称：灰色死神
对象危险等级: X

注意 - 管理员已经被证实有被灰色死神精神污染的迹象，需要立即进行持续的观察和处理。

遏制程序 - (以下文本由于失真无法阅读)",
Character/Grayreaper_Text_Battle_AllyND_0,Text,,(인간...위험!),(Humans... dangerous!),,(人类…危险!),
Character/Grayreaper_Text_Battle_Cri_0,Text,,(뚜쉬뚜쉬!),(Muttering...),,(自言自语),
Character/Grayreaper_Text_Battle_Healed_0,Text,,(살랑살랑),(Softly...),,(悄悄地),
Character/Grayreaper_Text_Battle_Idle_0,Text,,(파괴 조건은...),(Conditions for destruction...),,(毁灭的条件是...),
Character/Grayreaper_Text_Battle_Kill_0,Text,,(뀩!),(Hmph!),,(嘿),
Character/Grayreaper_Text_Battle_ND_0,Text,,(...도망칠까),(Should I run away...?),,(要逃跑吗?),
Character/Grayreaper_Text_Battle_Start_0,Text,,(해로운 오브젝트!),(Hostile object!),,(敌对目标!),
Character/Grayreaper_Text_Field_GetItem_0,Text,,(푸딩은 없으려나?),(Is there no pudding around?),,(周围没有布丁吗？),
Character/Grayreaper_Text_Field_Idle_0,Text,,(뚜방뚜방),(Doo-doo...),,(嘟嘟),
Character/Grayreaper_Text_Field_Potion_P_0,Text,,(우웩),(Ugh...),,(呜呜),
Character/Grayreaper_Text_PharosLeader_0,Text,,(히히),(Hehe...),,(呵呵),
Character/Grayreaper_Text_PharosLeader_1,Text,,(황금 사신들이 화가 난듯 회색 사신을 때리고 있다.),(The Golden Reapers seem angry and are hitting the Gray Reaper.),,(黄金死神们好像生气了，正在攻击灰色死神),
Character/Grayreaper_Text_PharosLeader_2,Text,,(장난이 심했나?),(Was the joke too much?),,(这个玩笑开得太过火了吗？),
Character/Grayreaper_name,Text,,회색 사신,Gray Reaper,,灰色死神的传说,
Skill/S_Grayreaper_10_Lucydraw_Description,Text,,"전투 시작시 덱의 맨 위에 올려 놓습니다.
덱의 모든 스킬을 확인하고 그중 2개를 선택하여 손으로 가져옵니다.","Placed at the top of the deck at the start of battle.
Inspects all skills in the deck and selects 2 to add to hand.",,战斗开始时出现在最上方。检查甲板上的所有技能，并将其中两个带到您的手中。,
Skill/S_Grayreaper_10_Lucydraw_Name,Text,,사신을 만나다,Encounter with the Reaper,,遇见死神,
Skill/S_Grayreaper_1_Description,Text,,"자신의 카드를 우선으로 스킬을 1개 뽑습니다.

장작 2를 소모하여 추가로 스킬을 1개 뽑습니다.

이 스킬로 뽑은 스킬들에 한 턴 후 버려짐을 부여합니다.","Prioritizes drawing 1 skill from your own cards.

Consumes 2 Matchsticks to draw an additional skill.

Skills drawn with this skill are discarded after 1 turn.",,"""优先抽取使用者的1个技能。
当火柴超过2根时，消耗2根火柴再抽取1个技能。

这个技能赋予由这个技能选择的技能在一回合后被扔掉的技能。""",
Skill/S_Grayreaper_1_Name,Text,,초-전도 개구리,Superconducting Frog,,超传导青蛙,
Skill/S_Grayreaper_2_Description,Text,,"아군 전체에게 회복게이지 보호를 부여합니다.

장작 6 소모시 &a의 피해를 막아주는 방벽을 생성합니다
","Grants healing gauge protection to all allies.
Consumes 6 Matchsticks to create a barrier that blocks &a damage.",,"""保护所有友军的体力极限。
当火柴超过6根时，消耗6根火柴，获得&a的防护墙。""",
Skill/S_Grayreaper_2_Name,Text,,하얀 아귀,White Maw,,白色饥荒死神,
