Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_SF_Scarecrow_10_1_Description,Text,,,,,,
Buff/B_SF_Scarecrow_10_1_Name,Text,,,Dancing on the Blade's Edge,,刀尖起舞,刀尖起舞
Buff/B_SF_Scarecrow_10_Description,Text,,,"Each time you dodge, gain 10% ATK (2 turns).",,每次闪避时，自身攻击力+10%（2回合）。,每次閃避時，自身攻擊力+10%（2回合）。
Buff/B_SF_Scarecrow_10_Name,Text,,,Dancing on the Blade's Edge,,刀尖起舞,刀尖起舞
Buff/B_SF_Scarecrow_11_Description,Text,,,"Negates 1 instance of damage.
While active, reduces &a's maximum [Floating Cannon] stacks by 1.",,"抵挡1次伤害。
持续期间使&a的【浮游炮】层数上限降低1层。","抵擋1次傷害。
持續期間使&a的【浮游炮】層數上限降低1層。"
Buff/B_SF_Scarecrow_11_Name,Text,,,Shadow Predation,,暗影捕食,暗影捕食
Buff/B_SF_Scarecrow_12_Description,Text,,,[Floating Cannon Shot] gains homing effect.,,【浮游炮射击】附带追踪。,【浮游炮射擊】附帶追蹤。
Buff/B_SF_Scarecrow_12_Name,Text,,,Floating Cannon Calibration,,浮游炮增幅(校正),浮游炮增幅(校正)
Buff/B_SF_Scarecrow_2_S_Description,Text,,,"When [Floating Cannon Shot] hits, apply 1 stack of [Curse Bind] (<sprite=0>&a%) to the target.",,【浮游炮射击】命中时给予目标1层【咒缚】(<sprite=0>&a%)。,【浮游炮射擊】命中時給予目標1層【咒縛】(<sprite=0>&a%)。
Buff/B_SF_Scarecrow_2_S_Name,Text,,,Curse Bind,,浮游炮增幅（咒缚）,浮游炮增幅（咒縛）
Buff/B_SF_Scarecrow_2_T_Description,Text,,,Consumes 1 stack when taking action.,,行动时消耗1层层数。,行動時消耗1層層數。
Buff/B_SF_Scarecrow_2_T_Name,Text,,,Curse Bind,,咒缚,咒縛
Buff/B_SF_Scarecrow_3_S_Description,Text,,,"When [Floating Cannon Shot] hits, inflict [Immobilize] (<sprite=0>&a%).",,【浮游炮射击】命中时给予目标【禁足】(<sprite=0>&a%)。,【浮游炮射擊】命中時給予目標【禁足】(<sprite=0>&a%)。
Buff/B_SF_Scarecrow_3_S_Name,Text,,,Immobilize,,浮游炮增幅（禁足）,浮游炮增幅（禁足）
