Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_Kashtira_0_1_Description,Text,,이 몬스터는 펜리르의 뒷면 제외 효과를 받지 않는다..,This monster is unaffected by Fenrir's banishing effect.,,,
Buff/B_Kashtira_0_1_Name,Text,,펜리르 면역,Fenrir Immunity,,,
Buff/B_Kashtira_0_Description,Text,,이번 턴 동안 행동할 수 없다.,Cannot act this turn.,,无法在本回合内行动。,
Buff/B_Kashtira_0_Name,Text,,뒷면 제외,Face-Down Banish,,里侧除外,
Buff/B_Kashtira_1_1_Description,Text,,이 몬스터는 유니콘의 뒷면 제외 효과를 받지 않는다.,This monster is unaffected by Unicorn's banishing effect.,,,
Buff/B_Kashtira_1_1_Name,Text,,유니콘 면역,Unicorn Immunity,,,
Buff/B_Kashtira_1_Description,Text,,이번 턴 동안 공격력/방어력이 절반이 된다.,Attack/Defense are halved this turn.,,本回合内攻击力/防御力减半。,
Buff/B_Kashtira_1_Name,Text,,뒷면 제외,Face-Down Banish,,里侧除外,
Buff/B_Kashtira_2_Description,Text,,,,,,
Buff/B_Kashtira_2_Name,Text,,뒷면 제외,Face-Down Banish,,里侧除外,
Buff/B_Kashtira_3_Description,Text,,,,,,
Buff/B_Kashtira_3_Name,Text,,제외,Banish,,除外,
Buff/B_Kashtira_5_Description,Text,,"다음 자신이 사용하는 ""크샤트리라"" 몬스터 카드는 비용이 7 감소한다.","The cost of the next ""Kashtira"" monster card you use is reduced by 7.",,下次使用的[怒刹帝利]怪兽卡的费用减少7点。,
Buff/B_Kashtira_5_Name,Text,,크샤트리라 버스,Kashtira Birth,,怒刹帝利·诞生,
Buff/B_Kashtira_7_1_Description,Text,,다음 턴 까지 행동할 수 없다.,Cannot act until the next turn.,,直到下回合前无法行动。,
Buff/B_Kashtira_7_1_Name,Text,,크샤트리라 오버랩,Kashtira Overlap,,怒刹帝利·交迭,
Buff/B_Kashtira_7_Name,Text,,크샤트리라 오버랩,Kashtira Overlap,,怒刹帝利·交迭,
Buff/B_Kashtira_P_Description,Text,,,,,,
Buff/B_Kashtira_P_Name,Text,,육세괴=파라이조스,Pressured Planet Wraitsoth,,六世坏·帕拉索眦,
Buff/B_Kashtira_R0_1_Description,Text,,"""뒷면 제외""가 적용될 때 마다 &a(70%)의 피해를 입는다.","Take &a (70%) damage each time ""Face-Down Banish"" is triggered.",,每次触发[里侧除外]时，受到&a(70%)伤害。,
Buff/B_Kashtira_R0_1_Name,Text,,크샤트리라 샹그릴라,Kashtira Shangri-Ira,,怒刹帝利·香格里拉,
Buff/B_Kashtira_R0_Description,Text,,"다음 턴 덱에서 ""크샤트리라"" 몬스터 1장을 비용을 7 감소시키고 신속을 부여하여 패에 넣는다.","At the start of the next turn, add 1 ""Kashtira"" monster from the deck to your hand, reduce its cost by 7, and grant it Swiftness.",,下个回合开始时，从牌组选择1个[怒刹帝利]怪兽卡加入手中，赋予迅速和其费用减少7点。,
Buff/B_Kashtira_R0_Name,Text,,크샤트리라 샹그릴라,Kashtira Shangri-Ira,,怒刹帝利·香格里拉,
Buff/B_Kashtira_R1_Description,Text,,,,,,
Buff/B_Kashtira_R1_Name,Text,,크샤트리라 어라이즈하트,Kashtira Arise-Heart,,怒刹帝利·亚拉眦哈忒,
