Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_Helta_3_Description,Text,,,"Pierce Defense +15%
Accuracy +4%
Healing Gauge Protection
When an attack hits, consume 1 stack to create 1 [Kuru Kuru~!].       ","防御力貫通+15%
命中率+4%
回復ゲージ保護
攻撃を命中させるとストックを1減らし、""くるくる～っと。”を作成する。",攻击命中时减少1层层数，生成1个[转圈圈～咚！]。,
Buff/B_Helta_3_Name,Text,,,Kick You When You're Down,弱みは付け込み,落井当下石,
Buff/B_Helta_4_Description,Text,,,"Healing Gauge Protection
When an attack hits, consume 1 stack to create 1 [Kuru Kuru~].","回復ゲージ保護
攻撃を命中させるとストックを1減らし、""くるくる～”を作成する。",攻击命中时减少1层层数，生成1个[转圈圈～]。,
Buff/B_Helta_4_Name,Text,,,Follow-up Attack,勝てば追い打ち,得胜必追击,
Buff/brain_Description,Text,,,,,,
Buff/brain_Name,Text,,,Canned Brain,缶詰の脳,罐头脑袋,
Buff/spacemoney_Description,Text,,,"<i><color=#696969>Notably, the digital art of Herta’s high-resolution side-profile silhouette embedded in these coins is far rarer than any buff.</color></i>",特筆すべきは、コインに含まれているハイレゾのヘルタ側面シルエットのデジタルアートは、あらゆるバフよりも遥かに希少であること。,<i><color=#696969>值得一提的是，现行流通的黑塔币不含任何贵金属成分，但它内含的黑塔高清侧影数字藏品却远比贵金属珍稀。</color></i>,
Buff/spacemoney_Name,Text,,,Herta Coin,ヘルタコイン,黑塔币,
Character/Helta_MOD_CampSelectWord,Text,,,,,,
Character/Helta_MOD_PassiveDes,Text,,,"At the start of each turn, add 1 [Auto-Reply Function] to your deck.
Whenever [Herta Coin] reaches 3 stacks during this cycle, prioritize drawing 1 of Herta’s skills.","各ターン開始時、「オート返答機能」を1枚山札に加える。
この周回中、「ヘルタコイン」のスタックが3になるたび、ヘルタのスキルを優先して一枚引く。","每回合开始时，将[自动应答模式]加入牌库。
每获得3层[黑塔币]，优先抽取1个黑塔的技能。",
Character/Helta_MOD_PassiveName,Text,,,Number 83 of the Genius Society,天才クラブ#83,天才俱乐部#83,
