Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_Amethyst_10_Description,Text,,,"Whenever the deck changes from odd to even, the character with this status takes damage each turn equal to the number of stacks.",,每当牌库从奇数变为偶数时，使持有该状态的角色受到该状态的每回合伤害。,
Buff/B_Amethyst_10_Name,Text,,,Burn,,灼烧,
Buff/B_Amethyst_5_0_Description,Text,,,"When any ally plays a Countdown skill from hand, release a copy without Countdown. 
Removes this status when any Countdown skill is played.",,"所有友军从手中打出倒计时技能时，释放一个没有倒计时的复制。
打出任意倒计时技能时解除该状态",
Buff/B_Amethyst_5_0_Name,Text,,,Star,,星星,
Buff/B_Amethyst_5_1_Description,Text,,,"When this status ends, heal 30% of all damage taken during its duration. 
(Currently healable: &a)",,"该状态结束时自身回复期间所受所有伤害的30%。
（当前可回复&a点）",
Buff/B_Amethyst_5_1_Name,Text,,,Microcosm,,小宇宙,
Buff/B_Amethyst_6_0_Description,Text,,,"When a Countdown skill is played, heal self for three times the Countdown value (max 15).",,打出倒计时技能时，回复自身该技能倒计时数三倍（最大为15点）的生命值。,
Buff/B_Amethyst_6_0_Name,Text,,,Wheel of Fortune,,命运之轮,
Buff/B_Amethyst_6_1_Description,Text,,,Damage taken reduced by 20%.,,受到伤害减少20%。,
Buff/B_Amethyst_6_1_Name,Text,,,Wheel of Fortune,,命运之轮,
Buff/B_Amethyst_9_0_Description,Text,,,Refunds the cost of the next Countdown skill.,,返还下一个倒计时技能的费用。,
Buff/B_Amethyst_9_0_Name,Text,,,Stellar Shift,,星移相位,
Buff/B_Amethyst_9_1_Description,Text,,,"When removed, heal 120% of all damage taken during this status. (Currently healable: &a)",,"解除时回复该状态期间所受所有伤害的120%的生命值。
（当前可回复&a点）",
Buff/B_Amethyst_9_1_Name,Text,,,Lightspeed,,光速,
Buff/B_Amethyst_R1_Description,Text,,,"Whenever the deck changes from odd to even, gain &a Shield for 1 turn.",,每当牌库从奇数变为偶数时，获得&a点防护罩持续1回合。,
Buff/B_Amethyst_R1_Name,Text,,,Starlight,,星光,
Character/Amethyst_PassiveDes,Text,,,Gain an exclusive consumable.,,获得一个专属消耗品。,
Character/Amethyst_PassiveName,Text,,,Amethyst,,紫色宝石,
Character/Amethyst_SelectInfo,Text,,,"Amethyst is an astronomy enthusiast who often observes celestial phenomena using her homemade telescope from the town's watchtower.
She has deep knowledge of astrology, naming all observed stars after familiar terms from her mind.
To ""protect the town's safety"" (self-proclaimed), she ventures to the clocktower to study stars from new angles.

A star-manipulating maiden who enhances skills through odd/even deck mechanics, excelling in Countdown strategies.",,"紫宝石是一位天文爱好者，经常在小镇的瞭望台上利用自制望远镜观望天象。
对于占星术颇有研究，观察的所有星星都会已自己脑海中熟悉的名字来命名。
为了小镇的安全（自称），决定前往钟楼从不同角度观察星星。

操控星星能力的星之少女，通过奇偶抽牌堆来增强技能的效果，非常擅长倒计时。",
Character/Amethyst_SkinDesc,Text,,,Amethyst's casual outfit worn while stargazing.,,紫宝石平时看星星时穿的的衣服。,
Character/Amethyst_Text_Battle_AllyND_0,Text,,,You don't look so well.,,你看起来气色不太好。,
Character/Amethyst_Text_Battle_AllyND_1,Text,,,Beg me if you need help.,,需要我的帮助就求我吧。,
Character/Amethyst_Text_Battle_Cri_0,Text,,,Perfect.,,就是这样。,
Character/Amethyst_Text_Battle_Cri_1,Text,,,Heh.,,呵呵。,
Character/Amethyst_Text_Battle_Healed_0,Text,,,Thanks~,,谢谢咯。,
Character/Amethyst_Text_Battle_Healed_1,Text,,,Not bad.,,做的不错嘛。,
Character/Amethyst_Text_Battle_Idle_0,Text,,,The stars are falling!,,星星要掉下来了！,
