Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_Candle_10_0_Description,Text,,,"This debuff's Pain damage is equal to 10% of the user's max Healing Gauge. 
When attacking, apply 1 stack of ""Flame Affix"" debuff to one target (<sprite=1>&a%). 
When receiving Pain damage from ""Flame Affix"" debuff, generate Candlelight Barrier equal to the stacks of Candle Affix. 
Removed when healed. |
     <color=#919191>Ⅱ</color> 
Removed and heals HP equal to half of base damage when at Death's Door.",,"此减益的痛苦伤害为10%使用者最大体力值。
攻击命中时对目标之一施加一层“火焰附加”减益(<sprite=1>&a%)。
受到来自“火焰附加”减益的痛苦伤害时，生成等同于烛光附加减益层数的烛火屏障。
受到治疗后解除。|
    <color=#919191>Ⅱ</color>
濒死时解除并治疗相当于基础伤害一半的生命值。",
Buff/B_Candle_10_0_Name,Text,,,Flame Affix,,灼光,
Buff/B_Candle_10_Description,Text,,,"When attacking, apply 1 stack of ""Flame Affix"" debuff to target (<sprite=1>&a%). 
Reduced by 1 stack upon successful application.     ",,"攻击命中时对目标施加一层“火焰附加”减益(<sprite=1>&a%)。
施加成功时减少一层。",
Buff/B_Candle_10_Name,Text,,,Candle Affix,,烛光附加,
Buff/B_Candle_1_Description,Text,,,"When attacking Candlelight Barrier, take Pain damage equal to &user's Pain Resistance * Attack Power (&a). 
If the attack destroys the barrier, take an additional instance of the above damage. | 
    <color=#919191>Ⅲ</color> 
Damage multiplier changes from Attack Power to max Healing Gauge.",,"攻击烛火屏障时，受到&user痛苦抵抗力*攻击力的伤害(&a)。
若该次攻击使烛火屏障被破坏，额外受到一次上述伤害。| 
    <color=#919191>Ⅲ</color>
伤害系数由攻击力变为最大体力值。",
Buff/B_Candle_1_Name,Text,,,Candlelight Thorns,,烛光荆棘,
Buff/B_Candle_2_0_Description,Text,,,Increases the number of debuff stacks applied to targets by skills by 1. Reduced by 1 stack after triggering.,,技能给予目标的减益层数额外增加一层。触发后减少一层。,
Buff/B_Candle_2_0_Name,Text,,,Affixed Light,,附光,
Buff/B_Candle_2_Description,Text,,,"When attacked with Candlelight Barrier active, has <sprite=2>&a% chance (60% + &user's <sprite=1> Resistance%) to stun the attacking enemy.",,烛火屏障存在的情况下被攻击时，有<sprite=2>&a%成功率（60%+&user<sprite=1>抵抗力%）令攻击来源敌人进入眩晕状态。,
Buff/B_Candle_2_Name,Text,,,Candlelight Radiance,,烛照,
Buff/B_Candle_3_0_Description,Text,,,Damage increased by &a,,伤害量将增加&a,
Buff/B_Candle_3_0_Name,Text,,,Affixed Shadow,,附影,
