Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_gmdj_Description,Text,,,"With her sister's companionship, Koishi's heart has undergone some changes.",,"有了姐姐的陪伴，恋恋的内心有了些变化
",
Buff/B_gmdj_Name,Text,,,Sister's Companionship,,姐姐的陪伴,
Buff/bengwo_Description,Text,,<color=#999999>본아는 사고의 원시적인 프로그램을 대표합니다——인간의 가장 원초적이며 본능적 충동을 충족시키려는 욕망</color>,<color=#999999>The Id represents the primitive programming of thoughts—humanity's most primal desires driven by instinctual impulses.</color>,<color=#999999>エスは思考の原始プログラムを表す——人間の最も根源的で本能的な衝動を満たす欲望である。</color>,<color=#999999>本我代表思绪的原始程序——人最为原始的、属满足本能冲动的欲望 </color>,<color=#999999>本我代表思緒的原始程式——人最為原始的、屬滿足本能衝動的慾望</color>
Buff/bengwo_Name,Text,,본아의 해방,Liberation of the Id,イドの解放,本我的解放,本我的解放
Buff/cehuangyi_Description,Text,,"'벌레 조각 책략, 감히 대문에서 도끼질하다니.
우리 언니 누군지 알면 올라와서 때려.","Petty tricks, daring to display axe skills before a master carpenter. 
Do you even know who my sister is before attacking me?","「つまらない小細工で、よくも班門弄斧をしてくれたな。
私の姉が誰か知っているのか、よくもかかってきたな。」","雕虫小计，竟敢班门弄斧
知道我姐是谁吗就敢上来打","「雕蟲小計，竟敢班門弄斧。
知道我姐是誰嗎就敢上來打。」"
Buff/cehuangyi_Name,Text,,간파 당하다,Exposed,見破られた,被识破,被識破
Buff/fuluoyide_Description,Text,,"'사라진 후 버려진 카드 더미에서 랜덤으로 카드를 뽑습니다.
<color= #999999> 잠재의식론은 프로이트주의에서 특히 중요한 위치를 차지한다. 이것은 정신분석학의 초석이자 핵심이다. 프로이트의 다른 일부 기본 이론은 모두 다른 측면에서 잠재의식론을 논증하고 해석한다. </color>","When vanished, draw a random card from the discard pile. 
<color=#999999>The theory of the unconscious holds an especially important position in Freudianism, serving as the cornerstone of psychoanalysis. Freud's other theories are extensions and elaborations of this core concept.</color>","消えた後、捨て札の山からランダムに1枚のカードを引く。
<color=#999999>無意識の理論はフロイト主義において特に重要な位置を占めている。それは精神分析学の礎石であり核心であり、フロイトの他の基本理論の多くは、様々な側面から無意識の理論を証明し解釈するものである。</color>","消失后从弃牌堆中随机抽取一张牌
<color=#999999>潜意识论在弗洛伊德主义中占有特别重要的地位，它是精神分析学的基石和核心，弗洛伊德的其他一些基本理论都是从不同侧面论证和阐释潜意识论的。 </color>
","消失後從棄牌堆中隨機抽取一張牌。
<color=#999999>潛意識論在佛洛伊德主義中佔有特別重要的地位，它是精神分析學的基石和核心，佛洛伊德的其他一些基本理論都是從不同側面論證和闡釋潛意識論的。</color>"
Buff/fuluoyide_Name,Text,,프로이트 학설,Freudian Theory,フロウディアン,弗洛伊德学说,佛洛伊德學說
Buff/huanxing_Description,Text,,,,,,
Buff/huanxing_Name,Text,,잠재의식 각성,Subconscious Awakening,潜在意識の覚醒,潜意识唤醒,潛意識喚醒
Buff/jiying_Description,Text,,"""명중률이 감소할수록 피해량이 증가합니다.""
<color=#999999>융은 잠재의식 속에 조상으로부터 유전된 경험의 축적이 있다고 보았습니다.</color>","Increases damage based on reduced Accuracy.
<color=#999999>Jung believed the unconscious contains ancestral memories inherited through generations.</color>","""命中率が低下するほどダメージが増加します。""
<color=#999999>ユングは、潜在意識の中には祖先から遺伝的に受け継がれた経験の蓄積があると考えました。</color>","会根据命中率的降低提高伤害
<color=#999999>荣格认为，在潜意识中有着从祖先那里遗传下来的经验积累 </color>
","""會根據命中率的降低提高傷害。""
<color=#999999>榮格認為，在潛意識中有著從祖先那裡遺傳下來的經驗積累。</color>"
Buff/jiying_Name,Text,,잠재의식의 유전자,Genetic Unconscious,無意識の遺伝子,潜意识の基因,潛意識の基因
Buff/kongxiang_Description,Text,,,,,,
