Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_haisi0_1_Description, Text,,라운드마다 최대 50%의 스킬을 잃는다.,"At the start of each turn, lose 50% of max HP.",ターン開始時に最大体力の50%だけ体力を失う。,每回合开始时损失50%最大生命值。,
Buff/B_haisi0_1_Name, Text,,환영,Phantom,幻影,幻影,
Buff/B_ysml_10_Description, Text,,8포인트 미만의 대미지를 받았을시 대미지가 8포인트로 변경됩니다,"When receiving damage less than 8, the damage is increased to 8.",8以下のダメージを受ける場合、8ダメージにする,收到小于8点的伤害时将伤害变为8点,
Buff/B_ysml_10_Name, Text,,"권능, 파괴",Authority: Destruction,権能・壊滅,权能・毁灭,
Buff/B_ysml_11_Description,Text,,,,,,
Buff/B_ysml_11_Name, Text,,"권능, 재생",Authority: Regeneration,権能・再生,权能・再生,
Buff/B_ysml_12_Description, Text,,사망시 우리 측 전원 6시 생명 회복,"Upon death, restores 6 HP to all allies.",倒された時、味方全員の体力を6回復する,死亡时恢复我方全体6点生命,
Buff/B_ysml_12_Name, Text,,권능 번영,Authority: Prosperity,権能・繁栄,权能・繁荣,
Buff/B_ysml_13_Description, Text,,다음 스킬은 두 번 릴리스한다,The next skill used will be cast twice.,次に使用するスキルは2回使用される,下一次出手的技能改为释放两次,
Buff/B_ysml_13_Name, Text,,승화,Sublimation,昇華,升华,
Buff/B_ysml_14_Description, Text,,모든 적에게 15의 데미지를 주고 다음 손상으로 신경 손상을 입힌다.,The next attack deals 15 damage to all enemies and inflicts 1 stack of Nerve Damage.,次に攻撃する時、敵全員に15ダメージと神経損傷を与える。,下一次出手时全体敌方收到15点伤害与一层神经损伤。,
Buff/B_ysml_14_Name, Text,,신의 명령,Divine Decree,神託,神谕,
Buff/B_ysml_1_Description,Text,,,,,,
Buff/B_ysml_1_Name, Text,,는다는,Shared Fate,同帰,同归,
Buff/B_ysml_2_Description,Text,,,,,,
Buff/B_ysml_2_Name, Text,,특별 한 방법이다.,Divergent Paths,殊塗,殊途,
Buff/B_ysml_3_Description,Text,,,,,,
Buff/B_ysml_3_Name, Text,,와 장,Burial Together,同葬,同葬,
Buff/B_ysml_4_Description,Text,,,,,,
Buff/B_ysml_4_Name, Text,,왔다,Tide Surge,満ち潮,潮涌,
Buff/B_ysml_5_Description,Text,,,,,,
Buff/B_ysml_5_Name, Text,,물결이,Tide Wane,枯れ潮,潮枯,
Buff/B_ysml_6_Description,Text,,,,,,
Buff/B_ysml_6_Name, Text,,신경이 손상되다.,Nerve Damage,神経損傷,神经损伤,
Buff/B_ysml_7_Description, Text,,</color =#919191> 세포사멸이 가속되고 골수조혈기능이 억제된다 </color>,<color=#919191>Accelerated apoptosis of blood cells and suppressed bone marrow hematopoietic function.</color>,<color=#919191>血球の壊死が加速し、骨髄の造血機能が抑制される</color>,<color=#919191>血细胞凋亡加速，骨髓造血机能受抑制</color>,
Buff/B_ysml_7_Name, Text,,피와 살이 기형적으로 변하다,Flesh Mutation,身体異変,血肉畸变,
Buff/B_ysml_8_Description,Text,,,,,,
Buff/B_ysml_8_Name, Text,,권능 · 수화,Authority: Beastification,権能・獣化,权能・兽化,
Buff/B_ysml_9_Description,Text,,,,,,
Buff/B_ysml_9_Name, Text,,권능 투쟁,Authority: Conflict,権能・紛争,权能・斗争,
Character/ysml_PassiveDes, Text,,라운드 시작시 집단 아군의 생명력을 3포인트 회복시킨다.5 라운드마다 한 번씩 이사마라를 소환한다.,"At the start of each turn, restores 3 HP to all allies. Every 5 turns, you can choose to summon Ishar'mla (Beast).",ターン開始時に味方全員の体力を3回復する。5ターンごとに、イザマラの獣を召喚するか選択できる。,回合开始时恢复群体友军3点生命值。每5个回合选择召唤一次伊莎玛拉(兽)。,
Character/ysml_PassiveName, Text,,"음유, 타락한 마음","Wandering Bard, Corrupted Heart",「吟遊、腐食された心」,吟游，腐化之心,
Character/ysml_SelectInfo, Text,,"이력도, 내력도 알 수 없는 방주중은 지극히 신비로운 존재인데, 시간의 그림자를 찾아 과거로 돌아갈 가능성을 알게 되고 조사단에 합류한다.이사마라에게는 특별한'권능'이 있어 전투 중 신비롭고 강력한 거대 야수를 조종해 작전을 돕는다.그러나 아자르는 자신이 자발적으로 요청하지 않는 한 조사를 요청하지 않는 것이 좋다고 말했다.","A mysterious figure in the Ark with an unknown background and origins. After learning of the possibility of returning to the past through the Shadow of Time, she joined the investigation team. Ishamara possesses a special ""Authority"", allowing her to control a mysterious and powerful beast in battle. However, according to Azar, it’s best not to invite her to investigations unless she requests it herself.",経歴不明、素性不明、アークの中でも極めて謎めいた存在。タイムシェイドをで過去に戻れる可能性を知り、調査団に加わった。イザマラは特殊な「権能」を持っており、戦闘中に謎の巨獣を操って戦う。だがアザールによると、彼女からの申し出がない限り、こちらからは誘わないほうがいいとのことだ。,履历不明，来历不明，在方舟中是极其神秘的存在，在了解到通过找寻时光之影回到过去的可能性后，加入了调查团。伊莎玛拉拥有特殊的‘权能’，在战斗中能操纵神秘且强大的巨兽协助作战。但据阿扎尔所说，如果不是她主动请求，最好不要邀请她参与调查。,
Character/ysml_SkinDesc,Text,,,"The leader of the beings known as the Seaborn, Ishamara and her kin.",,被称为海嗣的生物的首领，伊莎玛拉与她的血亲。,
Character/ysml_Text_Battle_AllyND_0, Text,,이곳도 조만간에 본래의 모습으로 돌아오게 될것이다.,This place will eventually return to its original state...,ここも、いつかは、元通りになるわ……,这里迟早也会回归它原来的样子……,
Character/ysml_Text_Battle_Cri_0, Text,,그들은 우리의 혈육이 될 것이다. 원래 살아온 방식으로는 너무 힘들다.,They will become our kin. Their way of life was too harsh.,彼らも私たちの血族になるわ。これまでの生き方は、あまりにも辛かったでしょうね。,他们会成为我们的血亲，他们原本的活法太辛苦了。,
Character/ysml_Text_Battle_Cri_1, Text,,발악은 자신에게 더 많은 무의미한 공포를 가져다줄뿐이다.,Struggling only brings more meaningless fear.,こうやって足掻いても、意味のない恐怖が増えていくだけよ。,挣扎只会带给自己更多无谓的恐慌。,
Character/ysml_Text_Battle_Healed_0, Text,,…,...,……,……,
Character/ysml_Text_Battle_Idle_0, Text,,노랫소리가 당신들의 마음에 스며들 것입니다.,The song will seep into your hearts.,歌声が、あなたたちの心に染み込んでいくわ。,歌声会沁入你们的心灵。,
Character/ysml_Text_Battle_Idle_1, Text,,"두렵지 마십시오, 동포여 …곧 도착할 겁니다.","Don’t be afraid, my kin... We’ll arrive soon.",怖がらないで、同胞たち......すぐに着くから。,别害怕，我的同胞们......很快就要到了。,
Character/ysml_Text_Battle_Kill_0, Text,,공기와 육지...너무 건조합니다.,The air and the land... are too dry.,空気も陸地も......乾きすぎね。,空气与陆地......都太干燥。,
Character/ysml_Text_Battle_Kill_1, Text,,따라라 영원한 우리 고향 따라라.,"Follow me, return with me to our eternal homeland.",私に付いて来て、永遠の故郷に還りましょう。,随我走吧，随我回去我们永恒的故乡。,
Character/ysml_Text_Battle_Kill_2, Text,,그렇다면 저 먼바다의 노래를 들어보라 …,"Then, listen to the song of the distant sea...",じゃあ、この遠海の歌に耳を傾けて......,那么，就请听听这远海的歌吧......,
Character/ysml_Text_Battle_ND_0, Text,,내 곁에서...도망가자.,Run away... from my side.,私の側から......逃げなさい。,从我身边......逃走吧。,
Character/ysml_Text_Battle_ND_1, Text,,조금만 더 버틸 수만 있다면.,If only we can hold on a little longer...,もう少しさえ耐えられれば……,只要能再坚持一会……,
Character/ysml_Text_Battle_Start_0, Text,,다른 사람들과 싸우는 것일까요?누구와 싸우느냐?,Fighting alongside others? Who are we fighting?,他の人と一緒に戦うの？戦いの相手は誰？,和其他人一起战斗？和谁战斗呢？,
Character/ysml_Text_Battle_Start_1, Text,,더 많은 생명이 없어져서는 안 된다.,No more lives should be lost.,これ以上、多くの命が失われるべきじゃないわ。,不该再有更多生命消逝了。,
Character/ysml_Text_Battle_Start_2, Text,,그들이 무기를 써서 나를 다치게 했을 때...어떤 느낌일까요?,When they hurt me with their weapons... what will it feel like?,彼らが武器で私を傷つける時......何を感じるのかしら？,他们用武器伤害我的时候......会是什么感觉？,
Character/ysml_Text_Field_GetItem_0, Text,,거기...역시 꿈이 아닐까?,That place... could it also be a dream?,その場所も......一つの夢なの？,那里......会不会也是一个梦呢？,
