Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_Poca_0_Description,Text,,"다음 스킬을 사용할 때, 패에 &a가 같은 코스트의 스킬을 가지고 있으면, &a는 무작위 스킬을 복사해 시전한다","Next time a skill is used, if &a has a skill with the same Cost in hand, &a copies and casts a random skill. Removed after triggering.",次のスキルを使用時に、手札に&aと同じコストのスキルがあれば、&aはランダムなスキルをコピーして発動する。,下次使用技能时，如果&a手上有相同费用的技能，令&a复制随机一个释放，触发后解除。,
Buff/B_Poca_0_Name,Text,,은혜,Grace,恵み,优雅,
Buff/B_Poca_10_Description,Text,,"피격 시, 패에 있는 자신의 공격스킬의 데미지를 30%증가시킨다.
이 효과가 3회 발동할 때마다 패에있는 자신의 공격스킬이 제외된다.","When taking damage, increase damage of all Attack skills in hand by 30%.
After 3 triggers, Exclude all your Attack skills in hand.",攻撃を受けた時、手札にある自身の攻撃スキルのダメージを30%増加させる。 この効果が3回発動するたび、手札にある自身の攻撃スキルは除外される。,"受到伤害时,令手牌的所有攻击技能的倍率增加30%.
每当此效果触发3次后,放逐手牌中自身的所有攻击技能.",
Buff/B_Poca_10_Name,Text,,잿빛미래,Gray Future,灰色の未来,灰色未来,
Buff/B_Poca_11_Name,Text,,치명타율 증가,Critical Rate Increase,クリティカル率増加,暴击率增加,
Buff/B_Poca_12_Description,Text,,자신의 도발무시 스킬이 명중하면 그 대상에게 '추격'을 1회 발동한다. 발동후 1중첩 소모.,"When your Taunt-ignoring skill hits, activate ""Cloudpart"" on the target. Consumes 1 stack.",自身の挑発を無視するスキルが命中時、その対象に1回「追撃」を発動する。発動後にストックが1減少する。,"自身无视嘲讽的技能命中敌人时,向其释放一次""拨云"",触发后减少1层",
Buff/B_Poca_12_Name,Text,,서리가 내리다,Frost's Judgment,霜を払う,不惧严霜,
Buff/B_Poca_1_Description,Text,,"도발무시 스킬이 명중 시 받는데미지가 20%증가합니다.

방해 디버프가 없을 경우, 턴 종료시 또는 카운트 중인  '눈사태공격'이 없을 경우 제거됩니다.
제거 시, &a의 데미지를 받습니다.","Targets hit by Taunt-ignoring skills take 20% increased damage.

Removed at turn end if no impairing debuffs or pending Avalanche Strike countdowns.
Removal inflicts &a damage.","挑発を無視するスキルが命中時、受けるダメージが20%増加する。

妨害デバフを持たない場合、ターン終了時、またはカウントダウン欄に「雪崩攻撃」がない場合は除去される。
除去されたとき、&aのダメージを受ける。 ","被无视嘲讽的技能命中时额外受到20%的伤害。

如果未处于干扰减益状态,则回合结束或倒计时栏没有雪崩击时解除.
解除时,受到&a点伤害.",
Buff/B_Poca_1_Name,Text,,구속 !,Restraint!,拘束！,束缚！,
Buff/B_Poca_2_Description,Text,,"다음에 &a의 스킬을 뽑을 때, 자신의 스킬을 우선하여 1장 뽑습니다.","When drawing &a's skill next, prioritize drawing one of your own skills.",次に&aのスキルを引くとき、自身のスキルを優先して1枚引く。,下次抽取到&a的技能时，优先抽取一个自身的技能.,
