Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
B_Poca_Level_State_0,Text,,「고래사냥」의 대상 제한을 해제합니다.,"Removes ""Whaling"" target restrictions.",「大物猟」の対象の制限を解除,鲸落取消指定目标的限制,鲸落取消指定目标的限制
B_Poca_Level_State_1,Text,,자신이 사용하는 모든 스킬에 '도발무시'를 적용하고 「고래사냥」을 덱에 추가합니다.,"All skills gain Taunt Ignore and add ""Whaling"" to deck.",自身が使用するすべてのスキルは挑発を無視し、「大物猟」をデッキに加える。,所有战斗均无视嘲讽并洗入鲸落,所有战斗均无视嘲讽并洗入鲸落
B_Poca_Level_State_2,Text,,"「고래사냥」은 '저주받은 적' 처치시에는 레벨업 하지 않고, '보스'사냥시에만 레벨업 합니다.","""Whaling"" only levels up when defeating [BOSS] enemies, not [Cursed] enemies.",「大物猟」は呪われた敵を倒しても強化されず、ボスを倒したときのみ強化される。,"鲸落猎杀诅咒敌人不升级,仅在猎杀boss时升级","鲸落猎杀诅咒敌人不升级,仅在猎杀boss时升级"
B_Poca_Level_State_3,Text,,"적 전체에 패시브에 의한 추가공격을 시전하며, 시너지 강화의 유효조건을 변경합니다.",Triggers passive follow-up attacks on all enemies. Alters Synergy enhancement conditions.,敵全体にパッシブによる追加攻撃を発動し、シナジー強化の有効条件を変更する。,对所有敌人均触发被动的追加攻击;协同强化生效条件变化,对所有敌人均触发被动的追加攻击;协同强化生效条件变化
B_Poca_Level_State_4,Text,,"모든 적에게 「고래사냥」 및 ""985""의 데미지 증가가 적용됩니다.","""Whaling"" and ""985"" damage bonuses apply to all enemies.","すべての敵に「大物猟」と「 ""985 ""」のダメージ増加が与えられる。","鲸落和""985""的伤害增幅对所有敌人生效","鲸落和""985""的伤害增幅对所有敌人生效"
B_Poca_Level_State_5,Text,,"적을 처치할 때마다, 「고래사냥」의 피해량이 증가합니다.","""Whaling"" damage increases with every enemy defeated.",敵を倒すたびに「大物猟」のダメージは増加する。,鲸落猎杀任何敌人都将增幅伤害,鲸落猎杀任何敌人都将增幅伤害
B_Poca_Level_State_6,Text,,성장완료,Growth Complete,成長完了。,成长已完成,成长已完成
Eq_Poca_en_0,Text,,"적을 2회 공격 후, 과부화가 1 감소됩니다.(턴당 1회 제한)
'추격' 및 '반격' 시 반드시 치명타로 공격합니다.
[저주받은 적]과 [BOSS]에게 주는 피해가 15% 증가합니다.","After hitting enemies twice: Reduce Overload by 1 (once per turn).
Pursuits/Counters always Critical.
+15% damage to [Cursed] and [BOSS].","敵に2回命中したとき、1ターンに1回限定でオーバーロードを1減少させる。
追撃と反撃は必ず命中する。
呪われた敵とボスに対するダメージが15%増加する。","命中敌人2次后,减少1点过载,每回合限1次.
追击和反击必定暴击.
对诅咒和boss敌人造成伤害增幅15%.","命中敌人2次后,减少1点过载,每回合限1次.
追击和反击必定暴击.
对诅咒和boss敌人造成伤害增幅15%."
Eq_Poca_en_1,Text,,"적을 2회 공격 후, 과부화가 1 감소됩니다.(턴당 1회 제한)
'추격' 및 '반격' 시 반드시 치명타로 공격합니다.
[저주받은 적]과 [BOSS]에게 주는 피해가 15% 증가합니다.","After hitting enemies twice: Reduce Overload by 1 (once per turn).
Pursuits/Counters always Critical.
+15% damage to all enemies.","敵に2回命中したとき、1ターンに1回限定でオーバーロードを1減少させる。
追撃と反撃は必ず命中する。
敵に対するダメージが15%増加する。","命中敌人2次后,减少1点过载,每回合限1次.
追击和反击必定暴击.
对敌人造成伤害增幅15%.","命中敌人2次后,减少1点过载,每回合限1次.
追击和反击必定暴击.
对敌人造成伤害增幅15%."
P_Poca_0,Text,,"[BOSS] 및 [저주받은 적]과 전투 시 자신이 사용하는 모든 스킬은 도발을 무시하며, 「고래사냥」을 덱에 추가합니다.
3레벨 : 보스 및 저주받은 적에 대한 공격 시, 30%의 피해량으로 추가공격합니다.
4레벨 : [근원]의 추가데미지가 방어력을 무시합니다.
6레벨 : ""985""를 얻습니다.","[BOSS]/[Cursed] battles: All skills ignore Taunt. Add ""Whaling"" to deck.
Level 3: +30% damage vs [BOSS]/[Cursed].
Level 4: [Root] bonus damage ignores Defense.
Level 6: Unlock ""985"".","ボス戦と呪われた敵との戦闘時、自身が使用するすべてのスキルは挑発を無視し、「大物猟」をデッキに加える。
レベル3: ボスと呪われた敵に対する攻撃は攻撃力の30%のダメージを追加で与える。
レベル4: [根源]の追加ダメージは防御力を無視する。
レベル6 :「 ""985""」を習得。","进行BOSS战和诅咒战斗时，自身使用的所有技能无视嘲讽，将鲸落洗入牌堆.
3级：攻击命中BOSS和诅咒敌人时，额外造成一次攻击力30%的伤害.
4级：入髓的额外伤害无视防御.
6级时，获得""985""","进行BOSS战和诅咒战斗时，自身使用的所有技能无视嘲讽，将鲸落洗入牌堆.
3级：攻击命中BOSS和诅咒敌人时，额外造成一次攻击力30%的伤害.
4级：入髓的额外伤害无视防御.
6级时，获得""985"""
P_Poca_1,Text,,"전투 시, 자신이 사용하는 모든 스킬은 도발을 무시하며, 「고래사냥」을 덱에 추가합니다.
3레벨 : 보스 및 저주받은 적에 대한 공격 시, 30%의 피해량으로 추가공격합니다.
4레벨 : [근원]의 추가데미지가 방어력을 무시합니다.
6레벨 : ""985""를 얻습니다.","All skills ignore Taunt. Add ""Whaling"" to deck.
Level 3: +30% damage vs [BOSS]/[Cursed].
Level 4: [Root] bonus damage ignores Defense.
Level 6: Unlock ""985"".","戦闘中、自身が使用するすべてのスキルは挑発を無視し、「大物猟」をデッキに加える。
レベル3: ボスと呪われた敵に対する攻撃は攻撃力の30%のダメージを追加で与える。
レベル4: [根源]の追加ダメージは防御力を無視する。
レベル6 :「 ""985""」を習得。","战斗时，自身使用的所有技能无视嘲讽，将鲸落洗入牌堆.
3级：攻击命中BOSS和诅咒敌人时，额外造成一次攻击力30%的伤害.
4级：入髓的额外伤害无视防御.
6级时，获得""985""","战斗时，自身使用的所有技能无视嘲讽，将鲸落洗入牌堆.
3级：攻击命中BOSS和诅咒敌人时，额外造成一次攻击力30%的伤害.
4级：入髓的额外伤害无视防御.
6级时，获得""985"""
