Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_zjk_T_0_Description,Text,,,"<color=#FFD700>Blades clashing, paired with wine.</color> <color=#DC143C>Blood debts repaid in blood.</color>",,<color=#FFD700>；刀光剑影，可作下酒</color>；<color=#DC143C>血债血偿</color>,
Buff/B_zjk_T_0_Name,Text,,,<color=#FFD700>Exhilaration</color>,,<color=#FFD700>快意</color>,
Buff/B_zjk_T_10_Description,Text,,,"All Critical hits trigger <sprite name=""zuiJianKeMod_B_zjk_T_9_Icon""><color=#778899>Critical Hit</color> (<color=#778899>Critical</color> base 100% damage increase, excess Critical rate added directly to this portion. <color=#dda0dd><sprite name=""zuiJianKeMod_B_zjk_T_7_Icon"">Bloodbloom Plumage</color> provides only 20%). For skills with original cost of 3 Mana or higher, non-base <sprite name=""zuiJianKeMod_B_zjk_T_9_Icon""><color=#778899>Critical</color> damage increase is halved.",,"所有暴击引发<sprite name=""zuiJianKeMod_B_zjk_T_9_Icon""><color=#778899>会心暴击</color>（<color=#778899>会心</color>基础100%增伤，溢出的暴击率直接加在这部分，<color=#dda0dd><sprite name=""zuiJianKeMod_B_zjk_T_7_Icon"">血绽红梅</color>仅提供20%）。
对于原始费用为3费及以上的技能，<sprite name=""zuiJianKeMod_B_zjk_T_9_Icon""><color=#778899>会心</color>非基础增伤减半。",
Buff/B_zjk_T_10_Name,Text,,,<color=#87CEEB>Nameless Swordsmanship</color>,,<color=#87CEEB>无名剑术</color>,
Buff/B_zjk_T_11_Description,Text,,,"When dealing damage, apply 1 <sprite name=""zuiJianKeMod_B_zjk_T_7_Icon""><color=#dda0dd>Bloodbloom Plumage</color> and 1 <sprite name=""zuiJianKeMod_B_zjk_T_8_Icon""><color=#DC143C>Bleeding</color>. Excess <sprite name=""zuiJianKeMod_B_zjk_T_8_Icon""><color=#DC143C>Bleeding</color> immediately deals &a damage.",,"造成伤害时，施加1<sprite name=""zuiJianKeMod_B_zjk_T_7_Icon""><color=#dda0dd>血绽红梅</color>与1<sprite name=""zuiJianKeMod_B_zjk_T_8_Icon""><color=#DC143C>出血</color>，溢出的<sprite name=""zuiJianKeMod_B_zjk_T_8_Icon""><color=#DC143C>出血</color>立刻造成&a点伤害。",
Buff/B_zjk_T_11_Name,Text,,,<color=#9400D3>Flaying</color>,,<color=#9400D3>磔</color>,
Buff/B_zjk_T_1_Name,Text,,,Split Robes,,裂袍,
Buff/B_zjk_T_2_Description,Text,,,,,,
Buff/B_zjk_T_2_Name,Text,,,Hemorrhage,,血崩,
Buff/B_zjk_T_3_Description,Text,,,Cannot act. Removed when attacked.,,无法行动，受到攻击时解除,
